#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b3303//
C0299	b0875//
C0362	b0188//
C0465	b3870//
C0614	b0789//
C0664	b3115//
C0719	b4301//
IS128	b4598//
aaeR	b1618//
aaeXAB	b3818//b3643//b4456//
aas-lplT	b0300//b3096//
aat	b4567//
abgABT-ogt	b2295//b0273//b2431//b1376//
abgR	b1192//
abpAB	b2576//b0959//
abrB	b2913//
accA	b3231//
accBC	b3622//b0312//
accD	b0497//
aceBAK	b1318//b0818//b3698//
aceEF	b1393//b2617//
aceK	b3573//
ackA	b4258//
ackA-pta	b2186//b2517//
acnA	b4162//
acnB	b3729//
acpH	b0748//
acpP	b3145//
acpP-fabF	b4280//b2517//
acpT	b3664//
acrAB	b0594//b2061//
acrB	b4048//
acrD	b3190//
acrEF	b1967//b2958//
acrR	b3831//
acrZ	yncK_1//
acs-yjcH-actP	b0455//b0240//b3579//
actP	b2172//
ada-alkB	b2830//b3829//
add	b2021//
adeD	b3209//
adeP	b3693//
adeQ	b1829//
adhE	b0778//
adhP	b2403//
adiA	b4418//
adiC	b2389//
adiY	b0367//
adk	b2948//
aegA	b3187//
aer	b2233//
aes	b0906//
agaR	b2872//
agaS-kbaY-agaBCDI	b0039//b1172//b2239//b4107//b1202//b0218//
agp	b1321//
agrA	b0940//
agrB	b3451//
ahpCF	b3104//b3146//
ahpF	b2428//
ahr	b3678//
aidB	b4148//
ais	b0632//
alaA	b3574//
alaA-yfbR	b3344//b4019//
alaC	b3183//
alaE	b1801//
alaS	b1458//
alaWX	b2936//b3966//
aldA	b3258//
aldB	b1884//
alkA	b3508//
alkB	b2759//
allA	b1331//
allDCE	yghX_1//b3650//b3005//
allR	b3985//
allS	b1249//
alpA	b2590//
alr	insAB-1//
alsBACE	b1743//b0800//b1610//b0018//
alsK	b4274//
alx	b1261//
amiA-hemF	b2101//b4105//
amiC	b4536//
amn	b2134//
ampC	b0316//
ampDE	b2617//b4324//
