#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3460//
Ada	b2509//b4280//b0708//
AgaR	b3185//b4450//b3919//b1004//b3965//b0856//b3271//
AlaS	b0080//
AllR	b4094//b3793//b4101//b0150//b0068//b3186//b1857//b2062//b4671//
AllS	b3532//b0509//b3454//
AlsR	b1567//b3183//b2553//b0892//b0849//b0216//
ArcA	b3670//b1386//
ArgP	b1485//b1859//b1982//
ArgR	sroC//b3521//b0743//b2189//b3062//b4101//b3960//b2171//b2168//b3525//b2528//b0622//b1429//b4150//
ArsR	b3960//b1203//b0862//
AscG	b0378//
AsnC	b3243//
BasR	b1327//
BirA	b2498//b0392//b3139//b1483//b1016//
BluR	b3271//b2631//b0792//b2540//
BolA	b3671//b1326//
CRP	b3185//b2789//b3128//b4663//b0523//b4698//b1287//b4406//b1081//b1676//b3423//b3919//b0776//b3531//b0400//b4101//b3912//b2614//efeU_2//b4089//b1890//b2427//b2584//b0232//b1220//b2737//b1790//b3960//b1881//b0890//b2403//b3938//b0139//b0166//b0504//b2839//b1704//b0922//b3797//b3188//b1072//b1528//b1609//b0067//b3609//b2152//b1886//b4086//b2105//b0067//b2509//b1327//b2868//b3243//b3027//b0405//b4087//b4280//b0185//b3864//b0777//b0383//b1826//b0588//b0672//b1167//b1080//b4174//
CdaR	b2062//b4417//b4025//b2189//b1886//
CecR	b3441//b4175//b3066//b3061//b3270//
CpxR	b1784//b2779//b3457//b3911//b3063//b1164//b0786//b3786//b2374//b1885//b1882//b0191//b0150//b0708//b1072//b4355//b1325//b4368//b2788//b0536//b4241//b0775//b2630//b1946//b1634//b2311//b3138//b1613//b2000//b0604//b2469//b3729//
Cra	b3065//b2965//b3547//b0109//b0485//b0557//b0696//b4392//b1566//b1272//b0971//b4618//b2476//b0511//b0464//
CreB	b2597//
CsgD	b4174//b3502//b1262//b1609//b4249//b0189//b0485//b2097//b0192//
CueR	b3185//b1861//
CynR	b0863//b3545//b2153//b1568//
CysB	b1485//b4567//b0536//b3268//b3774//b4054//b4393//b0652//b2582//b1729//
Dan	b3131//b1714//b1576//b3005//
DhaR	b4618//b0443//b3457//b1578//
DicA	b0066//b2373//b3781//b0796//b3788//b2061//b4458//b3364//
DnaA	b4698//b0273//
EvgA	b2427//b2529//b3493//b1093//b1484//b1484//b2823//
FNR	b2852//b0670//b3011//b3680//b1884//b2397//b1982//b0755//b0778//b2685//b1878//b1452//b1073//b3786//b1326//b1229//b1440//b2666//yegZ//b0921//b1429//b3980//b1073//b0273//b2818//b4270//b2465//
FadR	b3186//b2406//b0698//b1949//b0153//b1400//b0109//b1102//
FeaR	b4370//
Fis	b1163//b1882//b0346//b0970//b1231//b4102//b4368//b3240//b0140//b3977//b3268//b3455//b4116//b2788//b1262//b0296//b0385//b0146//b0505//b4172//b1429//b4451//b2216//b1781//b1130//b2584//b3061//b1537//b2063//b4416//b4095//b1884//b1020//b1702//b2895//b2666//b1321//b0672//b1444//b2685//b3469//b2375//b0231//b3431//b1407//b0338//b3976//b0863//b4705//b0751//b1914//b1613//b4089//b0192//b3916//b3788//
FlhDC	b2584//b1947//b1377//b2127//b4408//b3806//b3612//b3959//b3787//b1579//b2509//b2967//b1546//b1411//b3011//b0892//b1902//b0513//b2597//b1889//b1913//b3095//b1944//b4523//b2665//b4522//b1288//b2085//b3241//b4458//b0277//b2371//b1004//b1164//b3744//b3789//b3394//b1272//
FliZ	b4054//
Fur	b0792//b2542//b1131//b4618//b1714//b1858//b3688//b3956//b1781//b3965//b2503//b4702//b1229//b2153//b0708//b0139//b0857//b0341//b2604//b1950//b0779//b4397//b0513//b2403//
GadX	b0839//b2787//b1264//b2167//b1274//b1623//b4613//
GcvA	b1578//b4443//
H-NS	b0523//b1948//b3688//b4426//b1926//b2937//b1608//b1111//b1409//b1488//b0516//b0185//b4408//b1608//
HU	b1798//b0385//
HcaR	b1578//b1485//b3237//b1263//b1321//b2373//
IHF	b4416//b0207//b0192//b1199//b3432//b0146//b3938//
IlvY	b1486//b1073//
IscR	b2465//b2058//b0031//b3460//b4202//b3503//b0162//b1886//
KdpE	b0864//b1322//b2403//b1536//
LeuO	b0192//b1641//b0744//b1093//b0069//b3460//
LexA	b3027//b2400//b4326//b0216//b1641//b4260//b0515//b2312//b3425//b0655//b4426//b1002//b1702//b2061//b1782//b0964//b0166//b1164//b2291//b1199//b4279//b0795//b3067//b0654//b0971//b4702//b2819//b3661//b0507//b0068//b0152//b3979//b1075//b0140//b4254//b0674//b1230//
LrhA	b0512//
Lrp	b1325//b1408//b0786//b3065//b2866//b1452//b1003//b4096//b1399//b1982//b3941//b1264//b0345//b0273//
LysR	b0405//
MalT	b2553//
MarA	b1164//b0069//
MatA	b3184//b1409//
McbR	b1618//
MetJ	b1982//b2697//b1441//b4435//b2839//
MlrA	b3131//b1198//b2822//b1798//b1078//
MngR	b3774//b0231//b3686//
MntR	b3183//b2146//
MprA	sroA//b2699//b3323//
MqsA	b3066//b1967//
MurR	b0892//
Nac	b0080//b1945//b4160//b0074//b3237//
NadR	b3269//b2597//b2987//
NagC	b1429//b2537//b0139//b3916//b3013//
NanR	b0383//b1231//
NimR	b1702//b2316//
NsrR	b1857//b4043//b2630//b0668//b2063//b2819//b0464//b4219//b4417//b2509//b3916//b0523//b0192//b1641//b1926//b0775//b3186//b3794//b3612//b0922//b0892//b4159//b3923//b1194//b0399//b4219//b3008//b1111//b2631//b2465//
NtrC	b3395//b1702//b0855//b1378//b4150//b3157//b1093//b4673//b1287//b1784//b3503//b1719//b0191//b0473//b0190//b1164//b1890//
OmpR	b1575//b3364//b3027//b0652//
OxyR	b0786//b0925//b1386//b4393//b0684//b0049//sroC//b3184//b1826//
PaaX	b0346//b4202//
PepA	b2584//
PgrR	b3425//b1262//b1013//b0995//b3911//b1982//b0303//
PhoB	b3460//b0731//b1440//b4705//b1481//b3095//b2127//b1861//b1634//b0912//b2290//b0191//b0778//b4702//b4173//b1184//b3141//b2289//b3183//b3781//b0139//b1728//b2401//b1717//b2852//b3792//b1579//b0277//b4401//b0392//b1945//
PhoP	b1714//b0216//b0854//b3460//b3959//b1016//b1444//b2216//b4670//b1791//b0296//b3860//b1111//b0050//b2819//b2147//
PspF	b0688//
PurR	b2542//b3096//b0050//b2541//b0775//b2469//b0672//b3781//b3958//b0698//b3912//b1613//b0673//
RbsR	b2737//
RcdA	b0244//b4280//b2852//
RclR	b2169//b0776//b1260//
RcnR	b1452//
RcsAB	b1790//b4087//b4292//b2529//b4089//
RcsB	b1252//b4702//b3067//b0731//
RcsB-BglJ	b2469//b2531//b0806//b2348//b1430//b3699//b1377//b2787//b1444//b3958//b0622//
Rob	b1706//
RutR	b0515//
SdiA	b0152//
SgrR	b0145//b4095//b0216//b0796//b0107//b0674//
SoxS	b1859//b0110//b3965//b0392//b0775//b2062//
SutR	b1945//b4174//
TorR	b0277//
TrpR	b1902//b1902//b0861//b1442//b1924//b1567//b0377//b4172//
TyrR	b2397//b2529//b3062//
UidR	b3061//
UvrY	b0925//b3095//
XapR	b4270//b3021//
YdeO	b1093//b2604//
YjjQ	b2852//b3364//b2427//b4522//b1201//b0123//b2540//
YpdB	b2396//
YqhC	b3322//b4393//
ZntR	b2404//
ZraR	b0403//
Zur	b3268//b1926//b3185//b2085//b1791//
