#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0507//
Ada	b2311//b0207//b1944//
AgaR	b2839//b0403//b2553//sroA//b1287//b1002//b2825//
AlaS	b0074//
AllR	b0959//b1486//b1272//b2821//b0068//b0755//b3794//b2153//b4368//
AllS	b2789//b0856//b3830//
AlsR	b0672//b3863//b2509//b4219//b4129//b3729//
ArcA	b0792//b2603//
ArgP	b4174//b1442//b2574//
ArgR	b3788//b3572//b1076//b1201//b2401//b0060//b0953//b3938//b0590//b2819//b2232//b1762//b3613//b0921//
ArsR	b0031//b1944//b0672//
AscG	b2818//
AsnC	b0995//
BasR	b2558//
BirA	b0673//b0565//b0588//b1618//b2498//
BluR	b2684//b3531//b0814//b3454//
BolA	b4093//b0874//
CRP	b3393//b0841//b0231//b4095//b1399//b1283//b3790//b3501//b2737//b0793//b1885//b2605//b3012//b4670//b3240//b0591//b4673//b4175//b4406//b1073//b2965//b0244//b0666//b1263//b1798//b1194//b2127//b2289//b0923//b4044//b1003//b1887//b4092//b1947//b3137//b0207//b4411//b3456//b1926//b0511//b0231//b3441//b0304//b1783//b0513//b0959//b2313//b1484//b4160//b0590//b2404//b3455//b2630//b4705//b1879//b3616//b2557//b0839//b0273//b0066//b2105//b1080//b0912//b3608//b0511//b2609//b3608//b1608//
CdaR	b3532//b4364//b1004//b1201//b3787//
CecR	b3186//b0668//b0071//b1780//b3607//
CpxR	b4096//b1577//b4663//b1914//b4159//b1442//b0504//b1949//b1075//b4355//b0674//b1860//b2216//b0591//b2868//b0925//b0995//b2372//b0672//b1187//b1092//b2058//b3456//b0405//b1641//b2558//b4523//b3558//b0732//b3060//b4347//b4347//
Cra	b1881//b3965//b2820//b1327//b0751//b3665//b0778//b1913//b2085//b3617//b1444//b1729//b2374//b1790//b0995//
CreB	sroC//
CsgD	b0523//b1967//b2685//b1194//b1443//b4411//b2867//b0890//b0855//
CueR	b1400//cpxQ//
CynR	b2965//b3789//b3395//b1982//
CysB	b1655//b0060//b0511//b4202//b2152//b0060//b2289//b2788//b1205//b1859//
Dan	b1655//b1003//b2375//b1194//
DhaR	b1948//b0145//b3138//b0385//
DicA	b1081//b0750//b2167//b1881//b2867//b0923//b3138//b3183//
DnaA	b2684//b0192//
EvgA	b0514//b1199//b0750//b4411//phnE_2//phnE_2//b3616//
FNR	b2379//b4480//b1127//b3645//b0244//b0447//b4435//b1702//b0864//b0590//b0345//b3469//b3608//b1566//b1485//b3978//b1783//b1784//b1702//b3830//b3136//b0237//b0854//b3672//b4670//b0216//b0856//
FadR	b1264//b3140//b1886//b2529//b1194//b3425//b0745//b3067//
FeaR	b3729//
Fis	b3271//b4160//b2600//b0953//b3494//b3392//b0152//b2750//b3941//b1884//b4481//b2687//b2819//b0475//b4355//b4129//b2406//b2607//b2967//b0796//b1946//b0511//b1131//b0338//b2062//b2938//b1072//b3501//b4129//b3923//b3458//b3457//b1798//b2737//b1487//b0590//b0957//b0674//b3190//b2787//b2469//b3027//b1713//b0598//b1967//b4369//b4100//b1613//b1826//b0654//b1945//b1102//b3744//b0345//b4086//b1080//
FlhDC	b1654//b3860//b0971//b3338//b2559//b1032//b3454//b2584//b1540//b0622//b3060//b4095//b2601//b1848//b2823//b2060//b3670//b0443//b0511//b1113//b0774//b1075//b2497//b3799//b3057//b1198//b2085//b2291//b0241//b2060//b2400//b4002//b2866//b1655//b2000//b2582//b0598//b1020//
FliZ	b2603//
