#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3393//
Ada	b0400//b4002//b1167//
AgaR	b3394//b4105//b4280//b3356//b1000//b1717//b1547//
AlaS	b1485//
AllR	b3686//b2609//b3806//b4098//b3013//b2560//b3789//b0151//b0999//
AllS	b0708//b2819//b4087//
AlsR	b3612//b3240//b0806//b4426//b1706//b3021//
ArcA	b0508//b2600//
ArgP	b2435//b2606//b2867//
ArgR	b2559//b2061//b1791//b2464//b0405//b2529//b0071//b4567//b1846//b3184//b0273//b1949//b3572//b4416//
ArsR	b0849//b1199//b1377//
AscG	b3322//
AsnC	b2559//
BasR	b0796//
BirA	b4415//b3521//b2601//b0652//b2063//
BluR	b0849//b1718//b3424//b1902//
BolA	b3794//b1164//
CRP	b1890//b1884//b3784//b1982//b0864//b3787//b3661//b1076//b1183//b3799//b0111//b0857//b2311//b0075//b4458//b3965//b1890//b3661//b1741//b2060//b4293//b2311//b1702//b0923//b2823//b3608//b4408//b2824//b1613//b1729//b0190//b3431//b2311//b2938//b1609//b4293//b0484//b3616//b4200//b2407//b3956//b0856//b0536//b3531//b2779//b0684//b4106//b3941//b2808//b1655//b3922//b1283//b3128//b3063//b3065//b0441//b0068//b2750//b2822//b4213//b4426//b3065//b4173//b1926//b0277//b4445//b1016//b4219//
CdaR	b2822//b1080//b3137//b1890//b4054//
CecR	b0190//b0403//b3188//b3271//b4415//
CpxR	b0557//b0774//b4368//b3672//b3911//b0244//b0192//b0294//b1655//b0162//b1020//efeU_2//b4279//b1537//b0732//b1111//b0192//b0731//b0405//b1377//b1409//b0995//b0924//b4085//b0794//b0338//b1791//b1706//b4213//b2152//b1634//b4104//
Cra	b2097//b0191//b4347//b0891//b0293//b1407//b0745//b0508//b2819//b0750//b2388//b1548//b0863//b2606//b3011//
CreB	b0775//
CsgD	b2310//b3060//b0668//b4106//b3240//b1400//b2895//b0622//b0273//
CueR	b0673//b3184//
CynR	b3455//b1410//b1902//b2465//
CysB	b2216//b3572//b0273//b3671//b0384//b2541//b1880//b2937//b3456//b3008//
Dan	b1537//b0507//b3773//b0971//
DhaR	b2965//b3729//b1230//b0921//
DicA	b4279//b2427//b0443//b0778//b0731//b4417//b1859//b2686//
DnaA	b1798//b2823//
EvgA	b0152//b3096//b0523//b0074//b0864//b3773//b1321//
FNR	b1201//b1410//b4369//b1379//b4484//b3494//b1322//b1183//b1443//b2312//b3521//b0384//b2605//b0392//b1265//b1914//b0890//b3494//b0507//b4042//b1609//b1948//b3608//b3671//b2937//b0670//b1713//
FadR	b0439//b2604//b1013//b4042//b0156//b4106//b0794//b2789//
FeaR	b0792//
Fis	b0392//b2414//b3977//b0338//b4104//b4506//b2537//b0854//b2895//b4202//b0921//b3977//b1407//b1568//b3938//b0698//b2822//b4408//b4280//b4242//b1327//b0890//b4522//b2542//b3063//b1729//b2559//b0999//b0565//b3786//b4522//b3966//b1486//b3183//b4129//b2601//b2310//b0512//b3699//b2372//b4116//b3063//b4024//b2290//b1814//b1762//b2147//b1810//b0108//b0156//b4522//b1729//b0775//b1074//b0653//b3021//
FlhDC	sroC//b3799//b2822//b4172//b0684//b0697//b0590//b1925//b3806//b1902//b1547//b0775//b0964//b0400//b3670//b1187//b3773//b0863//b2616//b4435//b3966//b0744//b3938//b0511//b1410//b1884//b3269//b1791//b1954//b1618//b0860//b2289//b4100//b2400//b1072//b2537//b3781//b3730//
FliZ	b3980//
Fur	b4458//b4260//b1884//b0140//b1481//b0652//b3665//b2542//b2168//b0730//b2737//b3729//b0591//b2312//b4618//b2311//b3798//b1537//b1132//b2751//b4445//b4099//b1082//b1333//
GadX	b1946//b1762//b0464//b3967//b3157//b3614//b0684//
GcvA	b1790//b4150//
H-NS	b1859//b0684//b0192//b3005//b1080//b3670//b0590//efeU_2//b1914//b0854//b0397//b0653//b4159//b2687//
HU	b0166//b1719//
HcaR	b1878//b4481//b1326//b2435//b0399//b2787//
IHF	b0441//b4092//b1946//b0378//b3502//b1377//b0536//
IlvY	b1408//b1926//
IscR	b4102//b1487//b3128//b2397//b4522//b1132//b3672//b4522//
KdpE	b3616//b1945//b2826//b3645//
LeuO	b3494//b4364//b2212//b2397//b3139//b3916//
