#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0857//
Ada	b1325//b1207//b3061//
AgaR	b2396//b2839//b4088//b0864//b0108//b0778//b0508//
AlaS	b1080//
AllR	b1203//b2404//b1729//b3061//b4088//b3957//b1704//b0447//b0622//
AllS	b2371//b0398//b1220//
AlsR	b4347//b3501//b3190//b3441//b3183//b1890//
ArcA	b3501//b0698//
ArgP	b3441//b1791//b1262//
ArgR	b1002//b0924//b0565//b4399//b2000//b3773//efeU_2//b2063//b1576//b0796//b4106//b3960//b1655//b0277//
ArsR	b3911//b1569//b0066//
AscG	b4355//
AsnC	b1429//
BasR	b4699//
BirA	b1704//b0925//b3392//b2476//b0987//
BluR	b3062//b0110//b2868//b2965//
BolA	b3013//b2348//
CRP	b2414//b1272//b0557//b0151//b1949//b4513//b2127//b1967//b0277//b2476//b4408//b4567//b1091//b0151//b4002//b3503//b0382//b2541//b2216//b2542//b0400//b0233//b3863//sroC//b0622//b0277//b0953//b0190//b3066//b4444//b0150//b0511//b3457//b0685//b0473//b4451//b2427//b3501//b3455//b1654//b0240//b0071//b1187//b0074//b1861//b3237//b3425//b0839//b1274//b3458//b2867//b0162//b3012//b3966//b0185//b2397//b0150//efeU_2//b4426//b4241//b2402//b1902//b3156//b2895//b1274//b2213//b1205//b1321//
CdaR	b1077//b0598//b0890//b3454//b1444//
CecR	b1079//b3680//b2604//b1913//b3156//
CpxR	b1411//b2965//b0346//b1194//b1537//b2558//b2058//b1485//b2866//b0995//b1322//b3813//b2609//b1982//b1288//b1706//b0377//b4673//b2060//b0755//b3958//b0792//b3190//b4085//b1641//b4326//b2540//b3469//b1203//b4270//b0744//b1728//
Cra	b1704//b1718//b2937//b4502//b1264//b1165//b0670//b3525//b3617//b2217//b1407//b1444//b2697//b0400//b1790//
CreB	b4416//
CsgD	b0536//b0049//b2509//b0795//b0296//b1229//b1860//b2839//b0672//
CueR	b2788//b2373//
CynR	b2401//b0696//b1859//b0891//
CysB	b0672//b0857//b3425//b0890//b3057//b1481//b2059//b0207//b0799//b3021//
Dan	b2938//b3095//b2374//b4203//
DhaR	b4392//b2631//b4175//b0779//
DicA	b1714//b1702//b0970//b3923//b1333//b3785//b2686//b1079//
DnaA	b0957//b1641//
EvgA	b3494//b3469//b0874//b2372//b2938//b2542//b2058//
FNR	b1654//b2171//b1410//phnE_2//b3338//b3923//b2605//b2373//b3393//b3863//b2987//b0953//b1954//b0891//b3454//b3139//b0874//b0140//b3958//b4445//b3021//b0385//b2435//b3617//b1846//b1947//b0507//
FadR	b4502//b2580//b2825//b2436//b0588//b1713//b4435//b4618//
FeaR	b1261//
