#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0698//
Ada	b3157//b4100//b4670//
AgaR	b4698//b2539//b1277//b4106//b0516//b3793//b2313//
AlaS	b2375//
AllR	b4089//b0156//b3979//b0668//b1262//b1859//b4326//b1567//b4506//
AllS	b3744//b0397//b2671//
AlsR	b1623//b3790//b0864//b0400//b3793//b4097//
ArcA	b1132//b1706//
ArgP	b3493//b0385//b0106//
ArgR	b0123//b1885//b0995//b1199//b1485//b1377//b0192//b3270//b0874//b3794//b1444//b3021//b3830//b2808//
ArsR	b1075//b2539//b4480//
AscG	b3789//
AsnC	b1167//
BasR	b2818//
BirA	b3095//b1780//b1207//b0338//b0598//
BluR	b3792//b0475//b0273//b4415//
BolA	b2559//b2540//
CRP	b1481//b0864//b0338//b0447//b0397//b1536//b2685//b1127//b2147//b1762//b0152//b0778//b1888//b0301//b1321//b1848//b0964//b3957//b0670//b4085//b0473//b3791//b2987//b0922//b1577//b3521//b1442//b2061//b4522//b0447//b0398//b1074//b2000//b1283//b0517//b1274//b0405//b0995//b4013//b4480//b4673//b3730//b2414//b0517//b1283//b1207//b0071//b3432//b2584//b2396//b2852//b3364//b1882//b3525//b2530//b3793//b2779//b4426//b0776//b1165//b2000//b0441//b2232//b1706//b4506//b0670//b4673//b2427//
CdaR	b1078//b1452//b3786//b2396//b1914//
CecR	b2606//b2375//b0674//b1252//b4415//
CpxR	b4280//b3797//b1080//b3136//b4100//b3912//b4567//b0799//b1274//b3394//b1707//b2540//b0140//b0732//b1409//b3423//b0150//b1704//b1568//b2097//b1728//b1187//b0485//b2686//b3140//b0971//b0110//b1378//b1184//b2789//b0755//b4116//
Cra	b1719//b3860//b0072//b1032//b2603//b4175//b4105//b4242//b0557//b4522//b3392//b0796//b3012//b4095//b0777//
CreB	b0293//
CsgD	b3503//b0652//b3394//b3672//b4044//b3977//b4279//b0912//b0353//
CueR	b1577//b3141//
CynR	b3049//b0049//b1728//b2464//
CysB	b2313//b3813//b2168//b3131//b2529//b0806//b4024//b2528//b0151//b3911//
Dan	b4213//b1654//b0050//b3005//
DhaR	b3063//b4116//b0964//b2788//
DicA	b4095//b0814//b4506//b1719//b3268//b3978//b2316//b4270//
DnaA	b3188//b2216//
EvgA	b0732//b2616//b1924//b0684//b0697//b0073//b3957//
FNR	b2348//b1575//b1452//b4326//b3794//b1579//b0925//b2374//b0192//b2606//b0485//b2823//b2687//b2687//b0814//b4450//b3686//b2212//b3789//b2061//b2061//b3798//b1274//b3061//b4702//b2852//b2808//
FadR	b1183//b1782//b4092//b0109//b2560//b4293//b2388//b0590//
FeaR	b1914//
Fis	b3730//b2404//b0957//b1184//b1093//b0511//b3136//b2752//b0750//b3012//b3979//b1263//b3139//b0796//b2167//b4102//b1231//b0864//b3806//b3455//b1575//b2312//b0191//b2825//b0697//b3271//b0684//b0166//b1283//b2937//b2168//b4150//b1948//b1655//b3432//b1579//b0855//b1032//b1537//b3830//b0505//b0654//b4087//b4408//b2666//b3967//b0234//b0301//b3959//b3338//b3183//b2372//b3730//b4249//b0060//b0775//
FlhDC	b2686//b3393//b4172//b3338//b3923//b1713//b0107//b2540//b3322//b1729//b4093//b1111//b3022//b1826//b3237//b3616//b0511//b4106//b1578//b0069//b3494//b0672//b3531//b0565//b0860//b3794//b4044//b1252//b1399//b3792//b0536//b1528//b3423//b3424//b0232//b3441//b3454//b0441//
FliZ	b4364//
Fur	b3793//b1409//b4106//b1913//b1877//b2698//b1618//b3012//b2509//b1926//b4219//b4705//b1183//b4445//b1205//b3617//b1252//b3356//b3798//b1882//b0150//b1924//b4242//b4219//
GadX	b0514//b1277//b0653//b3922//b0777//b1386//b0066//
GcvA	b2967//b1880//
H-NS	b0403//b0924//b1167//b1483//b3781//b2189//b2348//b3612//b1982//b1857//b0123//b2407//b1321//b4426//
HU	b4702//b2868//
HcaR	b0399//b3455//b3797//b1080//b3156//b2821//
IHF	b1814//b1075//b1130//b0536//b0557//b4408//b3156//
IlvY	b0237//b3744//
IscR	b0346//b0509//b3919//b1641//b0240//b0987//b3139//b0345//
KdpE	b1408//b2060//b0891//b1194//
LeuO	b0377//b4095//b4002//b1926//b0687//b0405//
LexA	b3792//b1409//b2372//b2752//b1020//b2818//b1890//b3785//b2752//b1081//b1609//b4242//b1890//b3027//b1410//b2607//b2063//b1164//b3455//b2614//b3607//b3671//b0687//b4406//b0073//b3049//b2699//b3156//b0340//b0589//b1781//b3186//b1948//b4698//b3521//b3012//b1264//
LrhA	b1536//
