#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0514//
Ada	b4129//b3784//b1325//
AgaR	b0892//b1287//b1702//b1888//b1707//b2171//b2779//
AlaS	b3157//
AllR	b1264//b1333//b4399//b1132//b3188//b3502//b2289//b1484//b0338//
AllS	b1205//b0995//b4150//
AlsR	b3923//b3792//b0779//b2604//b1073//b1641//
ArcA	b4618//b1132//
ArgP	b4292//b0775//b4435//
ArgR	b4705//b0774//b1566//b1706//b2061//b3241//b2685//b1080//b0405//b3798//b1083//b1165//b0698//b0244//
ArsR	b2867//b1781//b2435//
AscG	b0123//
AsnC	b1410//
BasR	b1078//
BirA	b1130//b4094//b0150//b3423//b3859//
BluR	b3268//b2616//b1075//b4175//
BolA	b0341//b3798//
CRP	b0512//b2605//b1400//b2212//b3441//b2687//b3188//b3525//b1885//b4279//b0405//b3322//b3960//b1486//b0779//b4670//b0301//b0855//b1020//b1528//b3614//b4484//b1484//b2864//b0066//b0294//b4173//b0522//b2537//b1261//b3607//b3062//b3645//b3188//b4599//b2402//b0652//b4450//b1013//b3532//b0652//b4089//b1091//b1882//b2541//b3323//b0475//b2967//b3730//b0050//b0233//b1704//b0685//b3558//b4426//b3013//b4450//b2752//b2402//b3323//b4671//b0668//b0776//b0685//b3960//b3860//b0080//b0622//
CdaR	b0060//b0216//b0796//b0589//b1877//
CecR	b0106//b1378//b4098//b1399//b4042//
CpxR	b4025//b1947//b4481//b2388//b2068//b0403//b0069//b0397//b3665//b4090//b2509//b2938//b0970//b4044//b1252//b3965//b0068//b3500//b1077//b0536//b2213//b1729//b2476//b1184//b0522//b1634//b2414//b0384//b3796//b0674//b0565//b1111//
Cra	b1718//b1781//b1810//b0792//b3670//b2938//b0071//b3268//b0405//b4417//b4106//b3608//b3013//b3494//b3184//
CreB	b2388//
CsgD	b0959//b0504//b3661//b0891//b0588//b4417//b2823//b3813//b2823//
CueR	b1325//b0925//
CynR	b1326//b0156//b3063//b1075//
CysB	b2608//b3364//b1914//b0071//b0806//b1441//b4088//b1575//b1798//b1261//
Dan	b0439//b3185//b4670//b3916//
DhaR	b1487//b0146//b1967//b1194//
DicA	b1810//b3392//b0730//b0069//b1252//b3188//b3797//b3338//
DnaA	b1200//b3980//
EvgA	b0152//b1567//b3268//b1164//b3790//b3686//b0060//
FNR	b3799//b0857//b3140//b1325//b4200//b2553//b1187//b4174//b2152//b1714//b4523//b0512//b2737//b3458//b0814//b1780//b3680//b4090//b3980//b0080//b0891//b0240//b2699//b3502//b2379//b0123//b1798//
FadR	b3616//b0779//b0925//b0049//b3066//b2788//b4458//b1810//
FeaR	b0874//
Fis	b1879//b4326//b1704//b2313//b3022//b2574//b3322//b4092//b0685//b2167//b0786//b0964//b3607//b0166//b2000//b1654//b2062//b0698//b0744//b2538//b0398//b4399//b2059//b2671//b3919//b1783//b2436//b3979//b3458//b0795//b4042//b4370//b0507//b1078//b4599//b4174//b1886//b1567//b4097//b0074//b4219//b1946//b0970//b3792//b4054//b2105//b3607//b0863//b3609//b4368//b0066//b1230//b4415//b1890//b0922//b1575//
FlhDC	b3965//b2895//b2537//b1567//b3457//b3242//b3614//b0191//b3060//efeU_2//b1409//b3394//b3787//b2427//b1902//b3609//b4502//b2895//b2528//b4411//b1949//b0777//b3061//b3957//b4100//b3501//b0341//b4219//b4705//b0486//b2537//b0774//b4025//b2609//b0400//b3011//b0732//b1113//
FliZ	b3364//
Fur	b3957//b2373//b0598//b0839//b1858//b3503//b2631//b3773//b0384//b3532//b0744//b2085//b0400//b0303//b2538//b3773//b3938//b3923//b2584//b0071//b3008//b3501//b2752//b0959//
GadX	b3139//b1780//b1949//b4241//b0475//b0666//b4116//
GcvA	b1810//b4279//
H-NS	b2685//b0516//b2821//b4415//b0377//b4368//b4279//b4025//b0557//b0346//b4411//b0145//b4175//b0855//
HU	b1860//b3138//
HcaR	b3797//b1080//b1982//b3008//b2085//b1783//
IHF	b1676//b1203//b1184//b0891//b2529//b1886//b2820//
IlvY	b3392//b2537//
IscR	b2697//b0708//b1074//b2852//sroA//b4002//b3613//b0652//
KdpE	b1004//b0793//b4406//b3013//
LeuO	b1132//b3960//b1072//b4025//b4663//b4599//
LexA	b3672//b3460//b3671//b4480//b1784//b3960//b0751//b2189//b1203//b0589//b2684//b1452//b1409//b3980//b0378//b4458//b4444//b1082//b4663//b0031//b4393//b3061//b3021//b1407//b2388//b2217//b1576//b1540//b0216//b3095//b0536//b1164//b3156//b0240//b0536//b0864//b1076//
LrhA	b3454//
Lrp	b0849//b4599//b1430//b1079//b2289//b1113//b0189//b4105//b1949//b1848//b2289//b2631//b4129//b1091//
LysR	b1434//
MalT	b4173//
MarA	b3959//b3242//
MatA	b2127//b0517//
McbR	b1782//
MetJ	b1613//b4203//b1127//b2630//b2509//
MlrA	b0731//b2751//b4096//b4355//b3830//
MngR	b3500//b3729//b2751//
MntR	b0392//b4085//
MprA	b1283//b3608//b1166//
MqsA	b4254//b2825//
MurR	b3813//
Nac	b4415//b3959//b2464//b2671//b4099//
NadR	b1091//b4093//b1914//
NagC	b0512//b1857//b4293//b3006//b3432//
NanR	b3785//b1264//
NimR	b0399//b0598//
NsrR	b0075//b0403//b0959//b0891//b3186//b0775//b1074//b2085//b2866//b4241//b3798//b1303//b2824//b1713//b2312//b3960//b1327//b0439//b2938//b1131//b3455//b1608//b0654//b4092//b0162//b2402//b1567//b2852//b1798//b2216//
NtrC	b3157//b3744//b3128//b3183//b3967//b1613//b2212//b1080//b1882//b3558//b4102//b2580//b3958//b2528//b1430//b2291//b0793//
OmpR	b3784//b3977//b2289//b3791//
OxyR	b2630//b0339//b0296//b2938//b0145//b0151//b4506//b3049//b0598//
PaaX	b4024//b0688//
PepA	b4670//
PgrR	b1484//b2059//b1883//b3241//b3184//b1579//b0854//
PhoB	b0049//b3613//b0403//b3558//b4292//b2557//b1567//b4671//b1488//b2153//b1032//b3916//b0666//b2665//b3786//b2686//b1484//b3547//b3131//b3243//b4506//b0839//b4525//b0912//b3188//b1879//b1762//b1277//b2152//b2348//b2311//
PhoP	yegZ//b2217//b2559//b1826//b0240//b4506//b0953//b0730//b3911//b3243//b3977//b2060//sroA//b3006//b3614//b1274//
PspF	b3502//
PurR	b1950//b4159//b2630//b2503//b4522//b3967//b4415//b0123//b3066//b0050//b4426//b1443//b1780//
RbsR	b0156//
RcdA	b3699//b0192//b3454//
RclR	b1886//b3022//b0855//
RcnR	b1575//
RcsAB	b1260//b1484//b2469//b4025//b4160//
RcsB	b0341//b4201//b1902//b3011//
RcsB-BglJ	b2686//b1798//b2630//b1944//b1944//b1167//b3096//b3394//b2085//b3859//b2821//
Rob	b3022//
RutR	b1608//
SdiA	b1013//
SgrR	phnE_2//b4408//b4445//b1717//b1326//b3797//
SoxS	b2372//b4175//b0953//b0925//b0864//b1567//
SutR	b4567//b0652//
TorR	b0378//
TrpR	b3941//b1623//b2316//b0588//b1080//b2216//b3774//b3269//
TyrR	b4172//b2789//b4293//
UidR	b2372//
UvrY	b1265//b2607//
XapR	b1950//b4024//
YdeO	b3494//b4502//
YjjQ	b1714//b0696//b2063//b4347//b4099//b1411//b0031//
YpdB	b1184//
YqhC	b1886//b1184//
ZntR	b0925//
ZraR	b1719//
Zur	b2068//b3794//b1183//b0338//b3774//
