#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2348//
Ada	b3923//b1274//b4293//
AgaR	b1890//b3393//b1409//b3661//b1609//b0517//b0293//
AlaS	b3060//
AllR	b0921//b3500//b4013//b4260//b1288//b2824//b1229//b2289//b4202//
AllS	b1321//b4397//b3923//
AlsR	b0731//b4417//b0864//b1578//b0672//b4484//
ArcA	b4095//b2609//
ArgP	b2105//b2062//b3680//
ArgR	b0862//b0192//b1810//b1164//b3793//b4201//b1004//b3607//b3730//b1261//b3967//b0447//b1536//b0486//
ArsR	b0191//cpxQ//b3980//
AscG	b3184//
AsnC	b2895//
BasR	b4219//
BirA	b1713//b1613//b4618//b3322//b0484//
BluR	b3785//b2435//b1111//b3061//
BolA	b1272//b3532//
CRP	b4260//b1272//b1861//b2779//b1102//b2291//b0244//b1111//b0591//b2290//b0743//b0964//b1536//b1277//b0730//b0383//b1902//b1130//b1165//b4085//b4159//b1184//b2779//b2697//b3008//b2213//b4013//b1567//b0231//b1164//b1102//b2601//b1569//b0732//b4513//b0514//b3240//b2601//b2666//b1231//b1889//b0075//b2000//b3558//b2217//b0341//b0730//b2371//b0806//b2699//b0751//b3791//b4480//b1547//b0385//b4411//b2558//b4175//b3916//b2465//b0655//b0841//b2665//b3157//b3136//b1728//b0890//b3911//
CdaR	b3424//b3957//b0109//b1618//b1718//
CecR	b3469//b2436//b2105//b3323//b3957//
CpxR	b0971//b3454//b0031//b2584//b1410//b2374//b1113//b4392//b3061//b2167//b4094//b2584//b2671//b3138//b1704//b4241//b3967//b4435//b4450//b1537//b1410//b3494//b2388//b0191//b0192//b2189//b1741//b1949//b2987//b4670//b4024//b2217//
Cra	b3864//b1885//b1567//b2868//b3686//b3128//b1444//b4213//b2541//b3645//b4175//b4175//b2530//b3791//b3661//
CreB	b2822//
CsgD	b1093//b0151//b4671//b3469//b0031//b1702//b1860//b1183//b0793//
CueR	b2530//b2820//
CynR	b1386//b1072//b0953//b3431//
CysB	b3242//b2737//b3013//b1569//b0687//b2404//b2232//b4408//b1782//b3392//
Dan	b0622//b2404//b0779//b4099//
DhaR	b0153//b1163//b3671//b0688//
DicA	b0688//b1092//b2967//b1810//b0074//b1303//b1548//b2819//
DnaA	b0339//b2808//
EvgA	b3786//b0957//b2403//b2146//b1569//b0111//b1322//
FNR	b0185//b2403//b3806//b0303//b3789//b2312//b1566//b3011//b0779//b2597//b0515//b0162//b4702//b0792//b3269//b1082//b4398//b0398//b4406//b1260//b1880//b1781//b1076//b3612//b0073//b1203//b2559//
FadR	b0301//b1889//b3006//b2614//b2530//b3730//b0392//b0806//
FeaR	b2465//
Fis	b2687//b1784//b3941//b3156//b0862//b4435//b3665//b3067//b4435//b1326//b1483//b2608//b3457//b1198//b2374//b0604//b3911//b1078//phnE_2//b3393//b2068//b4254//b3977//b2822//b4106//b0666//b1741//b1949//b0353//b1567//b2061//b2607//b2397//b1082//b3978//b0486//b4102//b1452//b2825//b2630//b4444//b0234//b4044//b0190//b3960//b3066//b4150//b1072//b1944//b0995//b3525//b1075//b1546//b1252//b4104//b3141//
FlhDC	b2216//b2476//b3796//b2469//b2379//b1889//b1407//b0995//b3572//b3531//b4670//b1576//b2402//b0652//b2605//b3457//b1719//b0970//b3979//b3338//b3469//b2559//b4355//b3424//b4370//b0755//b4090//b1333//b0698//b4702//b4397//b1093//b2498//b0123//b4116//b0912//b2169//b0405//
FliZ	b0399//
Fur	b3067//b3027//b0856//b0795//b2867//b2316//b1889//b0400//b3744//b3061//b1378//b0140//b3012//b2825//b2822//b2217//b1183//b2403//b2372//b0684//b0604//b0806//b1613//b0166//
GadX	b3798//b1205//b0069//b0854//b4089//b2751//b3670//
GcvA	b2313//b4663//
H-NS	b4599//b3183//b1201//b2068//b2539//b1791//b1091//b4044//b0776//b3967//b0517//b2686//b0590//b1857//
HU	b4104//b2987//
HcaR	b4201//b0856//b3787//b4279//b1032//b1924//
IHF	b1131//b0953//b1013//b2631//b3977//b1000//b1032//
IlvY	b0854//b3012//
IscR	b1399//b1913//b2153//b0108//b1945//b1781//b2213//b0439//
KdpE	b2167//b0674//b0921//b2509//
LeuO	b0508//b0189//b3645//b0109//efeU_2//b3012//
LexA	b1198//b0072//b2529//b3919//b4369//b1400//b2787//b0475//b3457//b0959//b0505//b0111//b1441//b2313//b1944//b4699//b0673//b3670//b4095//b1950//b4368//b0050//b0921//b0066//b1487//b1528//b1322//b2097//b2000//b0508//b1882//b3392//b2606//b0464//b3525//b1949//b0108//
LrhA	b0382//
Lrp	b4293//b0152//b4094//b4673//b3423//b2868//b0874//b3958//b2608//b2825//b0509//b3392//b1719//b1326//
LysR	b2146//
MalT	b0231//
MarA	b3813//b2397//
MatA	b3699//b1655//
McbR	b3460//
MetJ	b3241//b4347//b3458//b4426//b0588//
MlrA	b0505//b1780//b2060//b0652//b4088//
MngR	b0508//b3501//b4280//
MntR	b1166//b4364//
MprA	b2601//b1826//b0241//
MqsA	b0140//b2063//
MurR	b0654//
Nac	b3021//b3798//b0745//b0192//b1184//
NadR	b0849//b0517//b0475//
NagC	b0049//b1947//b3790//b4417//b3790//
NanR	b0774//b3613//
NimR	b2820//b3613//
NsrR	b1020//b4445//b2167//b3671//b2560//b2752//b4484//b1207//b0484//b1946//b3813//b0857//b1704//b4506//b2597//b0392//b2698//b4369//b3322//b0244//b2372//b4173//b2737//b3458//b0507//b3686//b4702//b4260//b4435//b1762//
NtrC	b2374//b4172//b4101//b3460//b0345//b0590//b1408//b4242//b0340//b4174//b1949//b2787//b0774//b2404//b3607//b2938//b2212//
OmpR	b2396//b1444//b2606//b0486//
OxyR	b1430//b3791//b1003//b0484//b1263//b3013//b0863//b4369//b1719//
PaaX	b2665//b4175//
PepA	b1883//
PgrR	b4293//b2684//b0392//b3922//b3919//b3323//b3456//
PhoB	b4368//b1924//b2105//b2313//b0912//b1075//b0150//b0751//b1707//b4254//b0999//b3157//b0151//b0755//b0049//b3744//b3190//b1575//b2290//b3500//b3060//b1676//b0123//b2893//b3558//b4280//b1207//b1741//b1272//b1003//b0338//
PhoP	b0051//b3670//phnE_2//b4280//b3670//b2751//b2864//b4159//b3243//b2609//b4445//b1303//cpxQ//b2609//b0398//b4044//
PspF	b0923//
PurR	b0140//b4203//b1859//b2529//b4087//b2787//b0750//b3792//b1982//b3976//b2497//b4502//b3364//
RbsR	b3645//
RcdA	b3922//b4416//b3792//
RclR	b2938//b3067//b2000//
RcnR	b4098//
RcsAB	b0377//b0857//b1263//b2167//b0293//
RcsB	b4172//b4567//b3919//b0664//
RcsB-BglJ	b2414//b3786//b1728//b1002//b0066//b0892//b4513//b4426//b4355//b1967//b0536//
Rob	b0156//
RutR	b2397//
SdiA	b0240//
SgrR	b3786//b4279//b3455//b1411//b1441//b3185//
SoxS	b1163//b2866//b2864//b0485//b4417//b0793//
SutR	b3919//b1452//
TorR	b4044//
TrpR	b3785//b2820//b3966//b3269//b1729//b1091//b1881//b2530//
TyrR	b1846//b1072//b0604//
UidR	b0590//
UvrY	b3923//b1194//
XapR	b3670//b0068//
YdeO	b2601//b3773//
YjjQ	b0240//b2465//b3061//b1220//b1618//b1889//b2605//
YpdB	b0156//
YqhC	b1641//b3789//
ZntR	b2818//
ZraR	b2406//
Zur	b4134//b0340//b1946//b2498//b1091//
