#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3791//
Ada	b0588//b1321//b0150//
AgaR	b3786//b3788//b0776//b0068//b3976//b2600//b4347//
AlaS	b0841//
AllR	b0447//b2085//b3012//b1878//b0383//b0140//b0244//b1073//b0557//
AllS	b2584//b2400//b2372//
AlsR	b0557//b3793//b4241//b0294//b3794//b2868//
ArcA	b2671//b0151//
ArgP	b3688//b2779//b1077//
ArgR	b0486//b1265//b1729//b2608//b1702//b0523//b1483//b1203//b1013//b0341//b1741//b4089//b0779//b2582//
ArsR	b2058//b1321//b0244//
AscG	b3980//
AsnC	b3912//
BasR	b1260//
BirA	b3140//b3423//b3958//b1706//b0341//
BluR	b2582//b1167//b1013//b0166//
BolA	b1859//b1077//
CRP	b2000//b1609//b2818//b3060//b4089//b3460//b4444//b2616//b1859//b3958//b2608//b1113//b1386//b0779//b0383//b0353//b2737//b1548//b0688//b4364//b2402//b0110//b0403//b2528//b2060//b0301//b3922//b2895//b1484//b3494//b0670//b3916//b2671//b1327//b3469//b2666//b3979//b1231//b3960//b2402//b4043//b3095//b1882//b2665//b3781//b0049//b0891//b2167//b4502//b2371//b1878//b1945//b1914//b1409//b1623//b0688//b0622//b3065//b0922//b0995//b1547//b3454//b0378//b1444//b3501//b3671//b0857//b1277//
CdaR	b1165//b0745//b1914//b1881//b4401//
CecR	b4002//b0839//b1004//b0806//b2388//
CpxR	b1883//b4025//b3781//b2427//b1452//b0110//b1274//b4618//b2630//b3672//b0854//b1220//b2373//b2752//b1130//b1325//b4399//b4480//b3057//b2788//b1262//b4293//b0653//b3916//b1676//b2987//b3241//b3830//b3525//b2310//b2290//b3730//
Cra	b3786//b2216//b0384//b3617//b0591//b1220//b1091//b0891//b1718//b2105//b2371//b3021//b0890//b1081//b3501//
CreB	b2541//
CsgD	b3022//b4398//b3531//b1260//b1205//b4567//b2217//b1487//b3242//
CueR	b0987//b3797//
CynR	b0687//b1784//b2560//b0353//
CysB	b1080//b1954//b4326//b4134//b2537//b0864//b2310//b4002//b1576//b3008//
Dan	b1949//b3791//b2967//b1200//
DhaR	b3049//b1452//b0507//b2614//
DicA	b2820//b0233//b3271//b1885//b3186//b1274//b2609//b1002//
DnaA	b3156//b2371//
EvgA	b3531//b2824//b3185//b3186//b3609//b3572//b1333//
FNR	b2609//b2404//b1399//b1072//b4401//b2574//b0516//b2373//b0565//b2400//b0384//b0855//b1386//b3501//b1791//b0923//b3460//b0778//b0775//b2403//b1004//b3157//b1655//b1947//b2403//b4411//b0776//
FadR	b0052//b2607//b3431//b3976//b0697//b0485//b0072//b2289//
FeaR	b0050//
Fis	b0341//b4369//b0841//b2503//b1914//b2147//b4705//b2538//b1713//b3184//b3013//b0485//b2808//b2371//b2787//b0399//b3525//b1430//b0192//b3269//b4116//b0708//b0921//b1857//b3394//b1879//b2169//b2666//b2539//b1914//b3730//b4513//b1486//b4270//b3457//b3911//b0071//b1762//b3423//b1200//b2147//b0890//b0799//b0590//b1077//b0999//b0069//b1485//sroA//b1954//b4502//b0750//b1623//b4450//b1741//b0049//
FlhDC	b0109//b2000//b3912//b1441//b1003//b3454//b4089//b0732//b3128//phnE_2//b1303//b1078//b4213//b1880//b1879//b0987//b1944//b3271//b4024//b1790//b4160//b1798//b0080//b1386//b4525//b4159//b2574//b3460//b3493//b0190//b0111//b0684//b1702//b1483//b1762//b1783//b4013//b1072//
FliZ	b1277//
Fur	b0385//sroA//b2291//b2000//b0622//b3521//b2291//b4085//b0146//b1429//b4202//b1676//b2808//b2868//b0857//b1950//b4399//b3670//b1702//b2000//b1713//b0778//b3547//b1634//
GadX	b1889//b3441//b3806//b4099//b4513//b1322//b1200//
GcvA	b2631//b0652//
H-NS	b1762//b2557//b1004//b3460//b0353//b3572//b4270//b0731//b0507//b1655//b1386//b1879//b0216//b1944//
HU	b4097//b4025//
HcaR	b3501//b3959//b2498//b2558//b1434//b4292//
IHF	b3338//b0890//b1568//b1032//b0794//b1131//b4099//
IlvY	b2938//b1434//
IscR	b0854//b0191//b4280//b2127//b1717//b2671//b1020//b3431//
KdpE	b4213//b4401//b0860//b0854//
LeuO	b2213//b1882//b1967//b0959//b4100//b4094//
LexA	b4481//b4671//b3613//b1131//b3941//b2068//b1287//b1410//b1166//b3128//b0080//b1287//b2867//b3240//b4002//b1130//b1016//b1075//b1016//b1440//b2529//b1132//b2558//b4002//b1706//b0385//b1220//b1706//b2574//b0672//b2697//b3958//b0080//b1859//b0073//b2503//b0970//
LrhA	b1569//
Lrp	b3096//b3612//b1888//b3049//b0874//b0854//b2750//b0665//b3096//b3503//b0786//b0162//b1322//b4417//
LysR	b4249//
MalT	b0557//
MarA	b4401//b0123//
MatA	b2062//b3788//
McbR	b3688//
MetJ	b2698//b1288//b1613//b4249//b1020//
MlrA	b1231//b0484//b1859//b1409//b1925//
MngR	b0841//b2604//b1762//
MntR	b2789//b4398//
MprA	b1252//b4172//b0854//
MqsA	b0857//b1718//
MurR	b0339//
Nac	b1081//b1326//b4099//b4435//b1079//
