#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1577//
Ada	b2061//b0654//b2614//
AgaR	b1080//b3959//b3978//b1706//b2686//b4254//b4368//
AlaS	b0708//
AllR	b4159//b1877//b1877//b3864//b4092//b4241//b2614//b2388//b1078//
AllS	b2407//b0779//b1083//
AlsR	b0397//b0304//b1536//b3062//b3183//b4088//
ArcA	b4280//b2427//
ArgP	b4702//b0067//b0152//
ArgR	b0970//b3458//b4159//b1083//b0353//b2059//b0674//b0688//b3501//b3958//b1791//b1016//b3521//b3066//
ArsR	b3956//b0776//b3572//
AscG	b2085//
AsnC	b3794//
BasR	b1444//
BirA	b4092//b3797//b1883//b2498//b0964//
BluR	b4481//b0156//b3773//b1782//
BolA	b4392//b2059//
CRP	b1902//b0508//b3521//b2061//b1408//b0106//b2147//b2530//b0923//b4098//b3460//b1488//b1609//b1326//b0109//b3957//b0277//b0190//b3688//b0403//b2530//b2539//b1164//b3240//b4099//b3730//b4411//b1954//b1702//b0672//b3392//b3959//b0140//b0505//b4025//b4054//b1130//b1277//b2406//b3006//b1113//b0786//b2538//b3458//b1914//b2060//b4106//b1926//b0508//b0751//b1860//b1487//b3141//b1092//b1377//b1676//b3547//b0050//b1441//b1078//b2085//b4445//b1081//b0353//b1075//b3157//b3521//b1878//
CdaR	b0192//b2616//b0216//b2397//b2866//
CecR	b4699//b3027//b1702//b1877//b0806//
CpxR	b0301//b4090//b1288//b0793//b0777//b0191//b0240//b2406//b4522//b0688//b1782//b2127//b2289//b3240//b2310//b2867//b2537//b1488//b4092//b3922//b0999//b3188//b0685//b3792//b2216//b0959//b0999//b0924//b1077//b3131//b0346//b2630//
Cra	b3965//b1386//b2189//b3860//b4172//b3911//b1132//b4426//b3791//b1878//b3645//b1400//b0392//b2553//b0856//
CreB	b0730//
CsgD	b3460//b0591//b3938//efeU_2//b1879//b0031//b2967//b1201//b1536//
CueR	b2371//b4293//
CynR	b3057//b4254//b4013//b0484//
