#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1578//
Ada	b0861//b2059//b4159//
AgaR	b0912//b0589//b3431//b0383//b1717//b1704//b0557//
AlaS	b0655//
AllR	b0668//b3860//b0190//b4201//b1187//b2895//b0591//b1443//b4392//
AllS	b1954//b1113//b2127//
AlsR	b0814//b4567//b2169//b0891//b2537//b0806//
ArcA	phnE_2//b4104//
ArgP	b3978//b1967//b1410//
ArgR	b1013//b2097//b3790//b3185//b3680//b1717//b3237//b2529//b3138//b1165//b1080//b0923//b2464//b1888//
ArsR	b0970//b1859//b4129//
AscG	b1002//
AsnC	b2609//
BasR	b3502//
BirA	b0383//b3157//b1325//b1877//b2584//
BluR	b2750//b4219//b1002//b1576//
BolA	b3830//b0857//
CRP	phnE_2//b3500//b0074//b0185//b1205//b1411//b1879//b2687//b2061//b4116//b1077//b0066//b0074//b3607//b1229//b3356//b3965//b1166//b4411//b4484//b1547//b0953//b1074//b4100//b2530//b2539//b3469//b1183//sroC//b2059//b1902//b4202//b0557//b1441//b3916//b2097//b0786//b4408//b3547//b3021//b4094//b2687//b0953//b2211//b2937//b2737//b2559//b2403//b4100//b3005//b0841//b3911//b1198//b3959//b0589//b2895//b0049//b4326//b2600//b3060//b3062//b2127//b2503//b0345//b0795//b1860//b2503//b2312//
CdaR	b4102//b1386//b1429//b0277//b2152//
CecR	b1486//b0999//b1547//b1880//b3008//
CpxR	b1263//b2105//b4326//b0486//b4174//b1277//b4088//b3967//b2539//b2582//b1707//b2557//b0536//b3787//b2852//b0653//b1967//b2820//b2063//b2937//b0074//b2542//b0745//b1762//b2825//b4370//b4426//b0464//b3686//b0799//b2313//b0345//
Cra	b1429//b3665//b0516//b0953//b0339//b4086//b0049//b2127//b0796//b2146//b0672//b2061//b4094//b3136//b3021//
CreB	b1443//
CsgD	b3013//b1576//b4398//b1848//b2822//b2698//b3572//b1379//b3744//
CueR	b1481//b2603//
CynR	b4085//b4100//b2542//b3240//
CysB	b2603//b1926//b2665//b1013//b0341//b1546//b3013//b3919//b0507//b0051//
Dan	b1641//b4399//b2402//b3531//
DhaR	b3062//b2614//b1577//b1926//
DicA	b4104//b0598//b1578//b0050//b3965//b3063//b4443//b2553//
DnaA	b0241//b4513//
EvgA	b0688//b3269//b3393//b3558//b1954//b3128//b0854//
FNR	b0779//b0191//b0185//b1676//b1944//b4458//b2062//b2825//b1729//b0303//b3798//b2168//b1926//b2402//b4254//b3268//b1229//b1198//b1231//b1569//phnE_2//b3393//b1199//b1924//b0697//phnE_2//b0382//
FadR	b0234//b2063//b4172//b2169//b1411//b3786//b0140//b0447//
FeaR	b0776//
Fis	b4445//b2751//b3976//b4085//b0189//b0622//b0890//b3500//b3243//b3792//b0666//b1076//b1781//b0504//b2607//b4355//b1634//b1885//b2580//b1481//b3458//b0522//b1074//b0670//b0861//b0778//b1274//b2601//b0795//b3609//b3060//b0655//b0778//b3013//b0507//b1092//b0383//b3967//b3268//b1780//b2217//b1877//b0673//b3547//b3060//b4326//b2606//b3423//b1948//b1277//b1386//b4484//b0508//b4408//b1889//b4043//
FlhDC	b3454//b0123//b0303//b0277//b0441//b4370//b3977//b3792//b2607//b0806//b1954//b2530//b4042//b0069//b1113//b0604//b4200//b0075//b3532//b1264//b2402//b2312//b0293//b2665//b0792//cpxQ//b1013//b1102//b2469//b0508//b4054//b0687//b2788//b4201//b0862//b1944//b4095//b0150//
FliZ	b3185//
