#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0475//
Ada	b1077//b1486//b1132//
AgaR	b0891//b3863//b2789//b0110//b0622//b1399//b0191//
AlaS	b0189//
AllR	b1945//b1400//b0999//b2406//b1945//b4116//b0185//b3460//b3672//
AllS	b1165//b2373//b2464//
AlsR	b0655//b0731//b3503//b2189//b0191//b2825//
ArcA	b0778//b4663//
ArgP	b1885//b0670//b1967//
ArgR	b3138//b0403//b0776//b1231//b2469//b4175//b0385//b3269//b1230//b3645//b1846//b3699//b4445//b2541//
ArsR	b0237//b0862//b3787//
AscG	b1013//
AsnC	b2530//
BasR	b3136//
BirA	b3859//b3774//b1132//b3616//b0052//
BluR	b1762//b3431//b2665//b0793//
BolA	b1848//b0340//
CRP	b0536//b1016//b3425//b1002//b2105//b2558//b4242//b1303//b4663//b1484//b4406//b2213//b3156//b0473//b0622//b3188//b4095//b1702//b0778//b1265//b1303//b3012//b4451//b0891//b3680//b0696//b1889//b3502//b1881//b0775//b4417//b1287//b4098//b3788//b2582//b0795//b2313//b0652//b2435//b4663//b1567//b0151//b0750//b2531//b2063//b4241//b2580//b0775//b2808//b1004//b3062//b2866//b4411//b1655//b0953//b1608//b1945//b3672//b3798//b4116//b3062//b4670//b0111//b2601//b3607//b3185//b3670//b2697//
CdaR	b1199//b0685//b4481//b1092//b0340//
CecR	b2435//b1925//b4173//b0515//b0698//
CpxR	b2375//b3184//b4002//b1187//b0439//b3670//b2400//b1003//b1377//b0398//b2497//b4416//b2406//b2060//b0296//b3744//b1164//b2868//b2789//b3863//b2373//b1888//b3128//b2371//b4254//b3941//yegZ//b1926//b4279//b2211//b1263//b1566//
Cra	b1719//b1183//b1079//b2058//b0234//b2060//b2147//b3441//b2476//b4699//b3979//b3062//b1081//b0107//b0697//
CreB	b3967//
CsgD	b0732//b1378//b2822//b0755//b0536//b2509//b1878//b3785//b2666//
CueR	b1443//b1982//
CynR	b2529//b4663//b4099//b4242//
CysB	b3670//b1729//b1003//b4445//b4219//b0060//b1618//b4094//b3789//b0744//
