#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b4093//
Ada	b4369//b2169//b0441//
AgaR	b0146//b2379//b0080//b2603//b1798//b0923//b1926//
AlaS	b1131//
AllR	b3958//b3531//b1884//b3958//b0557//b2787//b3911//b1913//b3139//
AllS	b1130//b0207//b4445//
AlsR	b3781//b3469//b4506//b4392//b0777//b1325//
ArcA	b1194//b3431//
ArgP	b3572//b4024//b4522//
ArgR	b3672//b1826//b4094//b2531//b2313//b4093//b0516//b3912//b1859//b2498//b0730//b0892//b1780//b3791//
ArsR	b1004//b4398//b1002//
AscG	b2553//
AsnC	b3141//
BasR	b0051//
BirA	b0514//b2541//b2630//b3455//b2607//
BluR	b0923//b3967//b4129//b3787//
BolA	b1487//b1091//
CRP	b3128//b3268//b1440//b2497//b0953//b2171//b0777//b4444//b3612//b1074//b0383//b1741//b0655//b1260//b0111//b2671//b1791//b2379//b0622//b1229//b2290//b1485//b0796//b4099//b2312//b1886//b3501//b3271//b2852//b0589//b3521//b1613//b1880//b0921//b0794//b3521//b0794//b1264//b2310//b3241//b0890//b1846//b2374//b1714//b2819//b0403//b0145//b3049//b3923//b0745//b4567//b2372//b2537//b3364//b0653//b0237//b2216//b1728//b1728//b4174//b0511//b3521//b0378//b2808//b1878//b1184//b4293//b1719//
CdaR	b2401//b1729//b2127//b1287//b1857//
CecR	b0240//b1886//b2403//b1264//b3786//
CpxR	b1409//b3241//b4254//b1924//b2895//b2127//b2397//b3425//b0598//b2152//b2531//b3957//b1327//b3183//b4219//b1861//b4347//b1547//b0512//b0475//b0237//b0110//b0743//b3096//b1784//b1578//b3395//b2312//b1488//b3065//b1860//b4044//
Cra	b4200//b2316//b1704//b2388//b3616//b3613//b0513//b4705//b0731//b3572//b1885//b4525//b1902//b1741//b1452//
CreB	b2895//
CsgD	b2574//b3494//b0512//b4293//b3323//b0505//b0743//b0598//b4445//
CueR	b2580//b3521//
CynR	b1547//b4364//b0922//b2893//
CysB	b1229//b1925//b0071//b3786//b3547//b1484//b2404//b1578//b3608//b4100//
Dan	b2063//b0774//b0504//b0604//
DhaR	b2558//b4393//b0405//b3006//
DicA	b4673//b0891//b3545//b1618//b1780//b2503//b3671//b3670//
DnaA	b3364//b2435//
EvgA	b1274//b3131//b0441//b0441//b4096//b1444//b4406//
FNR	b0111//b2404//b1303//b4172//b0486//b2289//b3545//b1400//b1265//b2127//b2127//b0536//b4090//b0598//b1230//b1762//b0839//b1003//b2560//b0622//b2752//b1127//b0145//b0655//b4279//b1434//b0509//
FadR	b4044//b1848//b1618//b3156//b3617//b3789//b1718//b1676//
FeaR	b0447//
Fis	b2819//b3338//b3979//b4458//b2529//b2686//b0162//b3613//b2631//b0505//b3661//b1274//b0861//b1547//b2217//b4364//b0240//b4525//b4481//b1230//b3392//b0755//b3977//b0384//b2289//b3392//b3798//b1201//b1613//b2436//b0339//b2537//b0384//b4013//b1567//b3616//b3190//b2965//b2212//b1762//b1262//b0341//b1858//b3912//b0153//b3521//b0485//b2476//b0855//b1982//b1782//b3268//b1377//b1326//b2541//b1791//
FlhDC	b1613//b4094//b0244//b2557//b3006//b2435//b0151//b2529//b4134//b4673//b0443//b0673//b0273//b0744//b0384//b2217//b4242//b1950//b3671//sroC//b1131//b0443//b2189//b3138//b4100//b1954//b3661//b1443//b4093//b0668//b3062//b4102//b2826//b1890//b0385//b0776//b2789//b3138//
FliZ	b4087//
Fur	b0745//b1333//b4399//b2530//b0073//b2630//b1229//b0071//b0301//b4097//b3958//b1093//b4089//b0672//b0668//b2937//b1231//b1925//b1130//b1484//b3186//b0107//b0139//b0957//
GadX	b3813//b0622//b3454//b0511//b1199//b3796//b0231//
GcvA	b2097//b1655//
H-NS	b1082//b1729//b3864//b4090//b2469//b1781//b0049//b0604//b1262//b0751//b4160//b1791//b2895//b2400//
HU	b1203//b3186//
HcaR	b4481//b0384//b0341//b1634//b0185//b0383//
IHF	b0857//b4443//b2751//b1322//b1487//b0511//b0237//
IlvY	b0792//b2868//
IscR	b4408//b3137//b1485//b1707//b0653//b2826//b1200//b0151//
KdpE	b0385//b2147//b3021//b0109//
LeuO	b4480//b2068//b1881//b0377//b4213//b2171//
LexA	b0473//b4025//b1881//b3787//b3607//b0864//b0152//b4104//b2868//b0795//b1487//b3021//b2605//b2779//b1567//b4095//b0604//b0067//b3744//b0995//b3863//b0793//b3967//b3501//b3785//b4172//b1857//b0841//b2808//b1082//b2168//b0598//b2600//b2751//b4698//b1654//b3525//
LrhA	b0399//
Lrp	b3967//b3966//b4705//b4347//b2808//b3393//b1576//b0340//b4160//b2685//b4025//b4670//b0921//b1885//
LysR	b0806//
MalT	b4087//
MarA	b3237//b4347//
MatA	b0923//b1488//
McbR	b1780//
MetJ	efeU_2//b1399//b0109//b2779//b3431//
MlrA	b1287//b2822//b3338//b1263//b3008//
MngR	b3609//b2542//b1203//
MntR	b2313//b2685//
MprA	b4094//b4213//b3792//
MqsA	b3729//b1016//
MurR	b0060//
Nac	b0774//b1858//b2400//b1230//b2574//
NadR	b0156//b4480//b0814//
NagC	b1326//b3455//b4270//b2375//b3616//
NanR	b3240//b1950//
NimR	b0398//b2937//
NsrR	sroA//b2097//b3241//b0514//b0514//b2752//b1858//b3813//b2606//b0863//b2895//b3060//b2965//b3136//b1326//b2435//b0439//b0340//b1379//b1718//b1231//b4506//b2529//b0924//b0341//b3441//b1540//b1713//b3432//b3784//
NtrC	b1409//b0385//b1127//b2685//b1568//b3967//b4523//b0591//b4219//b0744//b0668//b3912//b1166//b1577//b1326//b2168//b2788//
OmpR	b4202//b0589//b2967//b2189//
OxyR	b3460//b0672//b1548//b4094//b1260//b1877//b1078//b2097//b0080//
PaaX	b1484//b1826//
PepA	b4249//
PgrR	b2788//b4355//b1982//b0666//b4279//b0959//b0793//
PhoB	b0145//b3243//b1163//b3730//b2687//b0924//b2788//b1113//b2779//b2373//b0814//b1879//b4101//b0240//b4106//b2893//b2427//b4599//b3013//b4398//b3338//b2687//b0959//b0108//b3670//b3027//b3454//b4202//b3501//b4484//b3785//
