#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2665//
Ada	b0862//b2609//b0856//
AgaR	b1634//b3616//b0799//b1407//b4411//b1954//b3095//
AlaS	b1002//
AllR	b3960//b0755//b1861//b1111//b2316//b4513//b2537//b4102//b2289//
AllS	b1203//b4326//b2893//
AlsR	b1577//b0110//b0589//b3665//b1576//b2062//
ArcA	b0786//b3186//
ArgP	b1379//b1229//b1548//
ArgR	b0874//b1079//b0598//b2529//cpxQ//b4102//b1949//b1194//b0750//b3978//b0145//b1199//b3454//b1488//
ArsR	b3798//b3911//b0697//
AscG	b1263//
AsnC	b2146//
BasR	b0890//
BirA	b1946//b1676//b1486//b0207//b2605//
BluR	b3012//b0863//b4042//b0687//
BolA	b1032//b2671//
CRP	b0652//b3060//b1575//b2375//b4270//b4525//b0509//b2607//b2819//b2558//b0745//b1783//b0066//b2379//b0652//b0439//b4416//b2060//b0517//b1826//b4150//b1198//b0856//b2348//b1577//b0744//b1569//b0849//b4100//b2406//b4087//b3241//b1400//b3188//b0751//b0507//b0855//b3980//b4104//b0664//b3423//b3021//b0857//b4364//b2469//b2465//b0508//b3356//b2826//b1718//b4618//b3268//b2574//b1609//b2864//b4090//b4106//b1707//b4242//b0795//b4450//b2558//b0750//b1702//b2404//b0921//b1002//b0234//
CdaR	b1741//b1072//b2605//b1272//b3271//
CecR	b1859//b2232//b0751//b3500//b2557//
CpxR	b0590//b0774//b1780//b3959//b1676//b3787//b2189//b4104//b0731//b1791//b2436//b1926//b2752//b1860//b0523//b1881//b4397//b2530//b4093//b0589//b3157//b0514//b1888//b0162//b4044//b0231//b2061//b2503//b0839//b1409//b1013//b4411//
Cra	b4411//b0107//b4523//b2060//b3066//b2600//b4364//b2584//b2666//b4398//b1567//b1547//b2371//b2059//b0604//
CreB	b1411//
CsgD	b1548//b3670//b0730//b2631//b1078//b0922//b1608//b4368//b0688//
CueR	b3458//b0385//
CynR	b1609//b4101//b2153//b2146//
CysB	b1252//b2406//b0697//b3060//b0512//b0779//b2580//b2169//b3525//b1131//
Dan	b1400//b2374//b0874//b0338//
