#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0970//
Ada	b1782//b0786//b2937//
AgaR	b4392//b3688//b3049//b2397//b4369//b4502//b2607//
AlaS	b0854//
AllR	b2406//b3686//b1386//b0795//b3138//b4458//b2665//b2407//b2750//
AllS	b4025//b4100//b3269//
AlsR	b1287//b1676//b1885//b1814//b0778//b4401//
ArcA	b3139//b3790//
ArgP	b0244//b3792//b2779//
ArgR	b1113//b0403//b3431//b2541//b1165//b2616//b3965//b4671//b0384//b4201//b0108//b0190//b0684//b4415//
ArsR	b4458//b0162//b3799//
AscG	b2497//
AsnC	b3608//
BasR	b0775//
BirA	b1441//b0273//b3493//b2509//b2604//
BluR	b2665//b3532//b4200//b3065//
BolA	b2531//b4368//
CRP	b1198//b0861//b0514//b1618//b2608//b0241//b0924//b0031//b1013//b0447//b1613//b4415//b3919//b0696//b1165//b1729//b3392//b1002//b0964//b1093//b3140//b3067//b0522//b0400//b0655//b1163//b2819//b1889//b3137//b0664//b0588//b1762//b2821//b1547//b4095//b2436//b3799//b0511//b0855//b0513//b2388//b0233//b2404//b2310//b2211//b0684//b2808//b0687//b2310//b0589//b2560//b0392//b0673//b0779//b4129//b2684//b2684//b3138//b1252//b1288//efeU_2//b0345//b1132//b0777//b0999//b1902//b0111//b0294//
CdaR	b2788//b1780//b1261//b0912//b1575//
CecR	b0688//b2560//b0346//b2779//b4213//
CpxR	b4398//b1609//b0073//b2820//b1165//b0922//b1913//b1728//b2539//b2404//b1967//b3242//b0512//b0273//b1327//b1408//b2614//b0507//b4450//b1183//b0696//b2497//b0590//b0687//b4129//b1203//b2396//b3730//b0443//b4150//b1303//b2375//
Cra	b3460//b2531//b1887//b1263//b3241//b0473//b1262//b0775//b4279//b1945//b4102//b3454//b1613//b4450//b1205//
CreB	b1408//
CsgD	b0304//b1231//b3460//b0522//b1791//b2211//b2289//b2686//b3190//
CueR	b3457//b0378//
CynR	b1074//b1434//b1092//b2671//
CysB	b0066//b1184//b0340//b1077//b0732//b3012//b4093//b2400//b1481//b1430//
Dan	b1272//b3794//b2580//b2401//
DhaR	b0861//b0891//b3661//b1861//
DicA	b0863//b0237//b0856//b0861//b1576//b1127//b1184//b0111//
DnaA	b2404//b2211//
EvgA	b3531//b4159//b4444//b2063//b4024//b3616//b1967//
FNR	b0109//b1430//b1954//b3322//b4092//b0778//b2530//b1861//b2787//b0776//b1783//b1016//b2699//b2217//b1883//b3012//b0514//b2530//b0795//b0123//b2825//b0673//b0111//b1407//b1717//b0382//b0745//
