#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3066//
Ada	b1283//b0839//b0588//
AgaR	b4260//b3545//b2789//b1203//b2373//b1430//b3730//
AlaS	phnE_2//
AllR	b2528//b0849//b1547//b1326//b1081//b1429//b3916//b0341//b3022//
AllS	b1481//b0806//b4025//
AlsR	b1948//b2407//b0439//b0924//b2987//b1702//
ArcA	b0384//b3394//
ArgP	b0341//b2372//b1407//
ArgR	b2822//b1567//b3672//b1400//b1265//b2169//b0999//b1528//b2372//b1265//b1877//b1377//b0751//b1913//
ArsR	b1634//b2371//b0664//
AscG	b2436//
AsnC	b2607//
BasR	b3956//
BirA	b0505//b3005//b2060//b4002//b1713//
BluR	b0340//b4613//b2316//b0384//
BolA	b1947//b3469//
CRP	b3806//b3501//b0515//b1326//b2868//b0860//b3137//b2371//b1483//b4522//b1399//b3185//b1880//b4444//b3960//b1102//b2497//b0855//b3688//b0775//b2789//b3139//b2580//b2541//b4241//b4417//b3243//b2311//b0383//b4202//b1946//b2557//b3912//b2435//b0622//b3781//b0536//b3271//b0655//b3066//b0750//b4502//b2152//b0156//b0293//b3268//b4280//b0995//b0995//b0786//b3670//b0655//b0338//b3011//b0856//b0953//b2147//b1081//b2232//b0273//b3785//b2601//b1111//b1947//b0856//b0156//b4364//b1440//
CdaR	b2105//b2388//b0075//b3791//b0664//
CecR	b4523//b2171//b0796//b2498//b1947//
CpxR	b2582//b3680//b4502//b1327//b2553//b1333//b1333//b2153//b3966//b4093//b1441//b4368//b3671//b0622//b1079//b2312//b0340//b3688//b2965//b2530//b1889//b4116//b3680//b3268//b1004//b3645//b3425//b2000//b0861//b3237//b1609//b0598//
Cra	b0303//b0591//b3806//b2312//b2465//b1441//b4203//b0338//b2397//b0486//b0293//b0294//b2397//b0140//b2965//
CreB	b4567//
CsgD	b0383//b3065//b2396//b2373//b4663//b0071//b0071//b2310//b0745//
CueR	b1548//b0861//
CynR	b1379//b1127//b3798//b3797//
CysB	b4200//b3157//b4085//b1784//b0814//b1077//b0841//b2290//b0241//b3957//
Dan	b4618//b1566//b2216//b0234//
DhaR	b0925//b4134//b3013//b1579//
DicA	b3021//b1676//b0507//b0232//b2348//b0232//b3394//b4392//
DnaA	b1131//b3979//
EvgA	b2097//b0684//b2374//b1949//b0684//b3060//b1577//
FNR	b0049//yegZ//b0392//b1790//b2967//b4368//b1262//b0190//b2427//b3005//b2559//sroA//b4513//b0730//b0565//b0378//b4411//b3919//b3141//b0697//b1487//b3860//b0794//b0777//b0731//b1102//b1261//
FadR	b1091//b2497//b4401//b2937//b0777//b1016//b3977//b4202//
FeaR	b4104//
