#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0590//
Ada	b4129//b3531//b0304//
AgaR	b2987//b1002//b2497//b3005//b1882//b1798//b1443//
AlaS	b2600//
AllR	b2839//b0049//b4175//b1568//b1274//b2603//b2614//b4406//b3941//
AllS	b4480//b3979//b0698//
AlsR	b3609//b1967//b1166//b0854//b3645//b2146//
ArcA	b4411//b2866//
ArgP	b1537//b0892//b1220//
ArgR	b0795//b0340//b0796//b1131//b1883//b2427//b0841//b4458//b0655//b1884//b4096//b1252//b3060//b3614//
ArsR	sroC//b0052//b1252//
AscG	b1488//
AsnC	b0060//
BasR	b1926//
BirA	b0923//b3612//b0864//b2823//b1400//
BluR	b1229//phnE_2//b0398//b1167//
BolA	b4613//b3796//
CRP	b3830//b3061//b0151//b4673//b2685//b3503//b2379//b0590//b1326//b4042//b0995//b1092//b0514//b1576//b1878//b3469//b2818//b4370//b4172//b1230//b1077//b2167//b1537//b0234//b3979//b2171//b2404//b0439//b3774//b2531//b1083//b3061//b0505//b3911//b4088//b1782//b1579//b1706//efeU_2//b1537//b1949//b2406//b3791//b1714//b4013//b1982//b2826//b0475//b1848//b0814//b0146//b0066//b3613//b3860//b2823//b0484//b1407//b3911//b3794//b2465//b0862//b3057//b1076//b2407//b0110//b1288//b1859//b1945//
CdaR	b4100//b2168//b0987//b2665//b3860//
CecR	b0512//b3806//b3798//b3021//b1859//
CpxR	b1409//b4368//b0664//b1443//b0670//b1079//b2497//b0806//b0383//b4172//b3686//b2819//b0688//b1704//b2826//b3011//b2435//b3860//b1886//cpxQ//b2601//b1400//b0185//b1487//b0588//b3431//b3128//b3242//b0145//b0925//b3458//b1166//
Cra	b3008//b1546//b1113//b2465//b1200//b1719//b4090//b2938//b3977//b1540//b0684//b4203//b3049//b0505//b1481//
CreB	b3612//
CsgD	b3140//b3356//b1165//b1004//b2435//b3137//b0190//b1322//b2167//
CueR	b0795//b2060//
CynR	b3863//b2852//b4086//b2750//
CysB	b3022//b2212//b2146//b2684//b2538//b0685//b3027//b1333//b4599//b3241//
Dan	b3322//b0294//b1484//b3977//
DhaR	b3338//b2787//b2290//b3609//
DicA	b1613//b0110//b2893//cpxQ//b1781//b4086//b3469//b0776//
DnaA	b4150//b1127//
EvgA	b0439//b1378//b3791//b0999//b4280//b1083//b2557//
FNR	b1575//b3137//b1076//b0110//b1325//b4093//b0303//b0294//b2824//b0512//b1484//b2788//b0774//b1924//b2987//b1325//b0745//b0922//b1546//b0189//b0123//b3730//b2063//b0303//b1111//b0067//b1205//
FadR	b0891//b2060//b2558//b0861//b2397//b1093//b2609//b3423//
FeaR	b1262//
Fis	b2216//b1826//b4523//b0123//b1072//b1877//b1857//b2839//b1400//b2000//b3243//b0652//b1741//b1277//b2893//b3500//b1408//b4159//b0959//b0052//b1113//b3787//b3138//b4369//b2605//b4175//b3830//b2375//b4159//b1377//b4203//b2212//b4705//b3614//b1914//b2553//b0072//b1183//b1444//b3011//b3525//b4444//b0191//b4671//b3960//b2168//b4025//b0862//b1926//b0912//b0383//b4451//b3941//b3612//b4095//b0925//
FlhDC	b0959//b1167//b4213//b3242//b2684//b2153//b2789//b4451//b3456//b4024//b3608//b1728//b1741//b4417//b2311//b2558//b4525//b3617//b0523//b2609//b3956//b1877//b0892//b2153//b1131//b3271//b3186//b1183//b3959//b1944//b0109//b0237//b4134//b2000//b2574//b3645//b2557//b1718//
FliZ	b3922//
Fur	b4370//b4092//b1902//b2403//b0655//b2852//b3791//b2290//b0513//b1444//b3006//b3454//b2396//b4326//b1783//b3157//b1184//b0405//b2698//b0441//b0150//b2818//b2213//b0964//
GadX	b0864//b0536//b2396//b4401//b3922//b4242//b4435//
GcvA	b3501//b0075//
H-NS	b0232//b0814//b1200//b4293//b1568//b1075//b1814//b3788//b4173//b0687//b1655//b1798//b3860//b1442//
HU	b0925//b1327//
HcaR	b3671//b1230//b2582//b1283//b1484//b0664//
IHF	b4090//b2824//b3672//b3787//b1262//b0515//b1575//
IlvY	b2779//b2528//
IscR	b0806//b1579//b3966//b0786//b3503//b2938//b2574//b4088//
KdpE	b4213//b1032//b2607//b3911//
LeuO	b1860//b2171//b4242//b2097//b0511//b0151//
LexA	b0655//b2212//b2751//b3670//b4095//b3863//b3011//b1717//b4098//b4086//b3799//b0588//b3859//b3790//b4481//b0400//b3859//b0475//b3978//b0400//b4292//b2699//b4201//b4567//b0970//b1484//b3813//b3799//b1890//b4096//b2750//b3980//b2388//b1890//b2503//b2531//b1408//
LrhA	b4094//
Lrp	b2867//b1203//b1577//b3027//b4202//b3797//b3729//b3061//b4092//b3066//b0475//b3785//b3395//b0839//
LysR	b2824//
MalT	b3922//
MarA	b2751//b1902//
MatA	b1377//b3938//
McbR	b0382//
MetJ	b0750//b1890//b4513//b0795//b1982//
MlrA	b0507//b3027//b3785//b3137//b0806//
MngR	b0557//b3912//b1948//
MntR	b0912//b2085//
MprA	b1093//b0792//b2607//
MqsA	b2540//b1443//
MurR	b2699//
Nac	b3006//b3608//b1260//b3454//b1536//
NadR	b2289//b3922//b2427//
NagC	b0890//b0778//b3793//b3441//b2063//
NanR	b1713//b1859//
NimR	b1888//b1082//
NsrR	b2388//b1407//b3521//b1946//b4260//b0745//b3547//b1184//b0385//b3456//b0557//b3960//b0696//b3270//b2290//b1322//b0591//b2965//b1882//b4293//b0377//b0192//b2665//b2606//b1609//b2153//b1020//b2868//b4101//b1781//
NtrC	b2127//b1487//b3240//b2348//b2427//b1982//b4116//b2316//b3356//b2967//b2699//b1260//b3006//b2310//b0151//b1858//b0923//
OmpR	b4094//b3138//b3139//b3065//
OxyR	b3494//b3956//b1548//b0743//b0861//b1230//b1702//b1914//b3531//
PaaX	b1576//b4202//
PepA	b1713//
PgrR	b1782//b3785//b4025//b1481//b0999//b2435//b1704//
PhoB	b0588//b0068//b4095//b2788//b1327//b2167//b3744//b1781//b1485//b0731//b4043//b3494//b2189//b0405//b3063//b1946//b1883//b4201//b1080//b3005//b1655//b0340//b0786//b0512//b0447//b3136//b1883//b0464//b0512//b0964//b0151//
PhoP	b0590//b0957//b0304//b1411//b4173//b0296//b3797//b2400//b3744//b4705//b3532//b0687//b3185//b4292//b4567//b2062//
PspF	b4090//
PurR	b0486//b1203//b0536//b0508//b3457//b4100//b1608//b1485//b2127//b2464//b0071//b2684//b3744//
RbsR	b1198//
RcdA	b0240//b0987//b2171//
RclR	b0744//b0854//b0774//
RcnR	b1131//
RcsAB	b2062//b3156//b0856//b1261//b0792//
RcsB	b3956//b1814//b1379//b3005//
RcsB-BglJ	b3095//b2476//b0190//b2530//b1274//b1287//b0273//b3547//b4599//b4200//b0708//
Rob	b2406//
RutR	b3008//
SdiA	b0277//
SgrR	b2528//b0774//b2864//b0398//b0999//b2616//
SoxS	b2375//b2826//b3532//b2311//b0796//b2580//
SutR	b0067//b0185//
TorR	b4401//
TrpR	b3268//b4174//b4444//b1265//b4411//b1481//b1707//b2808//
TyrR	b2614//sroA//b0814//
UidR	b1949//
UvrY	b1130//b0166//
XapR	b2686//b1287//
YdeO	b1127//b0403//
YjjQ	b1848//cpxQ//b1713//b4392//b2232//b3062//b1485//
YpdB	b3617//
YqhC	b1528//b0145//
ZntR	b2631//
ZraR	b1575//
Zur	b4599//b3977//b3863//b3958//b3502//
