#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b4013//
Ada	b1641//b1199//b1230//
AgaR	b1201//b2866//b4099//b0080//b0672//b3977//b3774//
AlaS	b3157//
AllR	b1623//b1002//b3699//b0814//b1609//b2866//b4013//b2060//b4043//
AllS	b4525//b0536//b0216//
AlsR	b3021//b2560//b2372//b3661//b0509//b4201//
ArcA	b1967//b4106//
ArgP	b3923//b1613//b0069//
ArgR	b2558//b3243//b3242//b3188//b0398//b4370//b1131//b4173//b4203//b2614//b2967//b2059//b1717//b0856//
ArsR	b2631//b2497//b4293//
AscG	b1924//
AsnC	b0604//
BasR	b2684//
BirA	b2823//b1164//b0522//b4480//b1568//
BluR	b3614//b2605//b2542//b1613//
BolA	b0051//b0345//
CRP	b1184//b3785//b1072//b3572//b1265//b4200//b3013//b3799//b4670//b0912//b3614//b1205//sroC//b3501//b0052//b4172//b2497//b2601//b4670//b3394//b0273//b3454//b0296//b3242//b2530//b3138//b0237//b1719//b2698//b3424//b3781//b4242//b0392//b0071//b1325//b2750//b0075//b0751//b1434//b2808//b0863//b1707//b2503//b4213//b3919//b1429//b2699//b1654//b3060//b1780//b0108//b4160//b2666//b3959//b4106//b1925//b0511//b0060//b1569//b1032//b0441//b0140//b0688//b4093//b1569//b0441//b0957//b2289//
CdaR	b4160//b0957//b0730//b2379//b0191//
CecR	b4502//b3788//b0485//b1220//b1013//
CpxR	b1230//b4134//b0673//b0162//b3494//b3096//b3672//b2821//b1091//b4398//b4150//b3791//b2605//b4174//b1283//b1075//b3661//b0814//b4054//b1888//b2400//b1272//b3356//b1198//b2313//b4567//b3392//b0925//b3139//b1810//b3941//b1303//
Cra	sroC//b3424//b1201//b1000//b3978//b0512//b2697//b3156//b0340//b2557//b3572//b2826//b2686//b3531//b2938//
CreB	b0475//
CsgD	b0857//b3393//b2868//b3364//b2605//b2171//b2608//b0340//b4200//
CueR	b2605//b2414//
CynR	b3938//b1326//b0293//b0400//
CysB	b0244//b0241//b2539//b0216//b4417//b4201//b4090//b0207//sroC//b0755//
Dan	b1263//b4702//b2666//b4249//
DhaR	b3671//b1946//b1452//b4160//
DicA	b3613//b0049//b3395//b3011//b2530//b1199//b0185//b1634//
DnaA	b0403//b0140//
EvgA	b0069//b1194//b2597//b3959//b3395//b1440//b0475//
FNR	b3460//b0892//b0392//b2537//b4506//b2687//b3796//b1441//b3863//b1130//b1528//b2435//b1003//b4445//b1546//b0231//b3958//b4450//b1608//b1229//b3271//b3672//b2665//b0697//b1884//b4086//b3790//
FadR	b0107//b2407//b0987//b1704//b0750//b1784//b3131//b1780//
FeaR	b2750//
Fis	b2609//b1548//b0598//b3806//b2397//b1263//b2609//b3617//b0652//b2127//b3157//b0512//b2085//b2868//b2601//b3008//b2379//b4522//b0512//b3457//b4102//b3008//b3502//b2373//b2396//b2751//b3364//b1485//b3977//b0244//b0654//b3798//b3786//b0341//b2866//b0515//b3066//b2509//b2189//b1880//b0891//b4260//b1207//b0892//b0516//b2290//b2062//b4480//b2068//b1613//b1452//b1263//b3454//b3322//b1826//b3670//
FlhDC	b0244//b1967//b3065//b1889//b4567//b2404//b4092//b2217//b1013//b1443//b2967//b1608//b1325//b1127//b0378//b1540//b4159//b0403//b1826//b0340//b2404//b4093//b1483//b0863//b4025//b3923//b3392//b1429//b4443//b3965//b1883//b0536//b2531//b3699//b2697//b0732//b1528//b0912//
FliZ	b3270//
Fur	b1945//b0139//b2289//b1407//b0405//b3799//b3976//b4484//b1163//b1950//b0557//b4172//b3609//b2538//b0190//b0399//b3013//b1860//b4173//b3502//b3243//b2404//b1575//b1926//
GadX	b1003//b4401//b1004//b2608//b2313//b3454//b1440//
GcvA	b4095//b1430//
H-NS	b3863//b2061//b0049//b2868//b0071//b3136//b1073//b1791//b2614//b3965//b3864//b0049//b0622//b0744//
HU	b0794//yegZ//
HcaR	b2348//b1879//b0073//b0398//b3911//b0233//
IHF	b1546//b1079//b3190//b0860//b1634//b2061//b1954//
IlvY	b1536//b0080//
IscR	b1944//b4525//b0860//b1719//b4480//b3067//b3241//b4411//
KdpE	b4599//b1078//b2396//b4513//
LeuO	b2671//b4201//b1130//b2893//b0751//b1568//
LexA	b4174//b0688//b3979//b1230//b0397//b2542//b3958//b1926//b1220//b2699//b2127//b3859//b3919//b3237//b2538//b3799//b0107//b4174//b2789//b1410//b3781//b0589//b1220//b0071//b4129//b2866//b4417//b0731//b1408//b3612//b0665//b0304//b3781//b2542//b3022//b4618//b1945//
LrhA	b2631//
Lrp	b0857//b4525//b1274//b1283//b0464//b4458//b0890//b1880//b1440//b3243//b0778//b3455//b1408//b3608//
LysR	b4292//
MalT	b0751//
MarA	b3911//b4369//
MatA	b4175//b3128//
McbR	b2788//
MetJ	b3027//b3131//b0673//b0162//b2574//
MlrA	b0674//b4480//b2737//b1707//b1704//
MngR	b0140//b1888//b2607//
MntR	b1409//b4443//
MprA	b0106//b1860//b3799//
MqsA	b3242//b3792//
MurR	b0860//
Nac	b3781//b4293//b0504//b2058//b2000//
