#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1879//
Ada	b1166//b3966//b0192//
AgaR	b2464//b1950//b0864//b3965//b1784//b0673//b1881//
AlaS	b3241//
AllR	b1566//b3137//b1717//b1926//b1326//b2476//b1130//b3958//b0670//
AllS	b3958//b3141//b4443//
AlsR	b4173//b2604//b3128//b1857//b2068//b2152//
ArcA	b0509//b2374//
ArgP	b0509//b2476//b1199//
ArgR	b1569//b2751//b1946//b0777//b0673//b1566//b1287//b0925//b3060//b1274//b4219//b3049//b1537//b3813//
ArsR	b3457//b4042//b3699//
AscG	b1676//
AsnC	b0854//
BasR	b2631//
BirA	b1078//b0745//b2059//b2497//b1485//
BluR	b4347//b2397//b1798//b0652//
BolA	b0439//b0140//
CRP	b1569//b0385//b1889//b1083//b0123//b1618//b2582//yegZ//b1618//yegZ//b0924//b0072//b3027//b3830//b1229//b3469//b0999//b3785//b1274//b0970//b0995//b1333//b1846//b3911//b4092//b3860//b2406//b2407//b3860//b2559//b3067//b0207//b3938//b0745//b0924//b1167//b1130//b1948//b0655//b3672//b0166//b3794//b4173//b1890//b0216//b3976//b2538//b2211//b1004//b0751//b1707//b1704//b2061//b0668//b1881//b3911//b2348//b3364//b0557//b2404//b1810//b0857//b4525//b0673//b2310//b2316//b4397//b0403//
CdaR	b1274//b0464//b0123//b1481//b4567//
CecR	b0108//b1409//b3792//b2537//b1945//
CpxR	b2375//b1791//b0241//b0294//b3241//b0301//b4426//b3501//b0069//b1713//b0696//b2498//b0590//b2152//b2436//b0151//b2396//b3395//b4370//b1263//b4506//b0405//b0673//b3501//b1641//b4502//b0598//b0779//b0145//b0191//b4293//b2060//
Cra	b3958//b2938//b0110//b3500//b1283//b1220//b1283//b3157//b0507//b4411//b0987//b0731//b2212//b1859//b2631//
CreB	b1714//
CsgD	b0515//b0338//b4408//b4397//b2584//b0774//b0523//b1741//b0185//
CueR	b3730//b1568//
CynR	b0485//b2062//b1441//b1379//
CysB	b3423//b0655//b2541//b0604//b1072//b0668//b2605//b1881//b0922//b3138//
Dan	b4100//b1409//b4292//b2436//
DhaR	b0294//b3395//b3572//b0398//
DicA	b3612//b1091//b4326//b1781//b0512//b2967//b3958//b1858//
DnaA	sroC//b2497//
EvgA	b3532//b4705//b4613//b0515//b0346//b3789//b3502//
FNR	b0072//b1252//b0921//b1887//b2822//b1073//b2867//b0150//b3699//b0346//b1609//b0384//b2060//b0565//b1608//b3322//b1386//b0403//b0696//b3978//b1016//b3864//b1790//b0153//b2531//b0207//b3393//
FadR	b0861//b3455//b2539//b3860//b4368//b0073//b3455//b0730//
FeaR	b0672//
Fis	b1859//b0303//b4293//b0953//b0513//b3859//b0189//b1926//b0277//b3670//b0862//b1252//b1079//b0697//b1452//b1826//b3338//b1846//b2582//b1881//b3789//b2582//b1485//b2153//b2584//b3067//b4398//b2061//b2750//b3613//b1537//b1483//b1165//b1487//b1623//b2553//b2211//b0523//b4326//b0863//b0861//b3773//b2396//b1430//b2684//b4087//b1528//b2808//b0924//b0970//b2541//b1913//b2406//b4116//b3184//b1409//
FlhDC	b4406//b3460//b3980//b2808//b0509//b4043//b4673//b3572//b1207//b3792//b3242//b3021//b2469//b3796//b1260//b1002//b3138//b0513//b1229//b2379//b0891//b2146//b4451//b3237//b2212//b1882//b3798//b0655//b0515//b1888//b1377//b2311//b0338//b1814//b0244//b0146//b4172//b1548//
FliZ	b1609//
Fur	b0441//b0589//b1883//b3806//b0339//b2146//b0403//b1198//b0970//b3323//b1536//b2058//b0891//b2821//b2737//b3027//b0108//b4670//b3799//b4673//b2373//b4100//b4406//b3784//
GadX	b2580//b1081//b1485//b0860//b1634//b4293//b0862//
GcvA	b0072//b1947//
H-NS	b1002//b4086//b0067//b0795//b1386//b4398//b3793//b2867//b1608//b2465//b1287//b0855//b0106//b4417//
HU	b3027//b2558//
HcaR	b2938//b2893//b0755//b1982//b0687//b0588//
IHF	b2060//b3423//b1485//b4129//b1127//b1945//b1303//
IlvY	b3096//b3503//
IscR	b1798//b0303//b3938//b3607//b1263//b0400//b1082//b1441//
KdpE	b3240//b4523//b4241//b0191//
LeuO	b1262//b4249//b3699//b0971//b3699//b2600//
LexA	b4406//b3744//b0237//b1790//b0031//b3423//b0240//b3021//b3774//b2597//b4116//b1322//b2584//b0123//b0698//b2531//b0806//b1283//b0672//b1399//b1379//b2435//b2542//b4406//b1167//b0750//b1878//b2153//b1075//b0241//b3190//b0557//b1578//b4480//b2289//b2609//b3049//
LrhA	b1676//
Lrp	b0382//b0067//b2402//b1231//b2630//b1780//b4092//b3912//b4705//b4002//b3965//b2698//b0999//b1229//
LysR	b0855//
MalT	b3545//
MarA	b1283//b3781//
MatA	b1536//b0075//
McbR	b2105//
MetJ	b0110//b0964//b4279//b0241//b3241//
MlrA	b1000//b2497//b1111//b1410//b1077//
MngR	b3460//b1261//b0068//
MntR	b0473//b3980//
MprA	b1484//b0953//b1082//
MqsA	b1717//b4101//
MurR	b2686//
Nac	b0068//b4095//b3423//b3011//b0970//
NadR	b1200//b1884//b4219//
NagC	b4025//b3392//b0863//b1080//b1913//
NanR	b3923//b2630//
NimR	b2686//b2469//
NsrR	b3864//b3061//b0146//b2059//b3441//b3186//b1187//b0441//b2289//b4106//b3237//b1566//b2697//b0674//b0383//b1199//b3789//b0233//b3188//b4445//b0517//b2348//b0296//b1945//b4159//b3501//b0162//b2604//b3521//b0776//
NtrC	b1091//b2938//b2169//b4663//b1379//b0123//b2823//b1783//b3008//b1483//b2631//b1548//b4202//b3699//b3011//b3049//b4426//
OmpR	b0151//b3729//b0670//b2584//
OxyR	b2313//b1884//b0861//b4241//b3140//b0697//b3607//b2867//b2169//
PaaX	b4326//b3806//
PepA	b2171//
PgrR	b4522//b1283//b4242//b4699//b1288//b4426//b3607//
PhoB	b3425//b4096//b0517//b0668//b0385//b0385//b0031//b0385//b2414//b1575//b3616//b1260//b1982//b0589//sroC//b2819//b0708//b4699//b4398//b0557//b1579//b3138//b2787//b2406//b1654//b0397//b0957//b0849//b4705//b3190//b0698//
PhoP	b3356//b1487//b2146//b1791//b0514//b2060//b2600//b0751//b3128//b1078//b2147//b0849//b0688//b3323//b4201//b0892//
PspF	b1798//
PurR	b3787//b4484//b0995//b3242//b0192//b3791//b2614//b1020//b1568//b1081//b4042//b0191//b2893//
RbsR	b4025//
RcdA	b0591//b0743//b1132//
RclR	b4451//b3141//b1400//
RcnR	b3645//
RcsAB	b3959//b0696//b1399//b0484//b4292//
RcsB	b2127//b1884//b2169//b1127//
RcsB-BglJ	b0049//b1608//b1878//b4502//b4408//b1483//b1886//b3493//b2059//b1577//b0146//
Rob	b4369//
RutR	b1877//
SdiA	b2864//
