#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b4280//
Ada	b3863//b0156//b4099//
AgaR	b3454//b0216//b4097//b2808//b1858//b3322//b0653//
AlaS	b1719//
AllR	b3137//b2821//b2469//b1483//b0241//b1078//b1719//b0999//b4369//
AllS	b1410//b1078//b2820//
AlsR	b4085//b0293//b0953//b0151//b0346//b1719//
ArcA	b1846//b0923//
ArgP	b3966//b3912//b1322//
ArgR	b1379//b4406//b3916//b4102//b0598//b0108//b2537//b1885//b1886//b2818//b1781//b1790//b1020//b4159//
ArsR	b0050//b1569//b1377//
AscG	b2893//
AsnC	b0523//
BasR	b3269//
BirA	b1881//b1654//b3027//b4086//b1377//
BluR	b4175//b3912//b1032//b1913//
BolA	b2603//b2397//
CRP	b1654//b1409//yegZ//b2379//b1091//b2559//b2967//b4242//b4280//b4174//b2212//b1890//b0953//b4484//b2823//b3457//b3617//b3613//b3922//b4043//b2404//b3959//b0140//b2751//b2167//b1321//b2291//b3392//b0303//b0514//b1166//b0921//b0514//b1575//b0237//b0075//b2097//b0162//b2401//b1399//b3617//b3237//b3456//b0664//b3432//b0447//b3773//b2824//b2374//b3493//b3392//b2371//b0731//b0622//b3012//b2987//b2085//b0153//b4150//b4172//b4134//b2684//b3494//b4347//b1888//b2698//b2699//b2503//
CdaR	b0924//b3773//b3013//b1575//b1782//
CecR	b3957//b1452//b2737//b0685//b2866//
CpxR	b1002//b1577//b0864//b0814//b0384//b1577//b4241//b1954//b3558//b3830//b1790//b0185//b3789//b1272//b2147//b1229//b0237//b2414//b1791//b0806//b0339//b2465//b3500//b1264//b0294//b3786//b4097//b4599//b3730//b3500//b2427//b4085//
Cra	b0786//b0216//b1879//b3237//b0073//b3661//b0447//b2965//b1429//b2553//b1164//b1166//b3141//b0072//b2503//
CreB	b3128//
CsgD	b0108//b3665//b0072//b1131//b2671//b3785//b0353//b0517//b0861//
CueR	b0341//b4613//
CynR	b1077//b3830//b1092//b1884//
CysB	b0743//b3922//b4368//b3502//b2509//b0654//b4202//b4160//b2312//b0447//
Dan	b4249//b2097//b2965//b1073//
DhaR	b1430//b1848//b0234//b1166//
DicA	b2406//b1883//b2553//b4160//b2464//b1578//b2469//b0516//
DnaA	b3338//b2608//
EvgA	b0301//b1528//b2152//b3977//b4099//b1020//cpxQ//
FNR	b1623//b2531//b2211//b1578//b1442//b1081//b1790//b1948//b4104//b3494//b1576//b4523//b4098//b0776//b4213//b4150//b1288//b0604//b2465//b0513//b2600//b0345//b1132//b2068//b1277//b0068//b3458//
FadR	b3501//b0346//b2497//b1950//b1568//b1002//b0970//sroC//
FeaR	b2684//
Fis	b1002//b1378//b3062//b3183//b1409//b3395//b2404//b4481//b0513//b3661//b2580//b3978//b1111//b4458//b2822//b1288//b1717//b4525//b0755//b1264//b1429//b1231//b3322//b0152//b3022//b1885//b1229//b1781//b0732//b1634//b1434//cpxQ//b2402//b4663//b0697//b0484//b0814//b2938//b1400//b1194//b2687//b1378//b3157//b0377//b4398//b0241//b3137//b0673//b2779//b3364//b3455//b4102//b0731//b4398//b3941//b3799//
FlhDC	b2290//b4451//b1078//b3156//b1781//b0399//b4369//b4203//b4219//b1948//b1926//b0957//b2152//b0995//b2893//b1484//b2821//b2893//b4481//b1441//b3095//b3012//b2697//b0861//b0959//b4523//b1857//b1885//b1613//b0074//b3860//b1261//b0189//b3789//b0185//b1887//b3156//b0513//
FliZ	b1207//
Fur	b0293//b3531//b4502//b1881//b4417//b1083//b3503//b2217//b1091//b2825//b0353//b2600//b0731//b1704//b4241//b2560//b0338//b4002//b1926//b2864//b4102//b2609//b0653//b2153//
GadX	b1634//b0750//b1073//b0672//b2751//b2541//b2606//
GcvA	b1429//b2059//
H-NS	b0303//b3005//b0655//b1113//b3977//b3131//b3060//b0589//b4599//b1399//b1655//b4159//b3184//b1676//
HU	b4203//b1003//
HcaR	b3790//b1113//b0162//b3138//b0051//b0696//
IHF	b1567//b4172//b3128//b0672//b1790//b2400//b1702//
IlvY	b4523//b3532//
IscR	b4172//b0971//b0464//b0925//b3958//b3860//b2232//b0674//
KdpE	b2542//b2400//b3612//b3323//
LeuO	b1075//b3688//b0795//b0841//b1485//b0892//
LexA	b2503//b3608//b3136//b3186//b0382//b1230//b4699//b3977//b4202//b2212//b1091//b3011//b0517//b4397//b4443//b2965//b2310//b3364//b0890//b4370//b1566//b0304//b4671//b3393//b1032//b0795//b0953//b2631//b0591//b2498//b0604//b3979//b0052//b2604//b0150//b1889//b2171//
LrhA	b0399//
Lrp	b2666//b4293//b4172//b1082//b1704//b1880//b4279//b0153//b0874//b3008//b2497//b2147//b4398//b4043//
LysR	b3671//
MalT	b2189//
MarA	b3791//b3612//
MatA	b4702//b1132//
McbR	b4096//
MetJ	b4369//b0294//b2698//b1072//b1575//
MlrA	b1528//b0050//b2540//b0964//b0341//
