#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2824//
Ada	b0052//b4249//b3919//
AgaR	b1444//b0075//b4094//b4435//b4279//b4417//b2616//
AlaS	b0987//
AllR	b0857//b3494//b1488//b2606//b1707//b2216//b1093//b2605//b0890//
AllS	b0383//b4201//b0486//
AlsR	b0745//b0443//b2603//b4105//b4270//b0856//
ArcA	b2541//b2291//
ArgP	b2469//b1072//b1229//
ArgR	b3062//b2542//b4673//b0146//b3005//b0145//b2697//b4090//b1230//b0514//b4426//b0987//b1913//b0778//
ArsR	b1229//b3455//b3686//
AscG	b0999//
AsnC	b0779//
BasR	b3661//
BirA	b1207//b3686//b1886//b1072//b2289//
BluR	b1016//b1902//b1430//b1072//
BolA	b3455//b1484//
CRP	b3980//b3959//b1967//b2216//b3013//b4698//b1926//b2938//b0190//b4399//b1407//b0604//b0392//b4134//b0441//b1717//b1728//b4399//b4200//b1575//b2852//b2665//b0514//b1886//b3432//b3095//b0591//b2372//b4172//b0744//b3425//b1429//b0241//b3432//b3190//b3502//b2822//b0405//b1484//b2697//b4399//b2146//b4086//b4160//b1274//b3617//b1264//b0864//b3613//b3790//b0400//b1950//b2427//b4203//b4100//b4088//b3356//b1377//b2404//b0674//b0665//b2671//b0108//b4106//b3394//b1200//b0294//b0786//
CdaR	b4200//b3965//b3011//b0971//b1948//
CecR	b1914//b1111//b3859//b2819//yegZ//
CpxR	b1576//b2789//b2105//b4241//b1729//b1949//b0684//b3271//b2061//b1076//b0862//b1164//b2852//b4101//b2540//b0971//b1926//b1399//b2232//b3062//b2699//b1003//b0652//b0392//b0150//b2825//b3965//b0439//b4173//b1791//b0233//b1926//
Cra	b1781//b3957//b0688//b1481//b4702//b2372//b0697//b2826//b4522//b2542//b2824//b2062//b3608//b4663//b3140//
CreB	b0696//
CsgD	b1434//b0232//b1883//b0750//b0957//b1288//b0233//b3242//b0668//
CueR	b1442//b4279//
CynR	b1967//b1861//b4673//b4100//
CysB	b1881//b0294//b0776//b0839//b1814//b3456//b2541//b3957//b0340//b0796//
Dan	b2540//b1333//b2537//b1714//
DhaR	b3645//b2062//b2820//b4292//
DicA	b1264//b2528//b2290//b1076//b2822//b2539//b3457//b4450//
DnaA	b2666//b0237//
EvgA	b4279//b4092//b4101//b0732//b1790//b4451//b4260//
FNR	b2666//b2397//b2058//b0123//b4002//b4105//b0485//b3065//b4397//b1569//b2058//b2311//b2061//b2584//b4159//b1113//b0296//b0598//b1567//b4086//b1569//b0237//b0109//b0591//b0244//b1623//b4087//
FadR	b0296//b4105//b1441//b3532//b4673//b0185//b4398//b0241//
FeaR	b2788//
