#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2606//
Ada	b3469//b3525//b2213//
AgaR	b3432//b1881//b0338//b1798//b3613//b3788//b3139//
AlaS	b0854//
AllR	b1020//b2371//b3011//b0857//b2464//b3268//b1452//b2788//b2528//
AllS	b1926//b2427//b1322//
AlsR	b4445//b3799//b1207//b3773//b2397//b1443//
ArcA	b0864//b2600//
ArgP	b2542//b4401//b0922//
ArgR	b0049//b1409//b2751//b0598//b0925//cpxQ//b3057//b1230//b0123//b2213//b0792//efeU_2//b1163//b0588//
ArsR	b1079//b1954//b2818//
AscG	b1199//
AsnC	b0106//
BasR	b0106//
BirA	b0145//b0151//b4089//b0652//b2687//
BluR	b1410//b4087//b0922//b1078//
BolA	b4702//b1488//
CRP	b0557//b0591//b2402//b4392//b1167//b4094//b4411//b4042//b4401//b0959//b2537//b3923//b4599//b0074//b4024//b2737//b0512//b2531//b1826//b4445//b3186//b4203//b0855//b0857//b4242//b0857//b0074//b4100//b2152//b2217//b3183//b1205//b4213//b2825//b3060//b2686//b1283//b0156//b1274//b3784//b0106//b4260//b3469//b4104//b1948//b1719//b1079//b2603//b3645//b2464//b2597//b0385//b3460//b4150//b0399//b2167//b1264//b0922//b2558//b3799//b1718//b1132//b0052//b3956//b1890//b1032//b1325//b0685//
CdaR	b0207//b3797//b1429//b1167//b0378//
CecR	b3049//b2289//b3558//b2600//b1889//
CpxR	b1166//b4175//b4670//b4506//b1081//b2787//b4392//b4369//b2152//b4415//b1325//b4355//b4480//b3699//b2559//b4364//b1205//b2373//b2375//b1288//b4411//b2211//b0698//b4279//b0399//b1883//b1073//b1623//b3393//b0049//b2400//b1164//
Cra	b0060//b3138//b3729//b4444//b3980//b4089//sroC//b3503//b1165//b3791//b1707//b1132//b2348//b4443//b3049//
CreB	b2553//
CsgD	b4293//b2823//b1074//b0652//b1000//b0439//b2427//b0507//b1783//
CueR	b4369//b2427//
CynR	b3572//b1924//b0891//b1093//
CysB	b0233//b0864//b1091//b4618//b2211//b2497//b2059//b2605//b1430//b1946//
Dan	b2864//b0152//b4522//b2868//
DhaR	b0216//b4002//b3268//b0653//
DicA	b1194//b4249//b0060//b2823//b3021//b0666//b4101//b2752//
DnaA	b4443//b1283//
EvgA	b1483//b3364//b0151//b0589//b1111//b4025//b0353//
FNR	b1283//b1857//b1741//b1798//b1762//b2893//b3864//b3688//b1220//b3185//b3686//b3792//b1579//b0049//b4355//b4435//b1926//b0925//b0162//b1889//b1203//b1229//b3441//b4254//b3022//b2684//b1569//
FadR	b2893//b3457//b2582//b1877//b0786//b2698//b1263//b0814//
FeaR	b3860//
Fis	b2217//b1704//b3243//b4417//b4445//b0745//b1944//b2697//b3457//b1609//b2406//b1548//b1655//b2063//b0191//b1483//b4260//b2529//b1303//b3394//b1288//b2311//b3781//b3494//b2687//b0912//b2558//b1200//b1913//b0856//b4201//b0731//b0241//b2582//b1166//b1076//b3744//b0655//b2540//b1272//b1032//b0050//b1187//b0108//b0031//b3441//b1567//b1655//b4260//b2608//b3062//b2169//b1163//sroA//b3066//b0708//
FlhDC	b1717//b1568//b0382//b2779//b1790//b2289//b1074//b0957//b3242//b0107//b3959//b1252//b1861//b3455//b3607//b4085//b4397//b4444//b3978//b0565//b2608//b1333//b2316//b4086//b2818//b4086//b2698//b1265//b0674//b3941//b2379//b3919//b3065//b1913//b3680//b0383//b3744//b0856//
FliZ	b1183//
Fur	b4087//b0508//b0795//b2528//b4098//b3128//b4445//b0049//b0777//b0665//b4260//b3190//b1613//b1902//b2097//b1386//b4159//b1093//b2529//efeU_2//b2061//b0384//b1719//b1950//
GadX	b2557//b1187//b0233//b1575//b1442//b0146//b4150//
GcvA	b1954//b2687//
H-NS	b3425//b0892//b3616//b0382//b2189//b0405//b3049//b3323//b1200//b0241//b1540//b0589//b4241//b4698//
HU	b3796//b3976//
HcaR	b0891//b1707//b0403//b3911//b0107//b1092//
IHF	b3493//b1488//b3672//b1409//b0672//b4172//b1857//
IlvY	b4102//b3958//
IscR	b1111//b1486//b4411//b1924//b2503//b1231//b0075//b3791//
KdpE	b3616//b2685//b0863//sroC//
LeuO	b3864//b2580//b4426//b4369//b2097//b2937//
LexA	b1913//b1091//b3364//b3469//b0685//b3005//b3500//b4024//b2400//b1782//b3786//b2374//b1264//b3131//b2396//b4102//b3139//b1091//b1164//b0071//b1004//b2938//b2580//b0123//b0240//b2582//b4203//b0987//b1013//b0995//b2540//b3095//b4347//b1452//b2540//b1924//b2601//
LrhA	b4242//
Lrp	b1183//b1127//b3138//b1717//b1913//b0912//b1706//b1207//b0505//b2737//b0796//b4043//b0340//b4097//
LysR	b3269//
MalT	b0589//
MarA	b2097//b1444//
MatA	b2584//b4160//
McbR	b1883//
MetJ	b1004//b1264//b3137//b1082//b0052//
MlrA	b0591//b0151//b1452//b3965//b3131//
MngR	b1485//b0140//b2400//
MntR	b3057//b3616//
MprA	b1487//b1407//b0346//
MqsA	b4279//b4129//
MurR	b3424//
Nac	b3049//b0146//b1887//b0987//b3269//
NadR	b1167//b3525//b3965//
NagC	b2153//b0069//b3060//b0924//b0698//
NanR	b2558//b2407//
NimR	b0670//b0523//
NsrR	b2699//b0864//b4673//b0654//b4092//b4095//b4522//b2167//b2603//b2685//b4100//b4416//b2059//b4202//b4408//b3392//b4480//b2388//b1263//b0971//b1434//b2167//b2168//b3941//b1430//b0110//b1947//b3503//b3791//b3395//
NtrC	b1000//b2560//b1946//b0652//b0153//b3923//b0123//b1165//b2666//b1091//b0890//b1487//b1783//b2684//b1569//b0987//b1264//
OmpR	b4481//b3671//b0514//b4101//
OxyR	b1440//b1883//b3060//b4175//b1127//b0511//b0922//b2211//b3729//
PaaX	b2687//b2476//
PepA	b3938//
PgrR	b1386//b4355//b1623//b1944//b4172//b4618//b3645//
PhoB	b4670//b1442//b1287//b1091//b1231//b3790//b2539//b2497//b3441//b4101//b1321//b2868//b3941//b0755//b4044//b0536//b1409//b1569//b1130//b3922//b4435//b4513//b2373//b3066//b1386//b1950//b2497//b3137//b2464//b2427//b3271//
PhoP	b1913//b2373//b0192//b0653//b1409//b3394//b3460//b1613//b1322//b0241//b2937//b4279//b1230//b1079//b0863//b2509//
