#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1016//
Ada	b2580//b4613//b0301//
AgaR	b2211//b0970//b4364//b3268//b3268//b1442//b4369//
AlaS	b3139//
AllR	b0069//b2414//b2311//b4260//b1790//b3796//b1567//b2895//b3022//
AllS	b1327//b0075//b2630//
AlsR	b0839//b2938//b1205//b4416//b0277//b0338//
ArcA	b4254//b0921//
ArgP	b1442//b0277//b1609//
ArgR	b0921//b2528//b4150//b3786//b0231//b0231//b2388//b1091//b2539//b3923//b4116//b0162//b1093//b0111//
ArsR	b0654//b0970//b1846//
AscG	b3141//
AsnC	b3268//
BasR	b3065//
BirA	b2600//b1443//b0060//b0862//b3976//
BluR	b2541//b3792//b0049//b1485//
BolA	b0557//b0384//
CRP	b2852//b1885//b3616//b3141//b3157//b3911//b0971//b3609//b3941//b1948//b1072//b0233//b0514//b0743//b2529//b1277//b2291//b2312//b1207//sroA//b1924//b0107//b3609//b1924//b1537//b4201//b4411//b4699//b3067//b2189//b0731//b3095//b1379//b1303//b2574//b2060//b1890//b0398//b0441//b1411//b3011//b1967//b4293//b0504//b1200//b2167//b2498//b3799//b0191//b4415//b0464//b2603//b0111//b1272//b3545//b3139//b0786//b2560//b1857//b0293//b2616//b1729//b2574//b0755//b3661//b4523//b3730//b1889//
CdaR	b3096//b2127//b1925//b0051//b0508//
CecR	b2464//b4093//b2316//b0513//b1200//
CpxR	b2553//b4458//b0957//b2147//b1187//b4416//b0067//b0779//b1741//b0664//b1728//b3977//b3441//b0517//b1407//b3065//b2584//b3323//b0382//b1781//b0050//b3138//b1878//b3006//b3392//b0514//b3916//b3960//b2402//b0301//yegZ//b2400//
Cra	b0060//b1399//b3672//b3062//b0473//b4175//b2787//b4458//b4094//b4002//b0775//b2820//b3784//b3062//b3061//
CreB	b1948//
CsgD	b2291//b1261//b1568//b2403//b0399//b2819//b3785//b4522//b4567//
CueR	b3965//b2000//
CynR	b2560//b1002//b3136//b3911//
CysB	b2665//b4129//b0856//b4369//b4092//b2542//b0925//b0049//b4089//b1231//
Dan	b1444//b2557//b1884//b3912//
DhaR	b1205//b4513//b3356//b0957//
DicA	b1566//b2503//b1194//b3919//b3062//b3956//b1274//b0731//
DnaA	b1483//b0522//
EvgA	b1880//b1954//b3067//b3912//b4393//b0400//b3859//
FNR	b0511//b0622//b1713//b1608//b4100//b1914//b1321//b3791//b2779//b4670//b3096//b1091//b2503//b1075//b0622//b3785//b4102//b1183//b0439//b0517//b0485//b3744//b3699//b0109//b1780//b3773//b4025//
FadR	b4150//b3923//b3980//b1717//b1075//b2407//b4698//b1102//
FeaR	b0855//
Fis	b3967//b0687//b0399//b4129//b1655//b1288//b1127//b1231//b3503//b0672//b2414//b2063//b0744//b3919//b3186//b4013//b4416//b3066//b4150//b1729//b1262//b2427//b0653//b3157//b1127//b2061//b1409//b3788//b1434//b3797//b1131//b4043//b1889//b3730//b1618//b4116//b0751//b3393//b0150//b2348//b0072//b0244//b4087//b1288//b2823//b0301//b3067//b3356//b0108//b1440//b2465//b1322//b1408//b1888//b2584//b4416//
FlhDC	b3456//b0970//b3454//b1410//b2476//b1198//b1613//b0296//b2189//b3941//b1707//b2152//b0863//b2374//b4097//b1926//b2839//b1925//b0075//b0231//b4399//b0504//b1902//b2531//b2528//b3424//b0744//b0378//b4254//b0191//b1184//b0814//b1004//b2698//b3956//b4241//b1762//b1079//
FliZ	b4702//
Fur	b3027//b2167//b3021//b3773//b3864//b2528//b4106//b3773//b0486//b2580//b4451//b0668//b4480//b2232//b4159//b0233//b4042//b1200//b3322//b0786//b0999//b2868//cpxQ//b3060//
GadX	b2698//b1164//b4089//b2937//b1000//b3062//b0441//
GcvA	b0590//b3789//
H-NS	b1540//b2414//b2063//b2153//b0855//b4254//b2540//b0688//b4025//b3364//b2606//b3057//b1287//b1485//
HU	b4242//b0687//
HcaR	b4670//b4054//b3980//b0514//b4369//b3062//
IHF	b2699//b0303//b0233//b1719//b4054//b2789//b3979//
IlvY	b4201//b2436//
IscR	b2379//b2937//b4042//b4673//b3188//b3958//b3959//b3547//
KdpE	b3608//b1568//b1914//b2868//
LeuO	b1183//b1127//b2503//b2687//b1879//b3392//
LexA	b2414//b3500//b3864//b0441//b2609//b1790//b4160//b0786//b0340//b3572//b1408//b2852//b3572//b1781//b2666//b1540//b0439//b0697//b0874//b0486//b4043//b1883//b1283//b4450//b3558//b4099//b0397//b1452//b1608//b2819//b2153//b4101//b1790//b3773//b0664//b1882//b0565//
LrhA	yegZ//
Lrp	b0674//b3425//b0652//b4502//b0051//b2464//b4355//b4160//b3781//b1091//b0971//b1016//b1184//b2464//
LysR	b0522//
MalT	b3441//
MarA	b3680//b3458//
MatA	b1613//b4705//
McbR	efeU_2//
MetJ	b3469//b0687//b0294//b4270//b2584//
MlrA	b3356//b0216//b1410//b1325//b2469//
MngR	b0673//b1184//b2867//
MntR	b1252//b2671//
MprA	b0277//b3392//b0674//
MqsA	b4408//b4099//
MurR	b2685//
Nac	b0794//b0080//b3022//b0234//b2965//
NadR	b2605//b1321//b3458//
NagC	b4397//b2808//b1547//b4435//b2868//
NanR	b4134//b3060//
NimR	b3860//b0304//
NsrR	b0775//b4417//b2967//b1187//b3501//b1608//b3062//b3793//b4426//b0922//b0244//b2371//b0849//b0777//b3005//b1207//b3184//b4102//b1252//b0732//b4326//b2217//b0732//b1576//b1091//b2687//b1784//b3394//b0999//b4415//
NtrC	b0776//b3670//b1400//b4089//b2310//b0189//b0598//b2603//b2058//b2291//b1947//b0855//b1528//b4525//b3979//b2105//b1194//
OmpR	b2404//b3617//b3965//b3784//
OxyR	b0385//b1762//b3460//b4101//b4347//b1166//b4481//b0400//b3786//
PaaX	b2539//b3241//
PepA	b3572//
PgrR	b0839//b0730//b1265//b0166//b0841//b0755//b2601//
PhoB	b3793//b1547//b3547//b1072//b1810//b1481//b1200//b0516//b4098//b0652//b0145//b4150//b1887//b3364//b2614//b0857//b2000//b3012//b1163//b3011//b0150//yegZ//b0190//b0731//b2752//b1407//b2864//b2819//b3979//b4086//b4355//
PhoP	b1654//b1814//b1714//b4089//b0743//b3965//b3423//b0241//b0385//b2867//b4406//b3392//b0392//b0108//b0523//b3049//
PspF	b0353//
PurR	b0189//b2684//b0971//b2685//b0296//b1333//b3799//b1878//b0191//b1277//b0670//b0652//b2631//
RbsR	b4260//
RcdA	b0151//b1654//b1718//
RclR	b4444//b1566//b1608//
RcnR	b0857//
RcsAB	b2867//b3813//b4670//b4202//b0071//
RcsB	b1707//b3128//b1220//b0589//
RcsB-BglJ	b3773//efeU_2//b0185//b0049//b1199//b0987//b0971//b1198//b2348//b2171//b2820//
Rob	b3500//
RutR	b0233//
SdiA	b0957//
SgrR	b3730//b4458//b3938//b3773//b0786//b4408//
SoxS	b4054//b4105//b1325//b3027//b0891//b2824//
SutR	b0384//b0516//
TorR	b0485//
TrpR	b3793//b1780//b0786//b3493//b0664//b1443//b4408//b3393//
TyrR	b2606//b0111//b1411//
UidR	b4104//
UvrY	b2127//b3979//
XapR	b3503//b2574//
YdeO	b4444//b1889//
YjjQ	b0523//b0051//b2000//b2826//b2435//b2530//b3431//
YpdB	b4444//
YqhC	b3922//b2559//
ZntR	b3788//
ZraR	b2406//
Zur	b4481//b3022//b0340//b4099//b2528//
