#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0604//
Ada	b3501//b2375//b4397//
AgaR	b2574//b4201//b2574//b0241//b1231//b0891//b1946//
AlaS	b0216//
AllR	b1858//b1536//b1020//b4698//b3460//b0464//b1016//b4347//b2435//
AllS	b4567//b1130//b1575//
AlsR	b1132//b2685//b3923//b2189//b3156//b3183//
ArcA	b4105//b0863//
ArgP	b1252//b4502//b2435//
ArgR	b0755//b0999//b3670//b1321//b0565//b3806//b2557//b2375//b0588//b2063//b0730//b0378//b1072//b2818//
ArsR	b4105//b2686//b3062//
AscG	b0189//
AsnC	b4670//
BasR	b4364//
BirA	b4699//b2987//b2503//b4105//b3977//
BluR	b4172//b4098//b2539//b0925//
BolA	b2752//b1714//
CRP	b1548//b1623//b1860//b0233//b1079//b1718//b1429//b2823//b2789//b2171//b2671//b0439//b3911//b2868//b1714//b0517//b3979//b0231//b0191//b1641//b4088//b3680//b0730//b4002//b1568//b3612//b2406//b0953//b1231//b3922//b2498//b4392//b4042//b1288//b1434//b0340//b1982//b3005//b2600//b2607//b4260//b0971//b3787//b0392//b1548//b1791//b2406//b2167//b0244//b1378//b2372//b3967//b4326//b3531//b2697//b3796//b3156//b2609//b2630//b0484//b3065//b3454//b0050//b3186//b0862//b1613//b1231//b0080//
CdaR	b4219//b3922//b1440//b2497//b3686//
CecR	b0999//b2476//b1093//b1654//b0382//
CpxR	b1488//b4097//b2557//b3786//b0439//b1706//b2597//b4086//b2808//b1949//b1321//b0400//b4445//b0684//b0794//b3012//b1949//b2146//b4219//b2868//b2824//b1132//b0304//b4201//b0301//b4172//b0964//b3458//b1878//b0862//b3005//b1881//
Cra	b3607//b4401//b1486//b2864//b1260//b1982//b3686//b2671//b2436//b1288//b1430//b4200//b3665//b3424//b1926//
CreB	b2397//
CsgD	b0207//b4013//b0892//b4525//b0861//b1913//b4002//b1884//b0150//
CueR	b3558//b2614//
CynR	b3183//b2397//b1003//b2666//
CysB	b4095//b3494//b1113//b3096//b0508//b2967//b0140//b3241//b1091//b3157//
Dan	b3941//b2808//b4698//b1623//
DhaR	b2839//b1452//b3240//b2698//
DicA	b2059//b0779//b1528//b0775//b4213//b2105//b4398//b1950//
DnaA	b0799//b1706//
EvgA	b0590//b1231//b0795//b0296//b3237//b0145//b3503//
FNR	b4663//b4705//b3967//b1252//b0509//b2537//b3965//b0799//b0536//yegZ//b4002//b1826//b4150//b0384//b0405//b4249//b3140//b0508//b1713//b3980//b0441//b1885//b4293//b1577//b2698//b1634//b0786//
FadR	b3128//b3057//b4219//b2212//b4673//b4506//b0190//b0672//
FeaR	b0339//
Fis	b4270//b3911//b1325//b0146//b1260//b2348//b4673//b3394//b3859//b0665//b0522//b2616//b4408//b3957//b4043//b4174//b2603//b3730//b3141//b1072//b1199//b0814//b1077//b2866//b0050//b0139//b0378//b0755//b2310//b4364//b1434//b0799//b1430//b1441//b0777//b3501//b0075//b0953//b0779//b3859//b0485//b3863//b2698//b1020//b2388//b1609//b0799//b3012//b0123//b4096//b1205//b2414//b3061//b2864//b3793//b0970//
FlhDC	b1885//b1729//b1702//b0069//b2127//b0775//b0464//b0924//b0505//b1784//b1083//b1706//b1020//b1948//b3005//b2538//b0674//b4525//b0751//b1810//b3793//b3680//b0073//b3806//b0294//b3830//b1982//b2373//b0513//b0346//b2823//b4175//b1442//b0665//b2601//b1814//b2560//b1946//
FliZ	b3011//
Fur	b4242//b0189//b2824//b4175//b3128//b0240//b0970//b1187//b0346//b0303//b1080//b2403//b0060//b3923//b3356//b0400//b1004//b0189//b4270//b1913//b4355//b1861//b0152//b1546//
GadX	b1261//b3494//b0340//b0108//b0957//b0504//b1261//
GcvA	b4024//b0687//
H-NS	b2068//b1441//b2938//b0145//b0140//b3061//b0486//b0512//b0294//b0857//b2839//b2601//b1791//b0664//
HU	b2808//b3789//
HcaR	b0338//b2062//b3140//b2404//b4618//b3572//
IHF	b3813//b2414//b2604//b1091//b3322//b3977//b0377//
IlvY	b4096//b0922//
IscR	b0665//b3774//b1578//b4260//b2557//b0604//b3922//b3980//
KdpE	b3792//b3792//b3531//b2687//
LeuO	b3393//b4699//b4106//b0464//b3941//b2808//
LexA	b4450//b0687//b0241//b2557//b3976//b3140//b3616//b4673//b2290//b4159//b3065//b3061//b1488//b4699//b1205//b2987//b3393//b4481//b4480//b2558//b1950//b3184//b1378//b0110//b1194//b2608//b1091//b2631//b2407//b2212//b2553//b0049//b4369//b2699//b2605//b1485//b2407//
LrhA	b1485//
Lrp	b3008//b0688//b3617//b2375//b0110//b3614//b0708//b0052//b2698//b3661//b1167//b0655//b0439//b3469//
LysR	b3614//
MalT	b3980//
MarA	b1729//b0162//
MatA	b4043//b2152//
McbR	b4705//
MetJ	b1729//b4098//b0140//b4444//b3431//
MlrA	b2097//b3065//b1488//b4392//b2058//
MngR	b3027//b2289//b2867//
MntR	b1547//b0301//
MprA	b4094//b4326//b1333//
MqsA	b0841//b0080//
MurR	b0071//
Nac	b3392//b1810//b1072//b4086//b1729//
NadR	b2063//b2171//b2400//
NagC	b3269//b1407//b4670//b0486//b2597//
NanR	b1762//b1075//
NimR	b3241//b3965//
NsrR	b2608//b1434//b3960//b4415//b2631//b2574//b4480//b0775//b3609//b0514//b4347//b0464//b0377//b0922//b3061//b3454//b0074//b1201//b0655//b2397//b1569//b0294//b0505//b1410//b1702//b0794//b0598//b0069//b3456//b3139//
NtrC	b1184//b2605//b0073//b3458//b1577//b1408//b4480//b1113//b2058//b1198//b1410//b3729//b1229//b3612//b0294//b0123//b4094//
OmpR	b1252//b2402//b4397//b1718//
OxyR	b2631//b4673//b0108//b3919//b3323//b1201//b2685//b3456//b3792//
PaaX	b0156//b0557//
PepA	b2085//
PgrR	b3614//b4415//b1982//b3830//b1274//b0156//b1407//
PhoB	b2374//b0774//b3095//b4100//b2062//b0443//b1091//b3392//b2127//b4173//b2852//b2559//b4096//b2787//b2406//b3960//b4393//b1407//b1568//b0806//b1377//b1546//b2372//b2631//b1569//b2987//b1263//b1075//b1547//b0874//b3049//
PhoP	b3393//b1441//b4484//b1165//b0664//b4202//b0924//b0109//b4102//b3923//b4172//b0273//b3545//b1220//b3978//b1288//
PspF	b4116//
PurR	b3454//b3773//b1575//b1718//b2371//b2987//b3049//b2605//b0668//b3941//b3790//b2289//b2465//
RbsR	b2560//
RcdA	b3392//b1567//b1326//
RclR	b1082//b1780//b3785//
RcnR	b2085//
RcsAB	b1198//b2168//b2603//b1949//b2600//
RcsB	b3062//b1184//b0987//b3965//
RcsB-BglJ	b1704//b1704//b1092//b1016//b0778//b3813//b1004//b1283//b3572//b0673//b0654//
Rob	b2614//
RutR	b3441//
SdiA	b1205//
SgrR	b2312//b1166//b3699//efeU_2//b1780//b1860//
SoxS	b1407//b0806//b1020//b3525//b0912//b2824//
SutR	b1102//b2868//
TorR	b4260//
TrpR	b2822//b2397//b3665//b0378//b3744//b3686//b3138//b3919//
TyrR	b0150//efeU_2//b1579//
UidR	b1887//
UvrY	b1890//b2153//
XapR	b1889//b3237//
YdeO	b0854//b3190//
YjjQ	b0398//b3184//b3617//b4260//b2537//b0484//b4599//
YpdB	b0151//
YqhC	b2152//b3922//
ZntR	b3957//
ZraR	b0814//
Zur	b0590//b2388//b3392//b0304//b3788//
