#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1260//
Ada	b0234//b3916//b0892//
AgaR	b3095//b0777//b1199//b1926//b3978//b0439//b1613//
AlaS	b4618//
AllR	b0854//b3432//b3458//b1252//b0708//cpxQ//b3919//b0793//b1272//
AllS	b0109//b0185//b2168//
AlsR	b1790//b4355//b1924//b4200//b0341//b1575//
ArcA	b4399//b1707//
ArgP	b1075//b3494//b1861//
ArgR	b3501//b2105//b4293//b3976//b3503//b1783//b3911//b1078//b2531//b1442//b2630//b1814//b3609//b0340//
ArsR	b1568//b0346//b1608//
AscG	b2609//
AsnC	b3864//
BasR	b2737//
BirA	b3617//b0185//b1080//b4435//b0150//
BluR	b3067//b4242//b0697//b0237//
BolA	b0922//b1263//
CRP	b3680//b4090//b0664//b3794//b3609//b1262//b1634//b0346//b4092//b4408//b1548//b4160//b3532//b3065//b0806//b2379//b0654//b2788//b3785//b4242//b1003//b4398//b3008//b0672//b2699//b3670//b3613//b3184//b1707//b2665//b2153//b1579//b1198//b3456//b2396//b0185//b2666//b2147//b0971//b1333//b1079//b3788//b1163//b2397//b1890//b3140//phnE_2//b1194//b0665//b3062//b2608//b0814//b0232//b0277//b0786//b2059//b1083//b3941//b4293//b3959//b2864//b3532//b1481//b4397//b1377//b1016//b0924//b0672//
CdaR	b1091//b0190//b3128//b3136//b2666//
CecR	b1982//b0654//b0912//b1576//b0207//
CpxR	b0536//b3680//b3011//b0708//b1890//b3458//b0732//b4104//b1409//b4392//b0233//b1409//b2574//b3965//b1528//b1623//b2557//b3859//b4347//b2616//b1378//b0384//b2403//b2464//b4260//b1878//b1706//b1272//b0522//b4392//b2388//b4090//
Cra	b4393//b4101//b0511//b3980//b3798//b3096//b0403//b0512//b2697//b0507//b0485//b0684//b3271//b1400//b0814//
CreB	b0191//
CsgD	b3136//b1579//b4370//b0031//b1577//b3729//b0152//b3268//b0854//
CueR	b0443//b4408//
CynR	b3141//b0861//b3323//b1762//
CysB	b1400//b1081//b3773//b0774//b3672//b1780//b2779//b1093//b0806//b3494//
Dan	b0698//b0814//b3912//b0862//
DhaR	b1540//b0139//b3062//b2374//
DicA	b2808//b1881//b1287//b0156//b0439//b0378//b1130//b0924//
DnaA	b0523//b3066//
EvgA	b2686//b0345//b1947//b0110//b3688//b4094//b4416//
FNR	b0231//b1950//b0504//b4097//b0400//b3338//b1859//b4254//b0604//b3062//b3965//b1728//b3786//b0240//b2852//b3686//b1083//b2290//b4525//b4671//b2603//b0987//b1613//b2464//b0473//sroA//b2614//
FadR	b2560//b2824//b1798//b1846//b4116//b0340//b4044//b0108//
FeaR	b1252//
Fis	b1020//b1528//b3136//b0874//b1888//b0443//b0565//b4525//b2787//b3061//b0152//b2788//b2601//b1567//b3545//b1207//b2699//b3608//b3730//b4260//b0385//b3773//b0591//b1327//b3503//b2189//b0666//b2407//b4202//b3790//b3469//b1132//b2289//b2866//b1914//b2498//b2752//b2787//b4673//b3013//b0353//b0353//b2348//b1486//b2427//b1846//b2824//b3665//b1205//b4393//b3547//b3547//b3425//b4673//b4086//b2509//
