#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0999//
Ada	b4445//b3941//b4670//
AgaR	b1577//b3237//b1488//b1260//b4092//b3364//b1287//
AlaS	b1410//
AllR	b0924//b3061//b0745//b0598//b3796//b1791//b3938//b3607//b3790//
AllS	b2666//b0697//b4044//
AlsR	b0150//b0464//b3243//b2630//b2559//b3686//
ArcA	b1713//b2821//
ArgP	b1881//b1252//b1488//
ArgR	b2665//b0814//b0231//b0145//b1002//b0244//b2404//b4249//b3830//b4102//b4502//b3022//b0890//b0153//
ArsR	b2965//b3864//b3012//
AscG	b1073//
AsnC	b0565//
BasR	b2406//
BirA	b0384//b1741//b0341//b4096//b1484//
BluR	b0666//b2469//b1220//b0512//
BolA	b4397//b0516//
CRP	b3456//b3139//b1205//b1229//b1452//b1947//b3432//b1444//b3185//b0151//b2819//b0971//b3645//b2168//b3338//b2313//b1944//b4254//b2821//b0744//b1889//b0604//b2061//b1130//b1411//b3967//b2839//b2893//b2603//b4088//b4054//b2864//b2868//b2213//b1608//b3923//b3806//b0068//b1327//b0857//b4502//b4270//b3558//b2537//b2788//b1546//b0233//b2616//b4150//b2893//b0294//b0856//b0384//b4094//b0378//b2435//b3323//b3503//b3616//b1000//b0377//b3558//b0233//b0107//b3183//b1576//b3494//b0863//
CdaR	b1080//b2967//b3049//b2291//b1887//
CecR	b1003//b0786//b2153//b3067//b4411//
CpxR	b2751//b4415//b1231//b2316//b1260//b0505//b0139//b2616//b0970//b1220//b0067//b3613//b2789//efeU_2//b4443//b4202//b0922//b3864//b3532//b0799//b1113//b3922//b0696//b0049//b3012//b0192//b3572//b3458//b3138//b3494//b1321//b0346//
Cra	b3457//b3957//b0277//b1092//b3137//b4397//b1131//b4326//b2316//b3395//b0069//b0508//b3613//b3532//b1081//
CreB	b0439//
CsgD	b1430//b1283//b1729//b0523//b0786//b1386//b2216//b2464//b1200//
CueR	b3432//b1946//
CynR	b2217//b1400//b2893//b1782//
CysB	b0517//b4326//b0383//b4249//b1333//b2808//b1608//b3425//b3027//b3240//
Dan	b0071//b1714//b3785//b0504//
DhaR	b3671//b4663//b1440//b3789//
DicA	b4254//b0697//b3012//b1442//b2537//b4096//b1914//b1264//
DnaA	b4326//b1183//
EvgA	b1252//b3392//b2597//b0191//b1000//b3978//b4270//
FNR	b3138//b1434//b1434//b1728//b1003//b1781//b1729//b0060//b4085//b1076//b0504//b0964//b0517//b1949//b4567//b2061//b3184//b2684//b4098//b3432//b1127//b0505//b4567//b2542//b4292//b1486//b0111//
FadR	b1102//b1183//b2436//b2388//b1702//b1164//b0397//b3458//
FeaR	b4450//
Fis	b0341//b0073//b3457//b0232//b0486//b3919//b0303//b0072//b2469//b1623//b1274//b3796//b3011//b1886//b0377//b0565//b3790//b1566//b1231//b2289//b2557//b0665//b0185//b0604//b4417//b3395//b3364//b3547//b2605//b1072//b4241//b1949//b3789//b2684//b0106//b1078//b0775//b4399//b3156//b0392//b1780//b0447//b0166//b2400//b1272//b0668//b4458//b2541//b2580//b1073//b1488//b1440//b4451//b1002//b0340//b0970//
FlhDC	b4673//b2864//b0049//b2820//b0796//b3558//b0792//b2217//b1272//b4088//b3141//b0383//b1704//b0685//b1814//b3049//b4599//b3572//b1443//b0891//b1577//b1481//b0688//b0067//b2965//b0970//b0793//b4599//b3645//b0464//b0774//b0069//b0439//b0382//b0140//b1608//b0516//b2232//
FliZ	b1826//
Fur	b0073//b3977//b4086//b2401//b0398//b1073//b0891//b1654//b1706//b2631//b0971//b1440//b2866//b4094//b0775//b1077//b2171//b4175//b1003//b4105//b2603//b4088//b0109//b2686//
GadX	b1944//b1163//b3665//b2671//b1074//b4104//b1260//
GcvA	b1946//b1790//
H-NS	b3699//b1883//b2574//b3006//b1377//b0653//b3923//b4105//b1814//b2531//b1925//b0957//b0338//b4213//
HU	b0664//b0067//
HcaR	b2105//b4092//b1481//b2000//b3137//b3424//
IHF	b3013//b1440//b1578//b0377//b1762//b1130//b0403//
IlvY	b0338//b2607//
IscR	b0670//b3923//b4279//b3863//b1231//b0685//b3863//b3744//
KdpE	b2063//b4280//b1000//b3730//
LeuO	b3469//b0698//b0892//b1407//b0244//b3338//
LexA	b0294//b0273//b0923//b2168//b0849//b0666//b0685//b1608//b1002//b3922//b1442//b3730//b3965//b3797//b4087//b1487//b0854//b0072//b4129//b4042//b4042//b2609//b1654//b2427//b0684//b2153//b4249//b2146//b0296//b1166//b1481//b3095//b1886//b2000//b1608//b2310//b2213//
LrhA	b1790//
Lrp	b4293//b1131//b2560//b1220//b0891//b0508//b3558//b2822//b0464//b1814//b4671//b0031//b4085//b0340//
LysR	b0995//
MalT	b1003//
MarA	b4174//b2061//
MatA	b0672//b0080//
McbR	b3062//
MetJ	b0050//b0399//b0924//b2938//b3781//
MlrA	b2537//b2498//b0303//b0439//b2818//
MngR	b0517//b3977//b0806//
MntR	b0152//b3322//
MprA	b4369//b4085//b0672//
MqsA	b3186//b4484//
MurR	b2937//
Nac	b2372//b0912//b4106//b3012//b1914//
NadR	b3424//b4270//b3270//
NagC	b3919//b4444//b0995//b2528//b0672//
NanR	b0654//b3322//
NimR	b4086//b3188//
NsrR	b4599//b1111//b0346//b1548//b1111//b3916//b4355//b0345//b4393//b0216//b0793//b3423//b2189//b4203//b2388//b0799//b3138//b3394//b1569//b3188//b4292//b0301//b0151//b2397//b0512//efeU_2//b1810//b4522//b0664//b3532//
NtrC	b0654//b1333//b2068//b2058//b2542//b3922//b1718//b0696//b1861//b3617//b3183//b2402//b0080//b0207//b0860//b0655//b3190//
OmpR	b0464//b1434//b1728//b4401//
OxyR	b1944//b1264//b0384//b4445//b1277//b3864//b3532//b1020//b3781//
PaaX	b3547//b0655//
PepA	phnE_2//
PgrR	b0439//b0673//b2684//b4671//b3830//b2497//b0964//
PhoB	b2379//b3394//b0654//b0346//b4411//b2216//b3572//b1741//b1888//b3096//b2557//b0912//b2212//b0511//b0338//b1486//b4101//b1713//b2818//b3532//b0857//b1303//b0464//b1714//b2866//b1091//b3441//b2820//b2212//b0912//b4242//
PhoP	b0665//b4099//b0345//b3607//b1262//b0384//b0841//b1481//b2937//b2537//b0786//b4099//b4671//b1288//b4671//b0777//
PspF	b2311//
PurR	b2530//b0162//b4202//b2825//b0377//b0971//b2085//b2866//b0447//b1252//b1377//b3956//b1303//
RbsR	b3798//
RcdA	b0513//b1111//b2818//
RclR	b3395//b3547//b3799//
RcnR	b4093//
RcsAB	b2665//b1782//b3190//b3240//b2068//
RcsB	b1093//b3784//b0189//b3532//
RcsB-BglJ	b3364//b4280//b2435//b1207//b1782//b1076//b0953//b1713//b2127//b2606//b0793//
Rob	b0378//
RutR	b0190//
SdiA	b0441//
SgrR	b3128//b0664//b1713//b1881//b3157//b0071//
SoxS	b0241//b1378//b3978//b1567//b3096//b2603//
SutR	b1846//b2686//
TorR	b4086//
TrpR	b4392//b3454//b2373//b3008//b4098//b3502//b2312//b0345//
TyrR	b4092//b2414//b0987//
UidR	b0792//
UvrY	b4435//b4369//
XapR	b0156//b3958//
YdeO	b2476//b3558//
YjjQ	b0622//b3796//b2503//b4203//b2217//b3787//b1072//
YpdB	b3322//
YqhC	b0485//b0051//
ZntR	b1568//
ZraR	b3356//
Zur	b0156//b4670//b3271//b1882//b1880//
