#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3744//
Ada	b3789//b4106//b0589//
AgaR	b1857//b3688//b3860//b0382//b1262//b0861//b0377//
AlaS	b4364//
AllR	b4159//b0301//b3095//b0708//b0400//b4024//b2787//b0777//b2895//
AllS	b0191//b4347//cpxQ//
AlsR	b3699//b4370//b3156//b4087//b2059//b0841//
ArcA	b2085//b3688//
ArgP	b3066//b4525//b0060//
ArgR	b0073//b4513//b0049//b1702//b0774//b4670//b1926//b3057//b1814//b3184//b4090//b2211//b0841//b1205//
ArsR	b1676//b1791//b2436//
AscG	b3457//
AsnC	b0074//
BasR	b3572//
BirA	b2825//b2146//b2867//b0244//b0107//
BluR	b3322//b3547//b0514//b3688//
BolA	b0995//b4044//
CRP	b2312//b1203//b1167//b0698//b3060//b4567//b1717//b1879//b1888//b3425//b1486//b3958//b4094//b1265//b1326//b2606//b3774//b0744//b3791//b2404//b3796//b1882//b3793//b3794//b1076//b1327//b2503//b3242//b1790//b0522//b2401//b2751//b1264//b1859//b3049//b3392//b2375//b1409//b3923//b3139//b3432//b1569//b2469//b2686//b3432//b2388//b3432//b1481//b2558//b1333//b0957//b1702//b2146//b0509//b0697//b3096//b0108//b2614//b1207//b2687//b1400//b1634//b3460//b4567//b0778//b3469//b1540//b2217//
CdaR	b1982//b0346//b1780//b0514//b0792//
CecR	b1609//b0687//b2737//b2371//b2868//
CpxR	b0392//b0666//b0052//b1400//b2213//b4101//b2000//b4450//b4270//b1205//b4088//b0674//b2465//b2666//b3469//b0855//b1577//b2584//b0892//b2379//b2062//b0345//b0970//b0504//b0304//b3364//b0849//b0166//b0400//b3830//b2820//b4399//
Cra	b1327//b3392//b3860//b3791//b1707//b2169//b0191//b0150//b3980//b2316//b4699//b2686//b2609//b0687//b2779//
CreB	b4567//
CsgD	b3454//b0591//b0108//b1411//b1400//b3062//b1205//b3967//b3431//
CueR	b0668//b0464//
CynR	b1967//b3792//b2097//b4203//
CysB	b3729//b2537//b0912//b4399//b2967//b1579//b0507//b1083//b2584//b0622//
Dan	efeU_2//b3688//b0891//b1321//
DhaR	b1127//b0512//b1333//b3797//
DicA	b0403//b2212//b2498//b2608//b0052//b2752//b1198//b0441//
DnaA	b1783//b1265//
EvgA	b3062//b1566//b0774//b1567//b0508//b0912//b0959//
FNR	b4399//b2606//b0304//b1948//b1880//b1676//b0050//b4101//b4105//b4219//b2216//b1719//b4279//b0970//b1091//b0475//b2000//b1443//b3665//b1537//b2824//b4445//b4480//b1113//b0139//b4458//b4200//
FadR	b1791//b0156//b3744//b1860//b1790//b2311//b2168//b4280//
FeaR	b1890//
Fis	b0665//b1885//b2407//b1613//b3338//b2059//b3661//b0892//b2789//b0517//b2537//b2580//b3063//b0854//b2938//b0588//b3744//b1949//b1277//b4408//b4129//b0216//b0484//b3959//b0049//b3956//b4368//b0655//b1484//b3128//b0338//b1287//b0687//b0139//b1091//b1262//b0964//b0874//b1083//b1887//b0190//b1949//b1568//b0447//b0687//b4160//b3141//b3613//b0774//b3916//b3185//b3922//b3531//b3066//b1882//b0383//
FlhDC	b0839//b2169//b4411//b4702//b0304//b3545//b2819//b0708//b0111//b3432//b2371//b2400//b3128//b2169//b3976//b0106//b3609//b1386//b2616//b4173//b0338//b2427//b0799//b2146//b1274//b0688//b2152//b0664//b0341//b4089//b1884//b3271//b4280//b3243//b1325//b1946//b3806//b1327//
FliZ	b1741//
Fur	b2168//b3136//b3521//b0405//b3268//b2530//b3424//b2313//b3157//b0111//b0146//b0745//b1717//b0523//b2436//b1676//b2540//b3729//b1536//b2146//b0814//b0557//b3128//b0664//
GadX	b3013//b2839//b3137//b0622//b4219//b0696//b1881//
GcvA	b2509//b0814//
H-NS	b1410//b0382//b0925//b0050//b1165//b4201//b4134//b1076//b4024//b3773//b0995//b3784//b0516//b1623//
HU	b4663//b4698//
HcaR	b2787//b3061//b3243//b3469//b1783//b0192//
