#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2686//
Ada	b2217//b2752//b4502//
AgaR	b0523//b1277//b1443//b1914//b0378//b1782//b1441//
AlaS	b3830//
AllR	b3793//b0854//b0237//b3184//b1578//b0067//b0189//b1485//b0672//
AllS	b2212//b2541//b3137//
AlsR	b0860//b3806//b1576//b1846//b0151//b1950//
ArcA	b3645//b4054//
ArgP	b0234//b1072//b0514//
ArgR	b0622//b0241//b0151//b0964//b3941//b2147//b0166//b0744//b1780//b4397//b2557//b0696//b0140//b1194//
ArsR	b4090//b3532//b2216//
AscG	b3670//
AsnC	b3672//
BasR	b0108//
BirA	b3979//b0339//b4098//b2665//b0111//
BluR	b0666//b1485//b0241//b1321//
BolA	b2062//b2061//
CRP	b0162//b1860//b0995//b2825//b1130//b0301//b1207//b1184//b2085//b2312//b3338//b2400//b0795//b1885//b3096//b2168//b3006//b1400//b3062//b0698//b1452//b3798//b0744//b4042//b0912//b4129//b0892//b4013//b3049//b1199//b3959//b1078//b0106//b3268//b4458//b0664//b0654//b3424//b0674//b0190//b1634//b1810//b0074//b2818//b4397//b0060//b1879//b0590//b0166//b4699//b2867//b2232//b1858//b3680//b1728//b1127//b4671//b3976//b1634//b0383//b4618//b2553//b0849//b1229//b1194//b2609//b1488//b1618//
CdaR	b2058//b0303//b2373//b3243//b3008//
CecR	b2559//b2374//b3794//b1078//b4502//
CpxR	b2752//b4525//b1879//b4097//b3672//b3183//b1623//b2401//b0073//b2465//b1377//b1378//b0860//b2058//cpxQ//b3978//b4280//b1567//b0485//b2824//b0665//b0049//b0384//b0405//b4599//b1814//b2820//b2684//b3572//b3796//b1488//b1288//
Cra	b0849//b2540//b3269//b1073//b1954//b0398//b2788//b0241//b0806//b0922//b2211//b1798//b0277//b4401//b3190//
CreB	b1729//
CsgD	b2609//b4099//b0080//b2402//b0073//b0557//b1483//b1641//b0150//
CueR	b4088//b1083//
CynR	b0792//b1265//b0216//b3609//
CysB	b4134//b2824//b1113//b3141//b0512//b3789//b2212//b3806//b2212//b3423//
Dan	b1076//b1567//b1877//b2469//
DhaR	b0232//b3066//b0513//b2808//
DicA	b1277//b4481//b3976//b3057//b2436//b1883//b4134//b2436//
DnaA	b4159//b3493//
EvgA	b3744//b2553//b3781//b4451//b4567//b0189//b2105//
FNR	b2311//b0654//sroC//b1321//b1113//b1888//b0106//b1780//b2060//b2630//b3061//b4450//b0653//b2404//b0673//b1377//b3919//b0665//b0244//b0405//b3242//b0231//b0862//b1925//b3188//b4513//b0755//
FadR	b2687//b3061//b0398//b1609//b1333//b0863//b3967//b2603//
FeaR	b0031//
Fis	b1283//b2313//b4099//b0301//b3979//b1020//b0166//b2168//b2291//b0557//b2063//b2818//b3958//b1321//b2752//b3612//b2823//b3062//b2063//b3441//b1075//b4451//b1857//b3067//b3967//b1274//b4355//b1260//b0146//b2671//b3502//b4670//b1252//b2808//b0447//b1485//b2058//b1082//b0862//b1879//b0959//b1704//b2787//b4673//b2820//b0162//b4024//b3242//b4025//b2407//b2147//b3793//b0890//b0970//b2063//b3799//
FlhDC	b4279//b2060//b1655//b1945//b1379//b2375//b0340//b3980//b0923//b3786//b1706//b3184//b3938//b4254//b2852//b1860//b3572//b4106//b3454//b0185//b2867//b2574//b4392//b1528//b4444//b2582//b4104//b3859//b2414//b4506//b1166//b2373//b1132//b2414//b1080//b1263//b2750//b0353//
FliZ	b3240//
Fur	b3786//b2607//b3941//b0513//b4203//b1890//b1013//b3966//b2379//b3006//b0153//b1165//b1546//b4450//b0080//b0794//b1444//b1262//b0504//b1882//b2965//b0244//b1013//b1569//
GadX	b3774//b3799//b0353//b1132//b3157//b2105//b3916//
GcvA	b3503//b1407//
H-NS	b0655//b4663//b1877//b3271//b1075//b4044//b2348//b4426//b4525//b1113//b0383//b2169//b2401//b0745//
HU	b0666//b2371//
HcaR	b0786//b2808//b3923//b3977//b0145//b1641//
IHF	b4670//b4042//b0654//b1926//b0774//b0652//b0777//
IlvY	b1885//b3744//
IscR	b0923//b3067//b1704//b0377//b3661//b2839//b2609//b2684//
KdpE	b0604//b1252//b1926//b1203//
LeuO	b3744//b4417//b1609//b1706//b3460//b3441//
