#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1784//
Ada	b3432//b0464//b0863//
AgaR	b3013//b0697//b1444//b1948//b4042//b0382//b0139//
AlaS	b2987//
AllR	b4663//b1288//b1706//b1717//b4613//b3393//b4150//cpxQ//b1032//
AllS	b0304//b1861//b1032//
AlsR	b2603//b3455//b1718//b2189//b2097//b0925//
ArcA	b0786//b1200//
ArgP	b3786//b1073//b0109//
ArgR	b0392//b4613//b1444//b1274//b3798//b0696//b3941//b1578//b2987//b0067//b3797//b3532//b0987//b3572//
ArsR	b4024//b3980//b3665//
AscG	b3432//
AsnC	b1166//
BasR	b0687//
BirA	b0652//b1407//b0145//b3270//b3607//
BluR	b4417//b3830//b1263//b1576//
BolA	b0696//b0031//
CRP	b0522//b0296//b0072//b3661//b3788//b4242//b2671//b0589//b2631//b0957//b2698//b1790//b4406//b1741//b0774//b3049//b3454//b1410//b2616//b4506//b4417//b1608//b2631//b3067//b0590//b0774//b1949//b1950//b3938//b2938//b4443//b4085//b4172//b2168//b1623//b0922//b3773//b3141//b1790//b3454//b2560//b2698//b0792//b0864//b2427//b3190//b1092//b3012//b1783//b0799//b1860//b1488//b0514//b1704//sroC//b0522//b2697//b2788//b1200//b2404//b4134//b4443//b4397//b0921//b2212//b2553//b0231//b0049//
CdaR	b0806//b1925//b2469//b1486//b1926//
CecR	b2476//b0504//b0216//b1877//b2168//
CpxR	b0191//b0240//b0860//b2213//b0511//b1547//b1077//b2616//b4172//b0486//b0751//b4101//b4370//b0970//b3457//b2558//b0398//b3965//b1885//b2348//b3966//b3859//b1443//b0995//b3469//b1287//b2097//b0072//b4450//b2584//b0486//b3665//
Cra	b2058//b0162//b4698//b0052//b3441//b3813//b1706//b1409//b0750//b3672//b1093//b0862//b1220//b3457//b2427//
CreB	b4481//
CsgD	b4044//b1877//b1444//b4450//b0273//b0684//b1075//b0925//b2665//
CueR	b0925//b4408//
CynR	b1576//b4426//b0052//b1858//
CysB	b0399//b0296//b3672//b1579//b2436//b1400//b1579//b3532//b2752//b0345//
Dan	b1203//b2313//b1377//b4450//
DhaR	b1487//b3441//b0511//b0653//
DicA	b2291//b3183//b0191//b1950//b2375//b2582//b2671//b1113//
DnaA	b3186//b3392//
EvgA	b2402//b1889//b2538//b1400//b2397//b2216//b3688//
FNR	b3021//b3859//b0959//b1194//b0151//b0066//b0397//b4270//b1325//b4280//b4279//b3614//b3813//b0778//b4174//b2601//b4043//b3268//b2604//b1020//b0698//b2609//b2168//b0031//b1262//b4416//b3608//
FadR	b4095//b1016//b2400//b0857//b4090//b1166//b3919//b2146//
FeaR	b0864//
Fis	yegZ//b4506//b0995//b2146//b2407//b3062//b3785//b2189//b0303//b2938//b4293//b0152//b3423//b3057//b3617//b2062//b2987//b3941//b1326//b4260//b4435//b1199//b2779//b2373//b4502//b3027//b0856//b0190//b1187//b1399//b2469//b0303//b4392//b4160//b3859//b1429//b2937//b0655//b3005//b0652//b2823//b0123//b3788//b1613//b4613//b0792//b1926//b0140//b0069//b2750//b0792//b0516//b1676//b2498//b3616//b4173//
FlhDC	b4043//b2464//b3797//b2937//b4213//b0277//b0750//b0508//b1164//b3156//b0588//b2582//b1676//b1848//b2063//b2697//b3521//b4292//b2375//b2820//b0708//b0854//b4096//b1127//b0685//b0232//b4249//b0750//b1262//b3188//b2558//b2601//b1780//b1075//b0732//b1013//b3356//b2630//
FliZ	b0240//
Fur	b1430//b2316//b1327//b3494//b4086//b0604//b1287//b0523//b1859//b2937//b3013//b1888//b0443//b2289//b0216//b3645//b1882//b4355//b2603//b0892//b4368//b0190//b3864//b1608//
GadX	b3270//b4101//b2582//b4411//b1846//b0841//b1073//
GcvA	b2819//b4484//
H-NS	b1879//b4254//b2822//b2217//b3095//b2687//b4134//b0923//b2987//b1967//b4326//b1111//b0517//b2574//
HU	b4172//b1080//
HcaR	sroC//b2686//b0806//b0512//b2614//b1967//
IHF	b0486//b1634//b3966//b4054//b1013//b2397//b0392//
IlvY	b0486//b1575//
IscR	b2147//b1132//b0775//b0166//b2211//b1762//b1091//b2403//
KdpE	b1020//b4174//b4445//b1083//
LeuO	b1442//b3188//b3322//b4415//b2427//b1575//
LexA	b0405//b1321//b2498//b1400//b3190//b4241//b2824//b0856//b4523//b4523//b3786//b1205//b1608//b1091//b3425//b0668//b1187//b1481//b0353//b4702//b4370//b0514//b0074//b0231//b1077//b4203//b4090//b0512//b4201//b0139//b2537//b1263//b4368//b1091//b3067//b3011//b3006//
LrhA	b1848//
Lrp	b3547//b3744//b2820//b4105//b0777//b3500//b0072//b0303//b4202//b2631//b1880//b0598//b1783//b3188//
LysR	b2313//
MalT	b0234//
MarA	b3860//b3794//
MatA	b1000//b1199//
McbR	b0874//
MetJ	b1706//b3959//b1399//b0392//b1547//
MlrA	b1082//b1265//b2868//b4200//b0863//
MngR	b1443//b3021//b4099//
MntR	b2061//b0484//
MprA	b0987//b1264//b3190//
MqsA	b3454//b0959//
MurR	b3923//
Nac	b4097//b2379//b0507//b2751//b1434//
NadR	b3787//b1326//b0383//
NagC	b2312//b1444//b1485//b3021//b3500//
NanR	b2752//b0924//
NimR	b0486//b0151//
NsrR	b4175//b3431//b2541//b2372//b1003//b1547//b4567//b0378//b0779//b3190//b0399//b3423//b3912//b2605//b1846//b0953//b3864//b0653//b3980//b0145//b1540//b0786//b2574//b2605//b2893//b3501//b0987//b0189//b3941//b3670//
NtrC	b1634//b1481//b2685//b3785//b2427//b1569//b4096//b0108//b3241//b3008//b1333//b0237//b2097//b0384//b1205//b0654//b1409//
OmpR	b1798//b2603//b1288//b1203//
OxyR	b3502//b2530//b3806//b1887//b2427//b4096//b1944//b4673//b2558//
PaaX	b2665//b0622//
PepA	b0074//
PgrR	b4451//b0509//b0806//b0922//b1003//b1377//b2789//
PhoB	b0674//b1641//b1444//b3532//b0732//b1220//b1882//b1325//b2607//b3095//b2400//b4406//b1327//b2371//b4159//b2404//b1886//b4173//b0779//b1613//b0382//b1113//b4506//b2407//b4670//b2864//b2938//b0778//b3959//b0860//b0145//
PhoP	sroC//b3157//b3806//b1410//b1078//b2060//b0073//b0071//b3938//b0146//b3057//b3157//b3645//b2574//b1441//b0970//
PspF	b1704//
PurR	b0111//b2698//b3774//b2866//b2217//b1483//b4513//b0777//b4054//b0745//b1944//b3797//b3270//
RbsR	b1879//
RcdA	b2789//b3454//b0995//
RclR	b1408//b2211//b1183//
RcnR	b1132//
RcsAB	efeU_2//b4175//b1914//b3864//b1707//
RcsB	b3503//b3521//b0839//b1165//
RcsB-BglJ	b1568//b3730//b3912//b1410//b3157//b0069//b1283//b0232//b3789//b3774//b1547//
Rob	b3671//
RutR	b0511//
SdiA	b2169//
SgrR	b3057//b1877//b1252//b2868//b2530//b2867//
SoxS	b2085//b2967//b1183//b1303//b4525//b1948//
SutR	b1184//b0860//
TorR	b3188//
TrpR	b1569//b1032//b3460//b0439//b1016//b0668//b3183//b1288//
TyrR	b4702//b1846//b4095//
UidR	b0392//
UvrY	b4241//b2403//
XapR	b1780//b3978//
YdeO	b2557//b0189//
