#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0505//
Ada	b2819//b4502//b3241//
AgaR	b1848//b1704//b0072//b3022//b1203//b3008//sroC//
AlaS	b3787//
AllR	b1113//b4105//b4013//b0971//b3670//b1032//b0959//b3494//b4098//
AllS	b3137//b0110//b1252//
AlsR	b4670//b4392//b0925//b3547//b1194//b1080//
ArcA	b4095//b2375//
ArgP	b4093//b3744//b1578//
ArgR	b4098//b1790//b1230//b1004//b3916//b0399//b0922//b0856//b0957//b3794//b3863//b1321//b0786//b3392//
ArsR	b0508//b4088//b3241//
AscG	b0517//
AsnC	b3062//
BasR	b3141//
BirA	b0439//b1082//b1790//b1888//b1264//
BluR	b2538//b1399//b0796//b2752//
BolA	b1887//b3786//
CRP	b1568//b1264//b4411//b1386//b2824//b2557//b4506//b1781//b1032//b2313//b0744//b3665//b2348//b1568//b4174//b4450//b0522//b0892//b4364//b1321//b2820//b3796//b0345//b4095//b4364//b3798//b0775//b0338//b2217//b4443//b3608//b1889//b3184//b3616//b4024//b3185//b0051//b3558//b1163//b0405//b2750//b2671//b0987//b3923//b2097//b2553//b1528//b3066//b4292//b3612//b3027//b1002//b0799//b1410//b0072//b4201//b4370//yegZ//b3006//b2820//b1327//b2530//b1072//b1000//b2697//b3060//b2600//b3394//
CdaR	b0841//b0891//b2152//b3131//b0849//
CecR	b3572//b3395//b1004//b4326//b0240//
CpxR	b3243//b0999//b4095//b3787//b4450//b0891//b4567//b1016//b3008//b2465//b0109//b0892//b2400//b0153//b1888//b1857//b3457//b1020//b0786//b3141//b3049//b4450//cpxQ//b3066//b4200//b0049//b3788//b3790//b0860//b4522//b2631//b1378//
Cra	b3500//b0522//b3157//b1199//b0557//b4105//b3240//b4054//b3672//b3671//b3661//b1782//b3268//b3729//b3494//
CreB	b2497//
CsgD	b0294//b1704//b0189//b1322//b1882//b2559//b3788//b0891//b4702//
CueR	b1485//b1127//
CynR	b3188//b1484//b1272//b2895//
CysB	b0814//b2864//b2868//b3156//b0755//b0672//b4450//b0795//b0796//b4175//
Dan	b4506//b3188//b4369//b0075//
DhaR	b0957//b2435//b2541//b3966//
DicA	b1013//b0067//b3956//b2616//b4451//b3008//b1386//b3784//
DnaA	b4411//b4159//
EvgA	b3006//b3976//b3013//b1782//b0668//b2311//b3441//
FNR	b0060//b3607//b2402//b4129//b3240//b1483//b1861//b0839//b0139//b2530//b1879//b0672//b4270//b4370//b3976//b2313//b0755//b0970//b0687//b0464//b3240//b1890//b2372//b3957//b0517//b0052//b3616//
