#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3665//
Ada	b3005//b0439//b3128//
AgaR	b0241//b3241//b0970//b4368//b3941//b1131//b1569//
AlaS	b3788//
AllR	b2808//b0794//b1967//b0447//b0536//b3661//b4705//b0513//b0353//
AllS	b2407//b0792//b3978//
AlsR	b1883//b0698//b3456//b1784//b0106//b0684//
ArcA	b0075//b1093//
ArgP	b1443//b3356//b0674//
ArgR	b1655//b3531//b1082//b2538//b3501//b3787//b1536//b4160//b4096//b1618//b0774//b3661//b4698//b0145//
ArsR	b3356//b1132//b1780//
AscG	b1655//
AsnC	b1485//
BasR	b0303//
BirA	b3394//b1945//b1410//b2063//b3021//
BluR	b4502//b0301//b4292//b1205//
BolA	b3922//b0216//
CRP	b1205//b2560//b2597//b1443//b1714//b0473//b2529//b3454//b0377//b2097//b0240//b0071//b4085//b3787//b3494//b0475//b1430//b2291//b2476//b1411//b2864//b0392//b1082//b0795//b1967//b2436//b0924//b1377//b1262//b1377//b2153//b0523//b0515//b2540//b0849//b3012//b0505//b1546//b0145//b4481//b2372//b1577//b1914//b0240//b2372//b0185//b3532//b0338//b0293//b3012//b1858//b0439//b0277//b0654//b1857//b1409//b4399//b0959//b4293//b3458//b1429//b1400//b3095//b3863//b0060//b2216//b0696//b3959//
CdaR	b3859//b0392//b1000//b1277//b0377//
CecR	b2608//b3572//b1782//b0731//b0244//
CpxR	b1260//b4106//cpxQ//b3136//b1443//b3545//b1729//b3140//b3798//b1888//b3156//b3356//b0301//b0049//b4435//b1165//b1485//b4013//b0925//b4098//b1205//b4502//b0922//b2529//b1810//b4043//b2601//b3532//b1230//b1073//b0185//b4102//
Cra	b3859//b2530//b2553//b2406//b0841//b4106//b1798//b2540//b4173//b2407//b0863//b0339//b2407//b0109//b3323//
CreB	b1950//
CsgD	b1858//b1528//b3062//b4219//b2557//b0294//b1882//b2540//b1537//
