#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2967//
Ada	b3686//b1791//b1884//
AgaR	b0515//b1092//b4101//b3665//b1676//b0755//b2146//
AlaS	b3184//
AllR	b4092//b0509//b0857//b2528//b2603//b2171//b3441//b2538//b4025//
AllS	b3423//b0067//b3956//
AlsR	b2374//b3960//b3799//b3060//b4098//b4513//
ArcA	b2403//b3923//
ArgP	b1790//b4044//b2147//
ArgR	b4219//b3860//b3190//b0672//b3138//b0151//b3786//b1187//b3457//b1260//b2698//b3394//b3186//b2584//
ArsR	b1429//b2609//b0864//
AscG	b2553//
AsnC	b1654//
BasR	b3136//
BirA	b1781//b2684//b3670//b4270//b1882//
BluR	b2414//b3607//b2291//b3423//
BolA	b2212//b2371//
CRP	b2987//b4702//b0696//b2404//b3502//b4096//b2060//b2313//b0731//b0970//b0303//b0241//b0777//b1080//b1201//b3458//b3503//b4370//b0855//b0383//b0107//b0795//b4451//b1441//b1982//b2597//b1003//b3813//b1452//b2866//b1577//b3911//b4173//b2699//b3671//b0049//yegZ//b1229//b2601//b1004//b1262//b4172//b0778//b0166//b0166//b0970//b4104//b2867//b3140//b4416//b0839//b4097//b4090//b3798//b2685//b0674//b3241//b2752//b0708//b1231//b2666//b4484//b2068//b4370//b4093//b2698//b1578//b4450//
CdaR	b1950//b2789//b2665//b0399//b1861//
CecR	b0674//b2604//b0775//b2819//b1944//
CpxR	b2212//b0799//b3021//b2232//b3806//b3138//b2698//b0146//b2290//b3128//b2171//b1132//b3493//b0778//b1609//b2630//b3431//b3830//b1481//b3322//b3011//b4099//b2819//b2167//b1540//b0207//b3787//b3977//b4397//b2348//b2866//b1704//
Cra	b3545//b4355//b3796//b2530//b4671//b2316//b2097//b3959//b0123//b0731//b4393//b0964//b0111//b0921//b3061//
CreB	b0666//
CsgD	b1132//b0995//b0192//b1130//b3788//b4134//b0294//b3011//b3432//
CueR	b3781//b3912//
CynR	b0708//b2146//b1924//b0075//
CysB	b1321//b0241//b0110//b4254//b4200//b3454//b1200//b2232//b3027//b1886//
Dan	b1325//b3608//b4105//b2476//
DhaR	b3188//b4481//b1762//b4613//
DicA	b0399//b3938//b1400//b0860//b1080//b3796//b3525//b1914//
DnaA	b2821//b4567//
EvgA	b4445//b1287//b2290//b4401//b1676//b3338//b4613//
