#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0653//
Ada	sroA//b1484//b1566//
AgaR	b3617//b3393//b4523//b1322//b1814//b0565//b0338//
AlaS	b2388//
AllR	b2866//b0512//b2787//b2607//b1303//b0674//b0777//b2864//b3794//
AllS	b2232//b3139//b3680//
AlsR	b3157//b1569//b0751//b0750//b4105//b2313//
ArcA	b1265//b1950//
ArgP	b2400//b2895//b3338//
ArgR	b2538//b3531//b4101//b4219//b1272//b1484//b3500//b2559//b3096//b0856//b3912//b4525//b1163//b3457//
ArsR	b0153//b0864//b0516//
AscG	b2560//
AsnC	b3021//
BasR	b4002//
BirA	b0922//b2291//b0304//b3744//b4280//
BluR	b0162//b4445//b4116//b3425//
BolA	b2469//b0378//
CRP	b1207//b3186//b2818//b4599//b3789//b4502//b2406//b3237//b4513//b1826//b0744//b2818//b3547//b0392//b2788//b3066//b2787//b1078//b4443//b3617//b2824//b1081//b1441//b3067//b3786//b4445//b0073//b4702//b2060//b2539//b3789//b3967//b1913//b0234//b3959//b1706//b4096//b0589//b2529//b1883//b1783//b3790//b0589//b1272//b0400//b0591//b3680//b0732//b3322//b0794//b1167//b3609//b3270//b0475//b0731//b0793//b4085//b3784//b0912//b1634//b0654//b2379//b1440//b1676//b1264//b3966//b2580//b2152//
CdaR	b4174//b4355//b3057//b2808//b3729//
CecR	b2213//b4270//b1885//b1379//b4116//
CpxR	b0052//b1706//b3454//b1848//b2560//b4702//b1200//b4293//b1848//b2289//b4522//b0774//b0921//b3338//b1078//b2937//b0399//b0589//b3912//b3237//b2864//b3572//b1252//yegZ//b4092//b0779//b0109//b1878//b2559//sroC//b4134//b3525//
Cra	b0192//b3863//b4203//b2290//b3268//b0653//b3458//b2605//b2189//b0685//b3532//b3922//b3493//b4024//b4134//
CreB	b4116//
CsgD	b4443//b1654//b1000//b0664//b1967//b1634//b4172//b1264//b3457//
CueR	b0921//b2167//
CynR	cpxQ//b3469//b1577//b0050//
CysB	b1230//b0241//b3960//b0912//b4417//b0793//b3613//b4159//b3423//b2752//
Dan	b0697//b3672//b2580//b2168//
DhaR	b4443//b0303//b2403//b3469//
DicA	b3157//b0106//b2606//b1676//b4522//b4699//b1536//b0855//
DnaA	b2311//b4092//
EvgA	b3959//b3063//b1877//b1386//b4097//b2698//b0995//
FNR	b0668//b0353//b0405//b1131//b2671//b4480//b4279//b1926//b2671//b1074//b1187//b1194//b1164//b1264//b3184//b3608//b0672//b0485//b2560//b3021//b1165//b2965//b1194//b1230//b1263//b2290//b2316//
FadR	b2464//b1860//b0505//b2291//b2893//b0068//b0346//b0959//
FeaR	b4567//
Fis	b4355//b0731//b3923//b3938//b0673//b2189//b0874//b3787//b1676//b3240//b4671//b4087//b0192//b4415//b2212//b1641//b1579//b0696//b1859//b4364//b3270//b1201//b1924//b4134//b2630//b1814//b3830//b3241//b0190//b0925//b1548//b3049//b1443//b2469//b0031//b0987//b2371//b1440//b4096//b1880//b2436//b1879//b4160//b3066//b2146//b2605//b4458//b1287//b0598//b3156//b4443//b1780//b1655//b4116//b0673//efeU_2//
FlhDC	b2402//b4705//b3977//b2557//b2291//b1400//b1075//b2105//b1576//b2614//b0730//b1634//b1924//b3572//b2216//b1487//b0864//b3922//b0779//b0794//b3139//b0108//b4417//b2788//b0233//b1547//b1400//b2751//b1264//b4599//b4458//b2498//b3957//b1004//b1780//b3138//b1163//b1000//
FliZ	b0185//
Fur	b3977//b1707//b1540//b3269//b0514//b4443//b0522//b0794//b2787//b3661//b2603//b1846//b2839//b1283//b0591//b3781//b3614//b0622//b0439//b0589//b3460//b0814//b2061//b3431//
GadX	b2059//b0385//b2436//b4260//b2469//b2557//b3425//
GcvA	b4506//b4417//
H-NS	b1546//b1003//b1883//b0473//b1913//b4370//b0672//b2823//b4702//b0684//efeU_2//b3958//b4401//b2436//
HU	b3531//b1229//
HcaR	b0345//b2937//b1163//b4044//b0234//b0670//
IHF	b2060//b3661//b0999//b0523//b4099//b0957//b1072//
IlvY	b3021//b4106//
IscR	b3798//b3190//b4293//b2168//b0892//b1205//b0696//b2388//
KdpE	b3021//b1924//b1377//b3798//
LeuO	b1003//b0513//b0192//b3785//b3525//b0964//
LexA	b1083//b3688//b0111//b2582//b3432//b3661//b4044//b0441//b3184//b4451//b1163//b1702//b2987//b1859//b1077//b0664//b2895//b3744//b2311//b0031//b0123//b1954//b4393//b0060//b4174//b0622//b0517//b1203//b0294//b1548//b1183//b2893//b0139//b1263//b1954//b0964//b1075//
LrhA	b0189//
Lrp	b4044//b2400//b3608//b1536//b2823//b1877//b2375//b4025//b2530//b1719//b0166//b1198//b3242//b1717//
LysR	b4104//
MalT	b3432//
MarA	b1200//b3781//
MatA	b4094//b2686//
McbR	b4347//
MetJ	b0890//b1926//b1728//b2059//b3608//
MlrA	b1002//b3979//b1719//b0912//b1093//
MngR	b0207//b3270//b3919//
MntR	b1288//b4481//
MprA	b0399//b3185//b4702//
MqsA	b2604//b1546//
MurR	b4104//
Nac	b0924//b0185//b1884//b1166//b3863//
NadR	b1078//b2839//b1566//
NagC	b1199//b2687//b3558//b1207//b1784//
NanR	b0688//b2402//
NimR	b4200//b0912//
NsrR	b0652//b1016//b0731//b4202//b3062//b1207//b4618//b1198//b2212//b0924//b1924//b1547//b3786//b2537//b3966//b0971//b1200//b4099//b1378//b1443//b2808//b0304//b1264//b4525//b1321//b3062//b2604//b1434//b1075//b0964//
NtrC	b0234//b4249//b3185//b1798//b3790//b2608//b1277//b3797//b3338//b0557//b0475//b2289//b1902//b1676//b2614//b1982//b0069//
OmpR	b0075//b2822//b2789//b1728//
OxyR	b2000//b1886//b0075//b1272//b1782//b1784//b2557//b2818//b2400//
PaaX	b1945//b4160//
PepA	b4174//
PgrR	b0849//b1613//b2427//b0697//b4399//b3916//b2538//
PhoB	b3269//b3271//b3188//b2400//b1441//b0080//b2895//b1003//b4698//b1890//b1400//b2686//b4093//sroA//b4523//b3799//b3095//b2062//b4089//b2699//b3460//b0922//b3241//b0075//b4355//b4087//b1858//b1567//b3607//b1883//b1263//
PhoP	b3096//b3188//b3572//b1608//b3394//b2821//b2864//b3157//b4088//b2436//b3493//b0864//b3616//b1167//b1003//b3791//
PspF	b3458//
PurR	b3005//b4411//b0189//b2189//b0071//b0398//b4523//b0345//b3243//b4523//b3923//b2789//b1164//
RbsR	b0511//
RcdA	b0565//b0107//b1913//
RclR	b0405//b0207//b1790//
RcnR	b3057//
RcsAB	b3393//b3785//b2427//b2864//b3941//
RcsB	b3011//b1429//b0139//b2171//
RcsB-BglJ	b1113//b1548//b3744//b2609//b2407//b3980//b4613//b0755//b0777//b2060//b1623//
Rob	b4249//
RutR	b0924//
SdiA	b3699//
SgrR	b2788//b0745//b0959//b2825//b4260//b0207//
SoxS	b2403//b0399//b1728//b3912//b4698//b2752//
SutR	b0857//b0957//
TorR	b3608//
TrpR	b0346//b2147//b0052//b2537//b0152//b0666//b0557//b3617//
TyrR	b1859//b1074//b4370//
UidR	b2498//
UvrY	b3096//b0473//
XapR	b2167//b0953//
YdeO	b3830//b2375//
YjjQ	b1441//b2146//b1230//b3066//b3613//b1537//b3572//
YpdB	b4393//
YqhC	b2211//b0216//
ZntR	b0864//
ZraR	b1902//
Zur	b0839//b0140//b2604//b1004//b0511//
