#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0106//
Ada	b1623//b2540//b2822//
AgaR	b1444//b0921//b1164//b0925//b2232//b2965//b2498//
AlaS	b3794//
AllR	b1536//b4702//b4599//b1444//b3744//b2414//b4159//b1536//b2601//
AllS	b4671//b1073//b0066//
AlsR	b2374//b3012//b0516//b2540//b0557//b1859//
ArcA	b2465//b4116//
ArgP	b1261//b1020//b1783//
ArgR	b0957//b2414//b1654//b1220//b3062//b3458//b1880//b1782//b0189//b1020//b0523//b1780//b4480//b3423//
ArsR	b3686//b1164//b0504//
AscG	b1567//
AsnC	b0397//
BasR	b2665//
BirA	b2574//b0779//b0652//b0504//b4369//
BluR	b1442//b4445//b3424//b1848//
BolA	b1713//b2476//
CRP	b3190//b3531//b1166//b0664//b3022//b2823//b1613//b4043//b1888//b1230//b0924//b1303//b3424//b2603//b4445//b1400//b4369//b3919//b4201//sroC//b4089//b1032//b1714//b1264//b1201//b3923//b1430//b0107//b1608//b3665//b3784//b0857//b0111//b1783//b3157//b1810//b1676//b1262//b3431//b3241//b0861//b0234//b3609//b1634//b3616//b2603//b0776//b0304//b1127//b3558//b4411//b2750//b2788//b3356//b1790//b4279//b0987//b1546//b2750//b0755//b1857//b4426//b2290//b0447//b0892//b1429//b1780//b3460//
CdaR	b4087//b3156//b2823//b1165//b0743//
CecR	b0779//b0140//b1609//b1274//b1187//
CpxR	b1887//b3661//b3394//b2401//b4097//b1410//b3139//b0464//b2291//b0397//b3457//b4024//b3978//b1484//b0794//b1076//b3469//b3062//b3784//b2826//b1810//b4129//b1707//b0970//b4097//b4101//b3057//sroC//b0622//b2539//b1655//b1889//
Cra	b0696//b2597//b0565//b2465//b2217//b0674//b1231//b1283//b3774//b1442//b3268//b4279//b0464//b3789//b1826//
CreB	b2779//
CsgD	b2604//b2779//b0464//b3617//b0080//b0856//b0069//b1200//b0049//
CueR	b1166//b3978//
CynR	b3005//yegZ//b1888//b0152//
CysB	b0050//b4090//b1265//b0731//b4002//b3923//b2068//b1814//b1440//b0073//
Dan	b1083//b0959//b3558//b4134//
DhaR	b1846//b0241//b2061//b0293//
DicA	b2839//b0891//b1230//b3521//b3699//b3670//b3730//b2530//
DnaA	b0708//b0303//
EvgA	b4522//b0303//b0687//b3864//b1881//b1810//b1231//
FNR	b2938//b3067//b1231//b0162//b0839//b3614//b0441//b1410//b2867//b3065//b4369//b4104//b2866//b0732//b3532//b4401//b4443//b2607//b0397//b2686//b2401//b0152//b4094//b2752//b4523//b3356//b1578//
FadR	b3005//b2403//b0591//b3454//b4415//b3139//b4406//b1879//
FeaR	b3525//
Fis	b1072//b2787//b2541//b4698//b2388//b2147//b3956//b3140//b1880//b4241//b0923//b2574//b1728//b0697//b2665//b0793//b3063//b3269//b2465//b0151//b0778//b2531//b0793//b4260//b4398//b1618//b2291//b1442//b2529//b3242//b2465//cpxQ//b4411//b4698//b2614//b2789//b1163//b2750//b2608//b2604//b0398//b0341//b2825//b2290//b0505//b2630//b4054//b1714//b3096//b1886//b1288//b1954//b1654//b1127//b3919//b2068//
FlhDC	b1702//b4293//b4100//b0338//b0654//b4484//b0999//b3012//b4401//b4101//b3008//b1860//b2607//b0190//b2893//b4203//b4451//b4347//b4129//b1429//b0862//b0166//b3432//b1623//b2530//b3457//b2852//b0447//b1077//b0509//b3729//b1076//b3797//b2529//b3469//b4093//b0987//b0971//
FliZ	b1261//
Fur	b2604//b3923//b2289//b3456//b2216//b0673//b4435//b1944//b0755//b1322//b4044//b0953//b0293//b1078//b0697//b2435//b2965//b1111//b3941//b0123//b1262//b0345//b2061//b4270//
GadX	b1091//b0924//b1325//b0860//b4173//b4613//b2316//
GcvA	b3790//b4401//
H-NS	b0340//b4201//b2097//b1262//b0666//b1199//b1229//b4042//b1440//b4415//b0234//b3957//b2751//b3270//
HU	b1261//b0108//
HcaR	b4086//b3269//b0504//b1613//b1198//b4355//
IHF	b0237//b3967//b0234//b2823//b3959//b2559//b4092//
IlvY	b4096//b3441//
IscR	b1914//b3454//b0075//b2217//b0523//b2374//b1707//b4392//
KdpE	b3790//b1283//b1016//b0060//
LeuO	b1303//b1579//b2779//b3156//b1880//b0732//
LexA	b2097//b3140//b1566//b2937//b1861//b0405//b3458//b0140//b2212//b2406//b3793//b4099//b1486//b4458//b1718//b1713//b0774//b0862//b4042//b4116//b3617//b0687//b0110//b3013//b1798//b0293//b1707//b2560//b1377//b0777//b4054//b1536//b0189//b0069//b1205//b0340//b2684//
LrhA	b0685//
Lrp	b2216//b1902//b0152//b0684//b3793//b1002//b4241//b3799//b4116//b0066//b0891//b1379//b1111//b4406//
LysR	b3057//
MalT	b1878//
MarA	b3501//b4095//
MatA	b2062//b2600//
McbR	b1072//
MetJ	b2414//b2497//b0383//b4102//b0511//
MlrA	b0745//b1441//b0071//b4002//b2537//
MngR	b2311//b4042//b3922//
MntR	b4326//b0750//
MprA	b3240//b3699//b3960//
MqsA	b1886//b0340//
MurR	b3521//
Nac	b3494//b2597//b2348//b2402//b3237//
NadR	b0924//b3186//b3966//
NagC	b2000//b2312//b0793//b2893//b0513//
NanR	b1131//b1283//
NimR	b0439//b0786//
NsrR	b0273//b1846//b1411//b0475//b1950//b1613//b3323//b2388//b1187//b2597//b2864//b2937//b0464//b4200//b0441//b1950//b2529//b1082//b4393//b2529//b0653//b4025//b1000//b2217//b0106//b2819//b3965//b0959//b3005//b4101//
NtrC	b1441//b0071//b2697//b4024//b3242//b4502//b1408//b4368//b0207//b1092//b0987//b1229//b2216//b2127//b3011//b1075//b2699//
OmpR	b1163//b1409//b3959//b2407//
OxyR	b3688//b3965//b0191//b4484//b2687//b4663//b0923//b3977//b2557//
PaaX	b2895//b3958//
PepA	b0655//
PgrR	b0241//b1322//b4094//b2497//b1198//b1444//b2401//
PhoB	b0397//b2685//b2311//b3919//b2509//b1220//b2751//b3188//b4093//b2085//b2153//b0731//b1634//b2388//b3021//b0708//b4671//b2868//b1434//b0353//b0912//b0839//b3456//b1814//b3686//b0622//b3431//b3608//b3432//b0185//b1080//
PhoP	b0398//b1706//b0591//b0080//b3744//b3021//b3978//b0123//b0377//b1877//b0303//b0277//b4174//b3011//b0123//b1846//
PspF	b2601//
PurR	b2068//b3785//b4699//b3062//b3532//b2987//b1165//b0511//b2311//b3431//b3645//b1913//b1198//
RbsR	b2605//
RcdA	b2402//b3787//b1566//
RclR	b3243//b1982//b4567//
RcnR	b1655//
