#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b4525//
Ada	b3431//b3458//b1325//
AgaR	b1707//b3521//b2097//b3793//b3531//b4013//b1883//
AlaS	b2603//
AllR	b0405//b0296//b1408//b0398//b3027//b0216//b1229//b2168//b1566//
AllS	b0778//b2965//b0588//
AlsR	b2105//b4699//b2808//b2414//b2597//b2609//
ArcA	b0696//b0150//
ArgP	b2372//b4241//b1111//
ArgR	b0892//b4270//b1429//b3912//b2597//b3773//b3063//b3614//b1945//b2469//b1481//b2213//b0377//efeU_2//
ArsR	b2414//b1702//b0786//
AscG	b3240//
AsnC	b3960//
BasR	b0516//
BirA	b0073//b0069//b3672//b3665//b3241//
BluR	b0244//b1076//b1950//b3613//
BolA	b3790//b2497//
CRP	b1950//b0152//b0405//b0862//b2666//b2168//b1443//b1203//b0339//b3022//b1781//b0696//b1264//b4200//b0303//b1889//b3956//b3665//b2406//b3057//b0301//b0696//b4347//b3956//b0664//b4174//b0923//b1950//b3863//b0750//b1265//b1714//b0052//b0156//b4670//b1954//b3425//b4242//b3967//b2348//b1220//b0860//b1718//b1484//b2893//b1002//b2614//b0664//b1032//b1203//b0166//b1377//b0565//b3672//b0031//b3965//b1076//b0924//b3830//b0152//b0189//b0777//b1655//b3645//b3157//b4095//b1481//b3128//
CdaR	b2310//b2312//b1654//b1434//b1430//
CecR	b0405//b3441//b3269//phnE_2//b4134//
CpxR	b4104//b0921//b3138//b4260//b1546//b4100//b1187//b4085//b0296//b1717//b1166//b2404//b0123//b2060//b3062//b0185//b3022//b1187//b0191//b4134//b3980//b0987//b0665//b1261//b3976//b3787//b4523//b1579//b0513//b0860//b2397//b1399//
Cra	b1386//b4369//b1924//b2068//b3049//b3392//b3242//b2388//b1407//b2686//b1613//b0924//b3791//b1163//b4174//
CreB	b3919//
CsgD	b1810//b0237//b0166//b2852//b1167//b4702//b0685//b1826//b1205//
CueR	b1882//b1032//
CynR	b0731//b2609//b0140//b0513//
CysB	b0795//b0392//b2789//b2465//b1132//b1322//b2603//b1704//b3608//b1728//
Dan	b4129//b0959//b1004//b0232//
DhaR	b1288//b2542//b0774//b0841//
DicA	b3941//b3545//b0668//b2822//b0672//b1579//b0441//b1618//
DnaA	b3798//b4444//
EvgA	b3774//b3789//b1810//b3607//b1706//b1741//b0475//
FNR	b1410//b3022//b0031//b0744//b0891//b0664//b3965//b1925//b0863//b0067//b1485//b2630//b1857//b3432//b2868//b2388//b4443//b3456//b2290//b1081//b0192//b1882//b1536//b4173//b1386//b2826//b3502//
FadR	b2604//b4175//b2310//b3049//b4415//b1408//b4523//b0856//
FeaR	b2600//
Fis	b1252//b0146//b2752//b0923//b1074//b1076//b3423//b0863//b4201//b1885//b1946//b2379//b0464//b1113//b1333//b1889//b0687//b3049//b1429//b0353//b1111//b0696//b0959//b2967//b0672//b4279//b0517//b0068//b0403//b2893//b2061//b1537//b0153//b3242//b1889//b1567//b0145//b1220//b2824//b1882//b1567//b2699//b3859//b0069//b0685//b0080//b3183//b0654//b3500//b0296//b0687//b1077//b4406//b3785//b4702//b1102//
FlhDC	b3188//b4347//b0731//b1077//b1231//b0108//b1798//b2601//b2601//b0123//b3063//b4444//b2822//b2291//b0231//b3798//b3558//b4293//b1077//b1303//b2582//b1187//b3425//b3794//b2608//b0745//b2538//b3454//b4086//b2153//b3011//b0303//b2404//b0755//b1713//b1798//b4698//b3547//
FliZ	b3680//
Fur	b1949//b3790//b2169//b3794//b3323//b3744//b3547//b3613//b4292//b0522//b1327//b3322//b3021//b1967//b0075//b2686//b2372//b2779//b3431//b0108//b2779//b0516//b1883//b4445//
GadX	b1231//b3501//b3065//b0922//b2348//b1441//b3609//
GcvA	b2085//b3186//
H-NS	b0277//b1303//b0443//b4201//b4480//b1262//b1704//b4044//b0775//b1780//b0987//b0925//b0588//b4270//
HU	b1714//b4241//
HcaR	b1434//b0486//b1810//b1890//b0653//b0863//
IHF	b4104//b3784//b1201//b2063//b3978//b2388//b1880//
IlvY	b0441//b4426//
IscR	b2058//b0777//b1452//b1947//b4241//b1283//b4042//b4013//
KdpE	b1707//b3864//b3864//b3503//
LeuO	b4415//b0778//b4417//b2580//b3458//b0730//
