#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2582//
Ada	b3790//b2374//b3665//
AgaR	b0237//b0794//b4100//b0231//b3140//b0664//b2498//
AlaS	b0108//
AllR	b4200//b2574//b1378//b1713//b0688//b4100//b2406//b0484//b4092//
AllS	b4370//b3186//b2153//
AlsR	b4172//b0484//b3941//b0505//b2528//b1378//
ArcA	b0891//b3460//
ArgP	yegZ//b3096//b0971//
ArgR	b3338//b1399//b4484//b3060//b2808//b1032//b4370//b4406//b1887//b1950//b0841//b3095//b1013//b2498//
ArsR	b1882//b1078//b0049//
AscG	b1102//
AsnC	b1303//
BasR	b2895//
BirA	b0685//b0277//b2169//b0162//b1641//
BluR	b4663//b3729//b4399//b1399//
BolA	b2372//b4416//
CRP	b0486//b0971//b1075//b1741//b1780//b1399//b1540//b0514//b3614//b2404//b2779//b1536//b1947//b4098//b1924//b4451//b0673//b2965//b0890//b0447//b0072//b3062//b3980//b2540//b1003//b3671//b3128//b1081//b2058//b4292//b0856//b1902//b3912//b0207//b1486//b2559//b0670//b3469//b1546//b3938//b3614//b0106//b4435//b0922//b4202//b2606//b1791//b3063//b1326//b3395//b4159//b1623//b1623//b2406//b3136//b1379//b1579//b2558//b1718//b2168//b2697//b2371//b0145//b0441//b3957//b0192//b3137//b3460//
CdaR	b3184//b3959//b1566//b1410//b0971//
CecR	b4042//b3784//b3860//b1111//b4401//
CpxR	b2371//b4260//b3501//b1113//b0796//b1676//b1634//b3608//b4100//b0512//b3784//b0111//b1075//b3661//b2213//b0515//b2058//b2750//b4013//b1092//b1386//b3796//b2404//b4173//b1798//b2465//b4097//b3729//b3773//b2540//b3786//b0814//
Cra	b0892//b4102//b1287//b0377//b4369//b2666//b2789//b3131//b2822//b3423//b0110//b2407//b2406//b0588//b3156//
CreB	b3671//
CsgD	b0923//b3521//b3006//b4092//b2539//b2557//b0684//b1886//b2469//
CueR	b4698//b1883//
CynR	b4095//b3793//b0857//b1411//
CysB	b2097//b0384//b0730//b3395//b1127//b2373//b3190//b0156//sroC//b1263//
Dan	b0697//b1092//b0751//b0073//
DhaR	b2313//b0049//b2609//b1260//
DicA	b1127//b1826//b4293//b2752//b0653//b2789//b0987//b2965//
DnaA	b0051//b3794//
EvgA	b3617//b4102//b2401//b3013//b2687//b3790//b1263//
FNR	b1164//b2059//b1655//b4435//b0511//b3057//b3979//b2609//b0515//b2539//b1411//b0385//b3686//b2402//b3773//b2216//b0109//b3460//b0508//b1130//b2895//b1272//b1485//b1706//b1441//b4484//b1262//
FadR	b0999//b1074//b1002//b1165//b0666//b4663//b3493//b2601//
FeaR	b2435//
Fis	b1676//efeU_2//b1568//b0590//b4260//b1613//b0207//b3860//b0684//b4671//b0670//b1784//b3799//b0075//b0140//b1229//b0792//b0744//b3190//b0698//b0841//b4417//b1846//b3184//b4173//b0664//b4435//b0666//b3095//b0744//b1205//b2290//b3242//b3243//b3392//b1072//yegZ//b3863//b2808//b0216//b4100//b3356//b1379//b4426//b1950//b2820//b0439//b2232//b1485//b4054//b0751//b3268//b0162//b4293//b1613//b0237//
FlhDC	b0862//b0439//b2289//b1077//b0293//b2893//b0052//b0670//b4150//b2171//b4502//b3730//b4670//b3978//b3184//b0970//b3788//b1882//b1982//b0861//b0166//b1887//b4203//b4506//b3959//b3806//b0652//b1577//b2686//b3011//b2348//b1444//b4481//b1441//b3183//b3744//b3021//b0071//
FliZ	b1082//
Fur	b0970//b1003//b2503//b0924//b1781//b2497//b3432//b1486//b4415//b4326//b1857//b3431//b2597//b2311//b1013//b2497//b0237//b1718//b1890//b1013//b1264//b4417//b4002//b0398//
GadX	b2631//b3441//b2313//b1634//b4663//b0987//b2808//
GcvA	b1702//b0353//
H-NS	b2061//b1889//b1130//b3493//b0486//b1260//b0796//b3188//b2938//b2167//b1016//b1013//b0796//b0216//
HU	b4347//b1609//
HcaR	b2606//b2427//b2895//b3493//b3774//b1540//
IHF	b3616//b3494//b1948//b2808//b1926//b2540//b3455//
IlvY	b2601//b2603//
IscR	b1207//b0051//b0857//b3859//b1410//b1528//b4175//b0795//
KdpE	b1859//b0864//b3067//b1102//
LeuO	b2820//b3095//b2584//b4096//b1272//b0964//
LexA	b2374//b4663//b1536//b1032//b2291//b0565//b1013//b0049//b2864//b1032//b3049//b1861//b2232//b3394//b2531//b1288//b1857//b2373//b0067//b3013//b1205//b3923//b3967//b2553//b1857//b1954//b2396//b4219//b0384//b0508//b1484//b1260//b4095//b2630//b3958//b3916//b0505//
LrhA	b3424//
Lrp	b0507//b2396//b2464//b0744//b3607//b2313//b0857//b3243//b2216//b2737//b0475//b0839//b4506//b1442//
LysR	b2058//
MalT	b0863//
MarA	b3271//b1945//
MatA	b0849//b1220//
McbR	b2614//
MetJ	b3688//b3609//b2866//b3956//b0523//
MlrA	b2603//b4116//b1881//b1613//b3911//
MngR	b4202//b3049//b4089//
MntR	b4293//b1567//
MprA	b3547//b1706//b3493//
MqsA	b1400//b0523//
MurR	b1881//
Nac	b0731//b1111//b3392//b0108//b0346//
NadR	b3500//b0241//b0304//
NagC	b1411//b0512//b1676//b0698//b0241//
NanR	b1879//b0509//
NimR	b0970//b0345//
NsrR	b0513//b2531//b3572//b0505//b1781//b2684//b1881//b1277//b4173//b4099//b2312//b0685//b0067//b2168//b1954//b1946//b0071//b3271//b1618//b3545//b3392//b0687//b2750//b1634//b2068//b2604//b2311//b1982//b0234//b1567//
NtrC	b3441//b4175//b2068//b3186//b1791//b1020//b0668//b3008//b1926//b4435//b3425//b1261//b2189//b4451//b1231//b1163//b0340//
OmpR	b0146//b3786//b0301//b4090//
OxyR	b4445//b4043//b4326//b1131//b3786//b1486//b3065//b1567//b1877//
PaaX	b1277//b1537//
PepA	b0464//
PgrR	b1881//b1130//b0516//sroC//b4347//b4096//b0777//
PhoB	b2407//b3787//b2152//b0382//b1924//b0959//b0814//b4408//b1410//b0779//b1783//b0486//b0668//b1481//b1702//b0398//b1884//b4370//b3027//b0622//b4399//b2895//b2374//b0856//b1883//b1926//b0399//b1888//b0664//b2476//b2684//
PhoP	b3957//b1325//b1127//b0162//b3532//b2348//b1443//b2403//b3242//b1568//b0403//b1321//b4481//b1713//b0777//b0590//
PspF	b1274//
PurR	b2608//b1283//b3799//b2825//b2606//b4502//b1926//b2823//b3268//b4406//b0778//b3672//b0234//
RbsR	b1814//
RcdA	b3184//b0794//b1547//
RclR	b2788//b1484//b0441//
RcnR	b4116//
RcsAB	b1846//b3572//b0688//b3956//b1483//
RcsB	b4523//b0146//b0340//b0857//
RcsB-BglJ	b2604//b1073//b3140//b2169//b4444//b0854//b2498//b1536//b0156//b2825//b1102//
Rob	b2211//
RutR	b3785//
SdiA	b0684//
SgrR	b1072//b2407//b2152//b1443//b0792//b1954//
SoxS	b4002//b3730//b3608//b1880//b3672//b0399//
SutR	b0049//b1913//
TorR	b3796//
TrpR	b3460//b0697//b0604//b0110//b1944//b4087//b1231//b0792//
TyrR	b2402//b0622//b1082//
UidR	b1946//
UvrY	b0277//b1536//
XapR	b3978//b0744//
YdeO	b1567//b1887//
YjjQ	b0346//b1536//b0507//b1791//b4525//b0106//b2614//
YpdB	b3049//
YqhC	b4292//b0439//
ZntR	b3012//
ZraR	b2211//
Zur	b2631//b0925//b4025//b0892//b2609//
