#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2539//
Ada	b2560//b4095//b2537//
AgaR	b3022//b0708//b2068//b3240//b0277//b2476//b3271//
AlaS	b3699//
AllR	b1540//b0654//b4116//b1848//b0841//yegZ//b2403//b3916//b1782//
AllS	b4219//b4368//b1265//
AlsR	b4397//b0674//b2310//b4523//b2574//b1000//
ArcA	b2609//b2498//
ArgP	b0921//b0441//b2062//
ArgR	b1164//b1618//b4270//b0953//b1083//b0052//b4292//b2217//b2604//b3680//b1798//b3131//b0964//b2558//
ArsR	b1488//b0341//sroA//
AscG	b3022//
AsnC	b1946//
BasR	b2498//
BirA	b0304//b2217//b1948//b0854//b2826//
BluR	b2063//b4480//b0536//b1131//
BolA	b4129//b0696//
CRP	b2371//b0162//b2868//b1102//b1729//b3441//b3781//b0750//b0854//b3792//b3183//b4129//b2699//b3781//b3665//b3183//b2574//b4399//b0072//b2068//b2397//b0987//b3457//b1528//b3919//b3730//b0153//b3013//b3005//b1634//b1131//b4043//b3680//b2311//b2404//b1127//b2687//b0464//b0031//b2559//b4698//b4270//b3066//b1073//b0516//b3859//b0049//b3006//b0485//b3128//efeU_2//b0139//b1004//b2397//b3784//b4326//b2503//b2607//b3271//b0400//b1702//b3978//b1205//b0589//b0050//b1609//b1784//b1790//
CdaR	b0874//b3095//b2559//b4129//b2937//
CecR	b4175//b2559//b3781//b0153//b4397//
CpxR	b3139//b0854//b0486//b2822//b0140//b3787//b1111//b1377//b0861//b4673//b0655//b3558//b0953//b1945//b0392//b2171//b3813//b3500//b0513//b1486//b3186//b0774//b2607//b2375//b0050//b3190//b2537//b1194//b0304//b4044//b1287//b1702//
Cra	b0517//b3976//b4393//b0814//b2538//b1277//b1378//b2291//b4172//b1072//b2388//b1889//b4043//b1399//b2671//
CreB	b4399//
CsgD	b1826//b0156//b0778//b0403//b2153//b1925//b0068//b2211//b4506//
CueR	b3494//b0383//
CynR	b2530//b1857//b3502//b2967//
CysB	b1127//b3784//b1569//b3612//b3956//b4618//b4095//b2168//b3792//b3863//
Dan	b1879//b3965//b4663//b4094//
DhaR	b1399//b4044//b0189//b1877//
DicA	b1568//b1982//b3065//b0953//b1263//b3744//b3241//b1265//
DnaA	b3796//b1634//
EvgA	b1231//b2509//b0513//b4445//b2601//b1183//b1729//
FNR	b1791//b2153//b2671//b3979//b1261//b0110//b3670//b1576//b1946//b2372//b0392//b1568//b4567//b0244//b1706//b2539//b0857//b3128//b0403//b1187//b0730//b3503//b2211//b1613//b2684//b1386//b4613//
FadR	b1719//b2788//b3460//b0152//b2058//b2189//b0668//b3670//
FeaR	b1926//
Fis	b3813//b0512//b4090//b2169//b3441//b0071//b1220//b0031//b2752//b1967//b0778//b2528//b3460//b1077//b2213//b2404//b2348//b0153//b1322//b1890//b0068//b1741//b3680//b0684//b3665//b3128//b0912//b0185//b2616//b3460//b0241//b3784//b3066//b4401//b1702//b2605//b1859//b0475//b2684//b1488//b1111//b1073//b1540//b2404//b0153//b4484//b4513//b3458//b2316//b3136//b1810//b1164//b1608//b0923//b1082//b4397//
FlhDC	b0377//b3503//b0277//b0751//b4292//b4044//b2503//b4097//b2687//b0400//b1081//b1888//b1860//b3784//b2584//b1924//b3792//b3424//b1205//b0153//b1093//b1132//b1229//b1881//b1075//b2402//b1020//b4663//b3781//b1002//b0793//b1859//b3323//b0140//b2147//b3545//b0192//b1618//
FliZ	b2606//
Fur	b1924//b0345//b1452//b3268//b3680//b1888//b0507//b1536//b3572//b2789//b1083//b0240//b1707//b2825//b4102//b1032//b0664//b1877//b4043//b1536//b2085//b2608//b4173//b3454//
GadX	b3141//b1325//b1303//b4013//b2147//b0400//b0814//
GcvA	b3270//b1481//
H-NS	b4673//b0296//b0150//b2867//b3066//b1888//b2539//b0031//b4416//b2808//b0067//b2313//b1183//b1274//
HU	b4013//b2147//
HcaR	b4150//b2146//b2559//b3394//b3864//b0339//
IHF	b3699//b0970//b0207//b3699//b0776//b2558//b3938//
IlvY	b1430//b0110//
IscR	b3136//b1322//b1944//b3773//b1484//efeU_2//b2464//b4174//
KdpE	b1537//b2402//b2509//b0794//
LeuO	b2290//b0674//b0110//b0672//b1074//b3699//
LexA	b1608//b0674//sroA//b0924//b3864//b0475//b4426//b1399//b4293//b1013//b1399//b1074//b3095//b2153//b2058//b4129//b2498//b1481//b2531//b4249//b1861//b2582//b0075//b3967//b0864//b3141//b0923//b3967//b2310//b2397//b1164//b0841//b4260//b0153//b4202//b1782//b1719//
LrhA	b0697//
Lrp	b0799//b0698//b0051//b0441//b1741//b3469//b3060//b4260//b2000//b2967//b3796//b0670//b1858//b0067//
LysR	b2937//
MalT	b2212//
MarA	b4116//b2616//
MatA	b0505//b0786//
McbR	b0655//
MetJ	b1205//b4241//b2371//b1111//b2540//
MlrA	b3006//b3967//b2503//b0971//b1333//
MngR	b0924//b2171//b2614//
MntR	b2574//b0185//
MprA	b4129//b2614//b1408//
MqsA	b2788//b4089//
MurR	b2435//
Nac	b1378//b2788//b0075//b3393//b0653//
NadR	b2310//b3916//b0191//
NagC	b2822//b3958//b4098//b3792//b0107//
NanR	b1546//b1537//
NimR	b4355//b2212//
NsrR	b2821//b0156//b1260//b1444//b1783//b4292//b1704//b2600//b3773//b1263//b3912//b0237//b0191//b1183//b0799//b3008//b3393//b0589//b0273//b0959//b4392//b4398//b1113//b3672//b1704//b4202//b1857//b2600//b0384//b3791//
