#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b4513//
Ada	b0231//b1707//b0814//
AgaR	b0049//b0795//b0922//b3128//b3392//b2665//b1434//
AlaS	b0684//
AllR	b1579//b3792//b0512//b1073//b3799//b1846//b0050//b3978//b0216//
AllS	b4087//b0698//b2232//
AlsR	b4523//b1303//b0774//b2671//b4450//b0874//
ArcA	b0512//b1408//
ArgP	b3493//b0341//b3237//
ArgR	b4013//b3364//b1577//b1200//b3425//b0814//b0687//b3141//b0447//b1131//b1441//b1102//b0378//b1623//
ArsR	b2584//b1567//b0301//
AscG	b4699//
AsnC	b3013//
BasR	b4451//
BirA	b2538//b3423//b1925//b3956//b0156//
BluR	b2528//b0588//b3393//b2631//
BolA	b0191//b3186//
CRP	b2171//b0861//b0293//b3460//b2604//b0189//b2310//b0080//b0031//b0664//b3941//b0841//b4044//b4200//b3966//b3545//b0778//b1488//b1081//b3066//b1230//b0923//b0849//b2189//b1944//b1783//b2750//b1441//b2406//b2465//b2852//b1877//b0513//b3785//b4399//b2819//b4523//b0971//b2559//b3063//b0392//b1486//b1111//b3864//b2788//b3469//b1080//b2127//b2062//b2823//b3021//b3183//b1878//b2538//b0123//b2464//b0294//b1277//b2396//b2824//b1569//b1878//b1548//b0687//b0854//b0557//b3061//b1641//
CdaR	b1566//b0232//b0162//b1020//b1400//
CecR	b2213//b0565//b1781//cpxQ//b0861//
CpxR	b2698//b0145//b2464//b1430//b0684//b2697//b2821//b1183//b0792//b0745//b0565//b1092//b3774//b0234//b3425//b2529//b4525//b3607//b1717//b1113//b3786//b3980//b3157//b3729//b3860//b0192//b0151//b1881//b1326//b4347//b2737//b3338//
Cra	b3063//b0108//b2750//b3096//b0912//b0670//b0346//b0755//b1846//b1982//b1890//b1881//b2553//b2684//b2699//
CreB	b2289//
CsgD	b0383//b0999//b0231//b4200//b2538//b1861//b2189//b1782//b1408//
CueR	b1200//b4254//
CynR	b2168//b4013//b0051//b1083//
CysB	b2497//b1814//b0515//b2751//b2312//b0185//b0400//b1486//b1576//b1430//
Dan	b3393//b4417//b0665//b1634//
DhaR	b1857//b1131//b1536//b3140//
DicA	b1609//b2171//b3364//b4254//b1655//b0378//b2604//b2407//
DnaA	b3136//b1487//
EvgA	b2311//b4203//b4416//b1016//b3494//b0464//b0508//
FNR	b0777//b1326//b0512//b3680//b3322//b1081//b0799//b1083//b0598//b3012//b1443//b1434//b1203//b4106//b1547//b1079//b0382//b0185//b3521//b3356//b2867//b3960//b0443//b3242//b1409//b4242//b0806//
FadR	b2938//b1568//b0654//b0293//b3441//b3941//cpxQ//b1634//
FeaR	b4618//
Fis	b0841//b4292//b2537//b4702//b2604//b1102//b1887//b4106//b1707//b0863//b1879//b3012//b2476//b1706//b4025//b3965//b3665//b3432//b4099//b0485//b4397//b4174//b0841//b0697//b2371//b1274//b0516//b4270//b0397//b3860//b1877//b2168//b1717//b2607//b1131//b3006//b2216//b1887//b1878//b4213//b3645//b0589//b4506//b3060//b0152//b0697//b1092//b1092//b0139//b0857//b3095//b1430//b2469//b3395//b1164//b3185//
FlhDC	b1537//b0139//b0565//b1076//b2169//b1303//b2407//b2788//b4094//b1717//b1325//b2788//b1194//b1113//b3013//b3612//b2553//b0111//b0140//b0685//b1378//b1566//b0392//b4392//b4203//b2232//b2290//b4513//b4671//b1485//b4392//b1877//b2788//b2289//b0890//b0301//b1262//b4484//
FliZ	b2937//
Fur	b4326//b3572//b1079//b3065//b1408//b1654//b1263//b1201//b2312//b0074//b1080//b2684//b2671//b1846//b0655//b0515//b0672//b2105//b0697//b4089//b2400//b2580//b4201//b2574//
GadX	b0779//b3503//b1913//b1452//b2967//b1884//b0511//
GcvA	b0068//b3183//
H-NS	b3063//b3493//b1488//b1528//b2465//b1950//b1861//b0074//b4671//b4618//b1860//b2750//b2557//b0557//
HU	b0277//b0622//
HcaR	b3136//b1444//b4481//b0377//b2406//b1127//
IHF	b1569//b1537//b1127//b4090//b4663//b4098//b4451//
IlvY	b2819//b3699//
IscR	b2211//b0234//b3545//b0080//b0505//b4201//b0670//b2503//
KdpE	b4174//b3959//b4097//b0732//
LeuO	b3976//b2290//b4480//b0051//b0392//b2469//
LexA	b1618//b1781//b3773//b4172//b1441//b1568//b0806//b3980//b1485//b2967//b0189//b4673//b1609//b0674//b2967//b3661//b1885//b0123//b1434//b3502//b1536//b3501//b0959//b2751//b0399//b1377//b3956//b3022//b1274//b1205//b3796//b0684//b3794//b1575//b2967//b1077//b3424//
LrhA	b4670//
Lrp	b0971//b0864//b0392//b3938//b2684//b3788//b3137//b3067//b4087//b1882//b0237//b4613//b1002//b2000//
LysR	b0240//
MalT	b1444//
MarA	b4093//b0799//
MatA	b1947//b1486//
McbR	b4417//
MetJ	b0921//b0190//b4408//b3792//b0447//
MlrA	b1889//b3729//b3609//b0338//b0464//
MngR	b3612//b0293//b3521//
MntR	b2097//b0151//
MprA	b0890//b3612//b0075//
MqsA	b4347//b0293//
MurR	b2312//
Nac	b2232//b0273//b1613//b3781//b2937//
NadR	b0922//b1283//b4097//
NagC	b4104//b1440//b2779//b0924//b3423//
NanR	b2289//b2537//
NimR	b2404//b4101//
NsrR	b1861//b3012//b0190//b4364//b1618//b2498//b0598//b1444//b3680//b4099//b0794//b2379//b0598//b2313//b2316//b4090//b0775//b1880//b3136//b0384//b4599//b3645//b4698//b0397//b4201//b1798//b3269//b4399//b2407//b1886//
NtrC	b1704//b0814//b3237//b2217//b1782//b1484//b2808//b3186//b2097//b1093//b3269//b1430//b1889//b1566//b1702//b4134//b4173//
OmpR	b0864//b2938//b3785//b3794//
OxyR	b0050//b0216//b4260//b3455//b1287//b1184//b0146//b2169//b0745//
PaaX	b0439//b3966//
PepA	b4260//
PgrR	b0405//b0150//b2606//b3806//b0515//b1265//b0111//
PhoB	b4458//b1613//b1486//b1132//b3680//b1924//b0071//b4002//b1274//b4280//b1264//b0685//b1020//b0796//b1782//b3799//b4663//b4116//b2216//b2537//b0995//b3021//b0511//b3268//b0793//b3502//b0890//b1440//b2822//b3188//b1914//
PhoP	b0296//b1408//b3065//b3521//b0964//b0697//b4398//b1265//b1579//b2388//b2310//b3607//b3008//b1440//b2538//b3441//
PspF	b0688//
PurR	b0588//b1728//b1717//b1729//b0970//b1781//b3799//b1262//b1860//b3786//b2436//b2105//b0244//
RbsR	b0745//
RcdA	b2404//b0970//b4613//
RclR	b2167//b0074//b3938//
RcnR	b2407//
RcsAB	b2608//b2603//b1444//b2469//b3614//
RcsB	b3022//b2374//b3781//b0398//
RcsB-BglJ	b0512//b0139//b1076//b2685//b2698//b2435//b0191//b1913//b0795//b4699//b2938//
Rob	b1859//
RutR	b4401//
SdiA	b2752//
SgrR	b4347//b0516//b0441//b2671//b3432//b1430//
SoxS	b3609//b1881//b4175//b1194//b3525//b2061//
SutR	b2400//b1967//
TorR	b4249//
TrpR	b4326//b3013//b0655//b1884//b4249//b3525//b1187//b1452//
TyrR	b1883//b3424//b3790//
UidR	b2528//
UvrY	b4599//b0863//
XapR	b1032//b3796//
YdeO	b3680//b3049//
YjjQ	b2537//b4101//b0744//b1091//b1719//b3394//b1264//
YpdB	b4134//
YqhC	b0339//b4088//
ZntR	b0923//
ZraR	b4087//
Zur	b2559//b0794//b2580//b4699//b1399//
