#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1444//
Ada	b2684//b3012//b0383//
AgaR	b3423//b1954//b3916//b0516//b3392//b2469//b3781//
AlaS	b2290//
AllR	b3270//b0841//b1634//b3661//b4241//b0708//b3938//b0378//b0912//
AllS	b4099//b1207//b1886//
AlsR	b1946//b1704//b3338//b4445//b4481//b1166//
ArcA	b3237//b0443//
ArgP	b2823//b3781//b0152//
ArgR	b3138//b3912//b2558//b1784//b1861//b4513//b3456//b2823//b2822//b4699//b1481//b3057//b1020//b4086//
ArsR	b1441//b3665//b0655//
AscG	b0106//
AsnC	b1092//
BasR	b2698//
BirA	b0216//b1409//b1729//b3670//b0273//
BluR	b2686//b2232//b3521//b0051//
BolA	b0731//b0052//
CRP	b2580//b0505//b1569//b4673//b4213//b3503//b4013//b1762//b3616//b1003//b1784//b2631//b0515//b4292//b0557//b3744//b3060//b1260//b2059//b3521//b3395//b0277//b3958//b4525//b1377//b2404//b4202//b3096//b3271//b3959//b2600//b0304//b2539//b0777//b2058//b2530//b3786//b1252//b0075//b1199//b2375//b0106//b2868//b1400//b0111//b1074//b0231//b3323//b0050//b0849//b1003//b1379//b3612//b0588//b2582//b2167//b1860//b1072//b4054//b1379//b4513//b0405//b1577//b4673//b4044//b3979//b1187//b2396//
CdaR	b4105//b4088//b0687//b0957//b1321//
CecR	b1719//b2607//b3188//b0066//b3545//
CpxR	b4213//b1000//b1948//b2379//b3139//b1926//b1113//b1741//b0857//b4663//b1203//b3793//b1487//b0755//b3916//b3500//b3788//b0398//b4567//b3137//b3521//b4522//b3680//b4416//b1944//b2750//b2435//b1265//b2684//b3338//b2737//b1075//
Cra	b2539//b2603//b1429//b1578//b1444//b1078//b1858//b0793//b2967//b4104//b1333//b0140//b4392//b0277//b0231//
CreB	b2396//
CsgD	b3863//b1569//b1877//b2818//b1074//b1072//b1780//b0150//b1444//
CueR	yegZ//b0073//
CynR	b3027//b0146//b2217//b0922//
CysB	b2498//b2232//b1201//b1488//b0745//b4705//b1885//b1707//b0145//b1032//
Dan	b4094//b0557//b3960//b2616//
DhaR	b2787//b1485//b1093//b0755//
DicA	b0403//b1947//b4088//b0745//b3241//b3531//b3980//b4599//
DnaA	b2825//b1167//
EvgA	b0751//b1201//b0687//b2291//b2436//b3911//b4094//
FNR	b3184//b3188//b3558//b1485//b4450//b1274//b0536//b1184//b1706//b0111//b0377//b2374//b3395//b0536//b0793//b3793//b1002//b1083//b3423//b3128//b0604//b2779//b1303//b2824//b0565//b0384//b4369//
FadR	b0591//b4099//b0110//b0067//b3186//b3185//b0799//b1546//
FeaR	b1608//
Fis	b4458//b1184//b3441//b1890//b3240//b0912//b1946//b0185//b0536//b2987//b1130//b0051//b2538//b4450//b1303//b2371//b4002//b2530//b3456//b0346//b1430//b1902//b4458//b2503//b3965//b1091//b4702//b2788//b1409//b0731//b3911//b1288//b1093//b3425//b4506//b0751//b2388//b2058//b0731//b2601//b0557//b3912//b3797//b3791//b2614//b4399//b0622//b2580//b3830//b2397//b0999//b3338//b4411//b2665//b1229//b4618//
FlhDC	b1072//b3923//b4416//b3797//b2498//b0234//b1078//b1303//b0814//b0796//b1877//b2553//b3798//b2497//b4249//b3670//b0068//b0050//b2232//b0146//b3502//b0778//b4200//b1547//b0964//b4086//b1326//b0516//b0060//b0731//b3976//b3184//b2529//b2553//b1483//b2826//b2787//b3425//
FliZ	b2895//
Fur	b1231//b2560//b0854//b1858//b1782//b0234//b0294//b0447//b0590//b2436//b1608//b3392//b0140//b1082//b2290//b0123//b4100//b2698//b0384//b1272//b0779//b0353//b3607//b0970//
GadX	b4401//b0378//b0484//b1858//b0536//b0377//b2375//
GcvA	b4097//b0666//
H-NS	b1884//b4673//b4279//b3063//b3938//b0892//b2609//b0140//b2312//b3941//b3796//b2574//b3139//b3860//
HU	b1880//b3457//
HcaR	b4095//b3096//b1444//b4100//b0685//b3547//
IHF	b1004//b0051//b3613//b0382//b0232//b2379//b3960//
IlvY	b4567//b1913//
IscR	b2820//b3156//b0806//b0924//b3941//b2168//b2852//b3830//
KdpE	b3532//b3027//b3977//b3665//
LeuO	b4241//b1879//b3672//b4613//b3456//b3190//
