#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3021//
Ada	b4279//b0301//b1859//
AgaR	b0516//b2147//b1131//b1378//b2823//b1434//b2938//
AlaS	b3241//
AllR	b3830//b2559//b0589//b0192//b4043//b1487//b0340//b2542//b3793//
AllS	b0166//b0523//b4698//
AlsR	b1486//b3788//b2751//b3185//b1288//b4513//
ArcA	b0069//b2427//
ArgP	b3141//b3500//b2541//
ArgR	b2464//b4292//b1203//b3558//b1781//b4293//b1654//b4705//b1379//b0508//cpxQ//b4280//b0153//b0912//
ArsR	b2967//b3503//b1409//
AscG	b0123//
AsnC	b1261//
BasR	b1540//
BirA	b0664//b0995//b3784//b0485//b4481//
BluR	b3788//b0523//b2414//b3057//
BolA	b1780//b4043//
CRP	b3532//b2808//b0293//b0345//b3609//b1076//b1654//b4699//b0666//b0509//b2403//b4426//b2852//sroC//b1265//b3781//b0688//b3793//b0684//b4093//b2469//b1488//b1442//b0653//b1886//b2868//b0860//b0241//b4160//b1443//b1719//b1205//b4024//b0150//b0441//b3976//b2787//b3680//b4254//b0652//b1884//b2597//b1634//b2818//b0861//b2402//b1260//b2528//b0995//b2211//b4292//b2666//b0655//b3322//b1706//b3532//b1714//b1113//b1741//b2557//b1002//b1641//b3062//b0925//b3006//b0403//b0779//b1859//
CdaR	b3791//b0504//b2538//b4355//b4326//
CecR	b0775//b2752//b0673//b4116//b2537//
CpxR	b3794//b0856//b1429//b0207//b0508//b3270//b0841//b2465//b0341//b1623//b3323//b2826//b3356//b1201//b4175//b1277//b0066//b0999//b2152//b3012//b4292//b3730//b2864//b4097//b0237//b1848//b3699//b3455//b0073//b0814//b2059//b2605//
Cra	b1857//b1913//b2893//b3005//b4401//b1443//b1252//b0511//b2582//b3157//b0234//b4347//b1407//b4506//b1077//
CreB	b1409//
CsgD	b0670//b2750//b2559//b4502//b0687//b4129//b4116//b3744//b4202//
CueR	b1377//b1220//
CynR	b2580//b3494//b2476//b1400//
CysB	b4002//b2541//b0511//b2852//b3730//b3457//b0799//b0273//b1452//b1077//
Dan	b4416//b2311//b2606//b1945//
DhaR	b0074//b3240//b3502//b3456//
DicA	b2313//b2396//b1164//b4092//b4435//b0674//b2559//b0775//
