#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0072//
Ada	b2540//b1655//b1166//
AgaR	b0485//b0589//b3813//b1440//b1950//b1379//b1879//
AlaS	b0106//
AllR	b4705//b2063//b4411//b0340//b0849//b0080//b3493//b2866//b2153//
AllS	b0074//b0191//b0839//
AlsR	b1032//b1618//b2372//b4092//b3392//b3787//
ArcA	b0405//b0971//
ArgP	b4326//b2819//b0892//
ArgR	b4671//b0731//b1483//b3965//b0814//b0110//b3680//b0874//b4013//b2685//b1577//b1321//b4100//b4241//
ArsR	b2401//b2509//efeU_2//
AscG	b1860//
AsnC	b4002//
BasR	b3607//
BirA	b0123//b3980//b2379//b4415//b4445//
BluR	b0399//b0110//b0068//b3957//
BolA	b0654//b1608//
CRP	b1333//b0849//b4092//b1325//b3789//b2698//b1440//b0987//b3686//b3789//b2604//b1877//b2529//b3062//b1287//b3730//b4401//b2820//b0207//b0398//b3137//b2825//b2823//b1408//b4090//b0185//b2541//b2171//b4092//b3686//b1410//b0110//b2085//b3938//b2788//b4705//b2290//b3938//b3938//b0860//b3060//b2289//b2600//b0277//b1575//b1548//sroC//b1430//b1982//b1032//b3057//b4089//b3966//b3242//b2823//b0755//b2864//b4444//b0156//b1569//b1002//b4172//b1111//b4116//b0786//b1741//b3136//b3863//
CdaR	b0072//b3188//b0731//b0776//b3671//
CecR	b0152//b2375//b0051//b4094//b0795//
CpxR	b1322//b4042//b1926//b4347//b1200//b3787//b0384//b0673//b0383//b3787//b4089//b2147//b1407//b4087//b0392//b3730//b2396//b0855//b0864//b1327//b0185//b4613//b4013//b2868//b4254//b1288//b4445//b3503//b0668//b3393//b2788//b3494//
Cra	b3005//b2938//b2607//b4525//b0473//b0513//b0067//b0517//b0864//b3966//b0814//b0674//b0485//b0684//b3460//
CreB	b2864//
CsgD	b2528//b3923//b3916//b2232//b1484//b3612//b2476//b0688//b0655//
CueR	b2217//b0139//
CynR	b2503//b4270//b3441//b0051//
CysB	b1303//b1333//b2868//b1566//b1914//b1377//b4090//b3128//b1728//b2685//
Dan	b3454//b3395//b2779//b1327//
DhaR	b2063//b3184//b2823//cpxQ//
DicA	b0522//b2097//b1409//b1013//b4399//b2697//b0108//b4002//
DnaA	b4450//b2063//
EvgA	b1487//b2779//b2671//b0485//b3545//b0744//b3494//
FNR	b1890//b4093//b1879//b2895//b4129//b0775//b4101//b3141//b0806//b0294//b1131//b2216//b0073//b0514//b4092//b4705//b0294//b3791//b1883//b0795//b4392//b2402//b4093//b2167//b0108//b0145//b2529//
FadR	b1568//b4013//b0588//b0674//b1016//b4398//b2574//b3011//
FeaR	b0051//
Fis	b2169//b1579//b0777//b0565//b1569//b0696//b1263//b4213//b4173//b1080//b0730//b0925//b0071//b2866//b3607//b0685//b3425//b3065//b4025//b3967//b0924//b2406//b1378//b1623//b4369//b3027//b0814//b4567//b3067//b4098//b2557//b1002//b0666//b1568//b1944//b4134//b0750//b4416//b2401//b2061//b0150//b1814//b1857//b4408//b0666//b3680//b3063//b1184//b1780//b0959//b1618//b3021//b3941//b0441//b1888//b0673//
FlhDC	b0776//b1165//b4254//b1265//b1719//b3269//b0604//b2603//b2540//b2400//b1183//b3364//b1641//b3978//b0670//b4213//b0191//b0234//b3067//b2146//b3424//b0854//b2407//b1536//b1889//b3057//b3322//b3608//b1676//b1262//b1702//b0341//b2313//b3186//b0068//b1575//b3799//b2540//
FliZ	b3322//
Fur	b1132//b4370//b4368//b4094//b0346//b4406//b3859//b1884//b3049//b3671//b1484//b3799//b2232//b3242//b2616//b0072//b1264//b3065//b3241//b4364//b0777//b2553//b2211//b2167//
GadX	b1883//b0072//b4397//b1076//b3006//b4116//b1481//
GcvA	b0185//b2823//
H-NS	b3128//b1092//b2685//b1484//b3185//b3744//b1000//b1577//b2397//b1321//b2168//b0598//b3688//b0536//
HU	b3773//b3268//
HcaR	b0814//b2867//b0708//b2584//b2606//b1913//
IHF	b0156//b1164//b2085//b4506//yegZ//b1487//b2864//
IlvY	b2824//b4002//
IscR	b3788//b0405//b3781//b2401//b2609//b1846//b1790//b2465//
KdpE	b0860//b0439//b0839//b4426//
LeuO	b4043//b0080//b3744//b3792//b1000//b0293//
LexA	b2698//b2464//b2808//b4397//b0397//b3323//b4025//b3966//b0156//b4088//b2540//b1230//b0240//b3012//b1102//b1198//b4099//b3008//b3423//b2938//b2127//b4090//b2987//b1879//b3140//b3789//b0378//b0745//b3941//b0670//b2864//b0688//b0207//b0509//b3680//b0854//b1945//
LrhA	b1408//
Lrp	b0786//b4203//b2601//b1194//b1861//b1272//b1485//b3503//b2059//b0484//b4451//b1718//b1207//b4024//
LysR	b2852//
MalT	b0338//
MarA	b4408//b1377//
MatA	b1274//b0066//
McbR	b2373//
MetJ	b3830//b2152//b1325//b2600//b3531//
MlrA	b2060//b4698//b4481//b4399//b2211//
MngR	b0516//b0150//b0622//
MntR	b4399//b0068//
MprA	b3455//b2820//b3237//
MqsA	b1091//b3938//
MurR	b1261//
Nac	b0924//b3128//b1327//b0684//b0273//
NadR	b0107//b1083//b3270//
NagC	b1613//b0775//b4618//b2839//b4445//
NanR	b3959//b2476//
NimR	b1072//b1810//
NsrR	b2464//b4129//b0273//b3065//b2528//b3923//b0475//b4260//b0244//b3672//b3242//b3680//b4698//b0512//b4502//b1488//b1967//b0664//b0590//b1187//b4175//b1399//b2686//b3458//b0504//b0207//b1113//b1074//b0346//b2396//
NtrC	b2895//b4024//b1078//b2697//b2987//b0189//b1442//b0049//b0557//b1203//b1201//b0066//b1231//b3356//b2311//b2937//b0067//
OmpR	b1702//b3502//b2403//b0674//
OxyR	b1378//b1623//b0862//b1848//b0672//b0067//b1888//b0464//b1780//
PaaX	b1537//b1548//
PepA	b3613//
PgrR	b3424//b3049//b3022//b3503//b3774//b1076//b0505//
PhoB	b3799//b3095//b1949//b1199//b1325//b1623//b3730//b1452//b0475//b1718//b3501//b4416//b4160//b3792//b1728//b4097//b0162//b0794//b4202//b1264//b3773//b2818//b0400//b1207//b4094//b0123//b2403//b2867//b1967//b2436//b1408//
PhoP	b0957//b1378//b0774//b0383//b3136//b0970//b0730//b4270//b1081//b0207//b3502//b2866//b4095//b2061//b0392//b3607//
PspF	b0071//
PurR	b2864//b0340//b2509//b1163//b3977//b2503//b4673//b1410//b3502//b1717//b0864//b0338//b0066//
RbsR	b3607//
RcdA	b4699//b2538//b2212//
RclR	b1082//b0806//b2400//
RcnR	b0685//
RcsAB	b4355//b0237//b2779//b4347//b1540//
RcsB	b0191//b1676//b2557//b4513//
RcsB-BglJ	b1826//b1032//b2808//b4086//b2213//b1102//b0080//b4506//b3806//b0080//b1890//
Rob	b4292//
RutR	b1321//
SdiA	b0687//
SgrR	b3469//b0509//b2789//b1781//b3188//b2212//
SoxS	b3911//b3680//b0050//b0708//b4175//b0512//
SutR	b0860//b4506//
TorR	b2687//
TrpR	b4398//b0750//b3441//b0515//b0441//b1717//b2987//b2068//
TyrR	b1078//b4249//b2407//
UidR	b1000//
UvrY	b2167//b2606//
XapR	b1079//b3185//
YdeO	b2751//b0439//
YjjQ	b3022//b0523//b4099//b0485//b1207//b1322//b0849//
YpdB	b1655//
YqhC	b0672//b4105//
ZntR	b1262//
ZraR	b2553//
Zur	b4444//b0557//b4254//b1081//b2289//
