# From /Users/Daniela/Documents/CCG/data_sets_GUs/analysis/scripts/connectivity_from_gufiles_permissive_enx_v1.pl on Thu Aug 16 21:52:53 2018
# Input = /Users/Daniela/Documents/CCG/datasets_GUs_v10/SRsGUs/
# GU name	Total enzymes	Enzymes	Total connected enzymes	Connected enzymes	Total components	Components	Total Enzymatic reactions	Total transport reactions	Connectivity
YjjQ	2	OmpC,DgcN,	0		40	*re29,*re14,*re46,*re16,*re9,*re25,*re10,*re11,*re26,*re20,*re22,*re30,*re13,*re31,*re42,*re41,*re35,*re40,*re34,*re32,*re28,*re17,*re23,*re8,*re18,*re53,*re37,*re39,*re33,*re21,*re44,*re43,*re36,*re38,*re15,*re27,*re12,*re24,*re45,*re19,*	40	39	0.0
GlpR	7	GlpT,GlpA-GlpB-GlpC,GlpD,GlpQ,GlpF,GlpX,GlpK,	6	GlpK,GlpQ,GlpF,GlpD,GlpA-GlpB-GlpC,GlpT,	8	*re15,*re19,*re18,*re23,*re13,*re17,*re14,re21,re25,re27,re29,re30,re5,re6,re9,*re16,*	14	8	0.4
BirA	5	BioA,BioD,BioC,BioF,BioB,	5	BioD,BioA,BioC,BioF,BioB,	1	*re11,re12,re16,re5,re14,re17,re7,re8,re9,*	8	0	1.0
GalS	6	GalM,MglA-MglC-MglB,GalP,GalK,GalT,GalE,	4	GalM,GalK,GalT,GalE,	4	*re31,*re26,*re27,*re12,re14,re18,re23,re8,*	7	3	0.4
Ada	4	AlkB,AlkA,AidB,Ada,	2	AlkB,Ada,	4	*re6,*re10,re11,re12,*re14,re15,re16,re17,re18,re19,*re8,*	11	0	0.3
PuuR	6	PuuD,PuuA,PuuP,PuuC,PuuB,PuuE,	6	PuuP,PuuB,PuuC,PuuE,PuuD,PuuA,	2	*re14,*re12,re19,re13,re5,re17,re15,re9,re20,re3,re7,*	9	1	0.9
YdeO	3	TolC-MdtE-MdtF,AppC-AppB,AppA,	1	AppA,	4	*re21,*re38,*re25,*re26,re27,re28,re29,re30,*	8	2	0.2
PspF	1	PspE,	0		1	*re9,*	1	0	0.0
DpiA	5	CitG,ExuT,CitC,Mdh,CitX,	3	CitG,CitC,CitX,	4	*re21,*re8,*re10,re16,re18,*re20,*	6	2	0.4
NorR	1	NorW,	0		1	*re6,*	1	0	0.0
HypT	7	FecE-FecC-FecD-FecB,FecA-ExbD-ExbB-TonB,MetL,CysH,MetN-MetI-MetQ,CydA-CydB-CydX,MetB,	2	MetL,MetB,	9	*re35,*re17,*re32,*re34,*re31,*re10,*re19,re20,re21,re38,re24,re39,re23,*re27,*re33,*	13	7	0.1
BetI	3	BetB,BetT,BetA,	3	BetA,BetT,BetB,	1	*re10,re6,re8,re12,re3,re9,*	5	1	1.0
FucR	6	FucO,FucA,FucU,FucK,FucP,FucI,	5	FucA,FucO,FucK,FucU,FucI,	4	*re7,*re5,*re10,re13,re19,re18,re1,re12,re9,re15,re22,re21,*re6,*	12	3	0.6
GalR	6	MglA-MglC-MglB,GalM,GalP,GalT,GalK,GalE,	4	GalM,GalE,GalK,GalT,	4	*re18,*re19,*re11,re13,re23,re28,re8,*re31,*	7	3	0.4
SutR	2	CysE,TcyN-TcyL-TcyJ,	0		7	*re17,*re13,*re10,*re11,*re14,*re9,*re12,*	7	6	0.0
AdiY	4	GadA,GadB,AdiA,GadC,	4	GadC,GadA,GadB,AdiA,	1	*re12,re16,re6,*	3	1	1.0
CytR	10	PpiA,NupG,DeoD,DeoA,DeoC,DeoB,NupC,Cdd,Tsx,Udp,	8	Udp,DeoA,Cdd,NupC,DeoB,DeoC,DeoD,NupG,	3	*re15,*re29,*re13,re21,re48,re11,re26,re49,re23,re35,re34,re22,re37,re32,re42,re41,re38,re40,re43,re20,re54,re44,re19,re46,re25,re45,re27,re53,re24,re30,*	27	11	0.7
HigA	1	HigB,	0		1	*re3,*	1	0	0.0
LysR	1	LysA,	0		1	*re4,*	1	0	0.0
