#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1826//
Ada	b3067//b2147//b4397//
AgaR	b4502//b2604//b0189//b0051//b1781//b1081//b4201//
AlaS	b4279//
AllR	b3022//b2967//b2000//b1187//b3501//b0890//b3797//b2171//b3665//
AllS	b1859//b2825//b0517//
AlsR	b2820//b1434//b2167//b1714//b2630//b3006//
ArcA	b2597//b0672//
ArgP	b1577//b4599//b0665//
ArgR	b1130//b4200//b4213//b1577//b4525//b0509//b0779//b0776//b0687//b1486//b1568//b3501//b1944//b3613//
ArsR	b3013//b2614//b4105//
AscG	b3966//
AsnC	b4043//
BasR	b4172//
BirA	b0031//b2574//b0447//b3096//b1728//
BluR	b1798//b1485//b3139//b0162//
BolA	b1613//b1429//
CRP	b2509//b1003//b1954//b3688//b2059//b0464//b1201//b3008//b1890//b4506//b2397//b1947//b3688//b1782//b0383//b0512//b0523//b3067//b0862//b4270//b0750//b0970//b1429//b0730//b2699//b1944//b0509//b0384//b3864//b2290//b3241//b0050//b0654//b2232//yegZ//b0959//b3243//b4098//b1948//b3959//b4097//b0795//b1000//b1577//b0185//b0293//b1092//b4242//b1113//b1287//b3138//b2063//b4392//b1798//b3614//b0296//b0068//b2400//b3393//b3027//b0191//b2788//b1576//b4481//b3774//b0687//b0107//b0655//
CdaR	b0751//b1484//b3956//b4415//b0857//
CecR	b3270//b4054//b3456//b1568//b0301//
CpxR	b4043//b3785//b4435//b0050//b1131//b0732//b2388//b0166//b1075//b0652//b0665//b3672//b2987//b1198//b2167//b1762//b2401//b2893//b2436//b3493//b2557//b3830//b0755//b4416//b0622//b4326//b3395//b1260//b1882//b1949//b2559//b3796//
Cra	b1194//b1076//b4174//b4705//b2684//b2606//b2616//b0049//b0447//b2213//b0751//b0591//b0516//b3138//b0777//
CreB	b4522//
