#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0814//
Ada	b1880//b2987//b1399//
AgaR	b0505//b1016//b2371//b1430//b0685//b4398//b1487//
AlaS	b0591//
AllR	b1082//b4002//b3607//b1326//b1884//b2503//b3500//b1741//b0049//
AllS	b1183//b4013//b3791//
AlsR	b0652//b2824//b0517//b3790//b0486//b1252//
ArcA	b3185//b3061//
ArgP	b3661//b3789//b2605//
ArgR	b4398//b3967//b1883//b1945//b1881//b1946//b2313//b4213//b1566//b4705//b1252//b3063//b1484//b4201//
ArsR	b3501//b1411//b0744//
AscG	b1411//
AsnC	b1954//
BasR	b1074//
BirA	b2938//b4173//b3796//b1274//b2464//
BluR	b4506//b3061//b3531//b4426//
BolA	b0338//b2852//
CRP	b3864//b0743//b1618//b1881//b0233//b4445//b3960//b2374//b2503//b1260//b1004//b1452//b0486//b4279//b0860//b2601//b0970//b0874//b4089//b1613//b3424//b1378//b1702//b2866//b0398//b0863//b0536//b4705//b0504//b3547//b0730//b1859//b3455//b1578//efeU_2//b0516//b4435//b0273//b3460//b2665//b4293//b4369//b1274//b0345//b3138//b0060//b0067//b0382//b1264//b4096//b1092//b2631//b1884//b3787//b1857//b2737//b2868//b3269//b1164//b1378//b2216//b2085//b0397//b4175//b2868//b4100//b1074//b1954//
CdaR	b1878//b0964//b2603//b2539//b3976//
CecR	b3922//b1231//b2604//b3671//b0622//
CpxR	b4242//b2737//b2558//b4368//b2371//b1717//b3185//b0863//b0303//b1925//b4202//b3395//b1577//b0207//b2127//b1111//b0080//b0377//b0338//b1485//b0400//b3425//b0109//b0123//b0779//b4254//b4270//b0192//b4416//b2604//b0856//b0403//
Cra	b2582//b3938//b4392//b1083//b3612//sroA//b1399//b4480//b1452//b1080//b1003//b0443//b2685//b2373//b1322//
CreB	b1484//
CsgD	b3958//b3060//b0515//b0755//b2616//b3796//b1198//b2085//b2789//
CueR	b3424//b0486//
CynR	b0862//b0522//b0514//b2699//
CysB	b1702//b1410//b3797//b3012//b3980//b0523//b4613//b0304//b1717//b3066//
Dan	b0345//b3699//b3806//b3789//
DhaR	b2687//b0806//b1409//b1076//
DicA	b1860//b1484//b2750//b4089//b3066//b1880//b4254//b1252//
DnaA	b0060//b3614//
EvgA	b1082//b1265//b4002//b1378//b4175//b4293//b3612//
FNR	b2553//b4415//b2379//b0655//b0795//b0384//b0234//b1203//b1207//b1883//b3922//b0751//b2893//b4174//b0854//b0067//b2152//b0839//b0814//b0505//b3190//b3796//b2609//b1889//b4106//b4445//b0071//
FadR	b4213//b2312//b0957//b1262//b2105//b3469//b1183//b3525//
FeaR	b4445//
Fis	b3456//b0049//b1194//b0856//b1718//b4085//b0755//b3425//b2147//b1000//b2684//b1857//b1885//b0123//b2751//b1575//b1003//b3356//b0672//b1322//b0862//b1762//b0464//b4090//b2406//b1079//b2539//b4670//b0849//b0512//b2819//b4160//b3065//b1485//b4099//b3270//b2401//b3730//b1263//b2820//b3967//b2821//b3787//b2316//b3790//b0696//b1277//b3978//b4698//b1783//b4024//b4100//b0796//b4159//b3912//b3790//
FlhDC	b3967//b1004//b2063//b3364//b1102//b0912//b3967//b0473//b1078//b3011//b0922//b1623//b4699//b1321//b1623//b0743//b4096//b3423//b2171//b2503//b3157//b2498//b4175//b1379//b2789//b3612//b2216//b3938//b2825//b0273//b0150//b0514//b3545//b0864//b2537//b0378//b3157//b4673//
FliZ	b0779//
Fur	b4368//b1020//b1537//b4279//b3830//b1577//b4522//b3612//b1443//b3095//b1888//b0513//b0513//b3137//b3796//b2631//b3005//b2529//b0109//b0405//b1882//b3394//b3356//b2371//
GadX	b0892//b0861//b2697//b1944//b0191//phnE_2//b1762//
GcvA	b1083//b0385//
H-NS	b1944//b0688//b4094//b2818//b0668//b1272//b1166//b1885//b1400//b3500//b3793//b1791//b2542//b4096//
HU	b0145//b1888//
HcaR	b4104//b0191//b0999//b3005//b4219//b3190//
IHF	b4174//b3956//b4024//b3269//b1261//b0066//b3796//
IlvY	b0346//b4671//
IscR	b1702//b4203//b1263//b3661//b2531//b1184//b2584//b1546//
KdpE	b2824//b0353//b3424//b2582//
LeuO	b4397//b1719//b0339//b0654//b2465//b3460//
LexA	b2553//b3008//b0405//b0959//b0345//b1634//b0792//b1198//b0232//b0953//b3364//b4702//b3864//b3005//b2404//b1434//b1077//b3494//b2750//b2152//b2787//b1076//b4159//b1092//b3792//b4618//b3941//b3859//b1948//b3919//b0799//b0536//b1488//b4397//b3067//b4100//b2967//
LrhA	b3139//
Lrp	b0166//b2938//b3271//b0073//b0109//b2608//b2167//b1926//b1164//b0050//b4129//b2371//b3661//b0730//
LysR	b4392//
MalT	b0523//
MarA	b3503//b3469//
MatA	b0123//b2213//
McbR	b3322//
MetJ	b4173//b2291//b1167//b1283//b1780//
MlrA	b2557//b0384//b4292//b0514//b3788//
MngR	b0513//b2698//b0744//
MntR	b3957//b4398//
MprA	b1634//b3798//b2820//
MqsA	b1325//b3960//
MurR	b0293//
Nac	b3960//b3268//b2580//b1982//b2699//
NadR	b0397//b0892//b0140//
NagC	b0353//b1880//b3966//b0892//b4411//
NanR	b2605//b1613//
NimR	b2540//b0378//
NsrR	b4397//b3394//b1719//b0795//b4525//b3688//b3237//b0778//b1013//b2528//b2406//b1077//b1198//b0855//b1444//b2557//b0207//b0244//b0052//b1537//b2824//b3237//b4013//b3395//b3242//b2965//b1784//b2403//b3027//b1287//
NtrC	b2503//b0778//b0346//b0755//b0745//b1982//b2866//b0589//b1102//b2538//b0146//b0301//b3237//b0925//b3617//b0786//b1967//
OmpR	b0775//b1409//b0666//b3065//
OxyR	b1132//b1858//b2062//b1102//b1207//b3454//b4451//b0504//b4567//
PaaX	b1409//b3156//
PepA	b0670//
PgrR	b2465//b1537//b0652//b2059//b0508//b3128//b2604//
