#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3614//
Ada	b4673//b2530//b1717//
AgaR	b4599//b3790//b2000//b2737//b2060//b1131//b3188//
AlaS	b2893//
AllR	b3793//b4698//b1798//b3979//b0674//b2403//b3424//b2779//b1013//
AllS	b4105//b3616//b3063//
AlsR	b0523//b4200//b2839//b2375//b3364//b1093//
ArcA	b2537//b1782//
ArgP	yegZ//b3796//b4435//
ArgR	b0071//b3799//b3979//b0162//b1377//b0731//b0234//b0522//b3796//b2597//b0743//b0384//b1578//b2312//
ArsR	b1220//b4280//b2685//
AscG	b2687//
AsnC	b2606//
BasR	b3392//
BirA	b4092//b4096//b4042//b1857//b0068//
BluR	b0688//b3617//b2404//b2167//
BolA	b2313//b0912//
CRP	b0653//b3061//b2530//b1883//b0750//b3095//b4101//b4095//b0589//b0672//b2400//b4203//b2063//b2427//b1791//b0921//b3049//b3060//b1568//b3268//b1020//b0655//b1618//b1537//b0060//b4086//b0588//b4502//b1201//b4411//b0653//b3063//b1608//b0382//b0588//b0922//b2436//b0841//b0232//b0051//b2464//b4270//b3503//b1252//b2697//b0786//b4705//b4702//b3786//b4242//b1537//b2060//b2559//b2867//b4450//b0484//b2530//b3006//b0340//b2697//b0108//b0604//b0345//b4129//b2603//b3140//b1579//b0513//
CdaR	b4411//b0277//b3494//b2559//b2671//
CecR	b4451//b0653//b0153//b0912//b1002//
CpxR	b3979//b2684//b1719//b0523//b3493//b1884//b1444//b0123//b0515//b0604//b4098//b1409//b0921//b2147//b1078//b0505//b2820//b1857//yegZ//b0378//b4406//b2697//b2697//b4042//b4599//b0854//b1321//b4370//b1230//b4280//b3063//b0995//
Cra	b1198//b1568//b3793//b1902//b1283//b1848//b3441//b0685//b2000//b0301//b0775//b4481//b3338//b1569//b3065//
CreB	b3547//
CsgD	b0999//b0074//b0995//b4098//b4502//b0190//b1780//b3798//b1166//
CueR	b0957//b2313//
CynR	b1982//b3789//b3799//b4134//
CysB	b4101//b4088//b2211//b2630//b2542//b1283//b0385//b1076//b0232//b0839//
Dan	b1577//b0294//b2216//b2396//
DhaR	b1702//b1654//b0697//b2062//
DicA	b1877//b1947//b0399//b2167//b3791//b0473//b4202//b0795//
DnaA	b3744//b1945//
EvgA	b0839//b2374//b0653//b0922//b2867//b3521//b2062//
FNR	b1608//b4326//cpxQ//b0273//b3912//b1429//b0912//b0189//b2189//b1081//b3270//b1111//b3458//b2821//b1004//b0109//b3494//b4699//b1877//b1013//b2217//b2574//b1887//b0464//b0504//sroC//b3532//
FadR	phnE_2//b3792//b2289//b1220//b0067//b3670//b3454//b0067//
FeaR	b3979//
Fis	b1887//b4173//b1858//b1452//b1485//b2965//b2404//b4502//b1889//b1379//b1885//b2000//b2063//b1442//b0338//b3190//b0654//b1913//b0244//b1277//b0244//b3978//b3140//b3672//b1003//b1890//b1547//b0744//b0777//b3916//b3394//b1890//b1113//b2665//b0924//b2582//b0060//b2808//b4415//b4096//b0340//b3785//b2630//b2553//b1132//b1857//b1183//b1303//b2503//b2631//b2435//b3613//b3788//b1946//b0654//b0557//
FlhDC	b3796//b3558//b4671//b0696//b1641//b3686//b2558//b1944//b1322//b0486//b2171//b0750//b4213//b3960//b0060//b0162//b1164//b3525//b4213//b3958//b0382//b2825//b3186//b3186//b1430//b4175//b0080//b0513//b3356//b4370//b4173//b3060//b2822//b2372//b2311//b4399//b3183//b4116//
FliZ	b0060//
Fur	b1945//b2311//b1902//b0874//b3788//b2779//b0484//b1676//b1609//b0854//b4093//b1074//b0860//b3806//b2058//b1163//b0405//b2839//b0151//b2316//b4368//b0073//b2402//b0400//
GadX	b1713//b1547//b1718//b2864//b4054//b1702//b3190//
GcvA	b0156//b4401//
H-NS	b0755//b3057//b2820//b1326//b3699//b0923//b2558//b2937//b1967//b0799//b2839//b0849//b0745//b1004//
HU	b0672//b1885//
HcaR	b1429//b4096//b2864//b4249//b3065//b2000//
IHF	b0447//b0507//b0384//b3060//b0383//b2213//b1077//
IlvY	b2528//b3441//
IscR	b1546//b1487//b3323//b0338//b1400//b3784//b3957//b4094//
KdpE	b3790//b2580//b1618//b2127//
LeuO	b3786//b3011//b3958//b1072//b0685//b1707//
LexA	b3423//b0107//b0071//b4370//b0273//b2604//b0439//b1032//b1609//b1410//b3157//b1886//b3789//b1950//b4101//b3012//b3243//b2397//b1528//b1000//b2752//b4445//b2665//b1165//b4094//b3774//b1879//b3184//b4160//b0509//b3066//b3967//b4435//b2169//b1741//b1378//b1575//
LrhA	b1950//
Lrp	b2375//b3011//b3645//b3493//b2211//b0849//b0338//b1032//b2823//b1074//b4444//b2404//b1132//b1321//
LysR	b2671//
MalT	b3792//
MarA	b4347//b3271//
MatA	b0074//b3454//
McbR	b0152//
MetJ	b0864//b0304//b0505//b1288//b0060//
MlrA	b0744//b2822//b3525//b1654//b3791//
MngR	b0696//b2580//b0060//
MntR	b2557//b1704//
MprA	b1400//b1274//b3338//
MqsA	b3268//b4174//
MurR	b1718//
Nac	b3049//b0668//b2059//b0353//b0150//
NadR	b0786//b1578//b4451//
NagC	b3008//b0672//b3612//b0857//b0732//
NanR	b3790//b3240//
NimR	b0856//b3799//
NsrR	b0957//b3005//b2893//b4249//b1888//b4160//b0189//b0688//b0666//b1004//b3863//b0839//b3455//b3241//b0400//b3781//b1429//b4104//b0382//b3686//b2630//b3062//b1883//b4242//b0240//b2852//b2867//b3978//b0106//b0146//
NtrC	b0513//b0999//b3919//b2852//b0447//b1201//b1187//b1948//b2189//b2580//b0139//b0075//b1321//b1718//b4013//b1717//b3608//
OmpR	b2396//b4397//b0970//b2542//
OxyR	b3797//b4202//b1880//b3392//b1322//b1203//b0514//b1260//b0296//
PaaX	b3613//b2821//
PepA	b2062//
PgrR	b2542//b2168//b2316//b0517//b1913//b2965//b2152//
PhoB	b3938//b2539//b0340//b4094//b0384//b1327//b4513//b1016//b0514//b4397//b0925//b2310//b3616//b1877//b3774//b3270//b2348//b3774//b0140//b4671//b0273//b1199//b0080//b1074//b2529//b2697//b1205//b2697//b1578//b1410//b0050//
PhoP	b3792//b3243//b3785//b0604//b2604//b0508//b0031//b3797//b0162//b1880//b3790//b2823//b4260//b3502//b0841//b0557//
PspF	b1231//
PurR	b2787//b2686//b0522//b3138//b1950//b2852//b0589//b1618//b2607//b3065//b1265//b2105//b4249//
RbsR	b0190//
RcdA	b0697//b1274//b2147//
RclR	b2530//b4406//b0666//
RcnR	b2060//
RcsAB	b4044//b2000//b0512//b0970//b3789//
RcsB	b0970//b1200//b1327//b0074//
RcsB-BglJ	b4484//efeU_2//b1781//b2604//b3923//b4106//b2557//b2464//b1578//b3338//b4100//
Rob	b3806//
RutR	b4279//
SdiA	b0666//
SgrR	b1013//b0925//b0794//b0069//b1077//b0069//
SoxS	b4219//efeU_2//b1954//b3787//b0146//b3500//
SutR	b0799//b0071//
TorR	b4200//
TrpR	b1706//b0107//b3184//b1231//b3788//b0806//b0730//b1321//
TyrR	b4174//b4673//b0666//
UidR	b3796//
UvrY	b0793//b3965//
XapR	b1548//b0698//
YdeO	b0385//b3525//
YjjQ	b3066//b0794//b2537//b3671//b0339//b1032//b0665//
YpdB	b1283//
YqhC	b3138//b1877//
ZntR	b4213//
ZraR	b0473//
Zur	b1814//b2826//b3005//b0484//b2698//
