#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1080//
Ada	b2060//b4213//b2476//
AgaR	b1879//b0515//b4096//b1608//b3791//b2965//b3423//
AlaS	b2582//
AllR	b3661//b0071//b3067//b2216//b3784//b0923//b1074//b4174//b3729//
AllS	b2630//b1706//b1325//
AlsR	b2217//b4134//b1719//b0505//b4202//b4408//
ArcA	b0665//b2059//
ArgP	b1484//b3240//b0156//
ArgR	b0384//b2893//sroC//b3966//b2312//b0589//b3956//b2400//b0145//b1277//b0793//b2538//b0970//b2789//
ArsR	b1485//b2435//b0855//
AscG	b3670//
AsnC	b1623//
BasR	b0447//
BirA	b2400//b2469//b0685//b2059//b1566//
BluR	b1814//b2435//b3186//b3128//
BolA	b0294//b0750//
CRP	b3532//b3958//b2503//b2665//b4096//b3011//b4087//b2316//b0338//b1877//b2058//b1798//b0565//b4502//b1548//b2537//b1220//b4663//b1902//b2822//b4443//b2609//b3672//b2097//b1274//b2216//b2687//b0922//b2666//b0484//b3065//b1322//b0987//b2290//b3547//b0511//b1130//b4249//b1718//b0067//b2839//b0750//b2686//b4201//b0591//b1020//b0234//b0162//b4523//b0591//b1707//b1303//b1408//b0505//b1714//b3797//b4705//b3521//b4458//b0855//b1948//b3645//b1199//b1260//b3006//b2316//b1925//b1924//
CdaR	b1944//b4458//b1718//b3271//b3672//
CecR	b2542//b3392//b1926//b0050//b0653//
CpxR	b0507//b1321//b2737//b1111//b1537//b0841//b3183//b1111//b4013//b2597//b3923//b0192//b3665//b2189//b0786//b0166//b0516//b2787//b2574//b4174//b4450//b3796//b1272//b4415//b2153//b0145//b1714//b3012//b0522//b1883//b3271//b1092//
Cra	b1194//b2606//b3609//b3966//b4415//b2779//b0891//b1220//b0385//b1706//b1857//b3364//b0806//b0384//b1262//
CreB	b0912//
CsgD	b3670//b2560//b2147//b4451//b1326//b2212//b4369//b3057//b1127//
CueR	b1163//b4370//
CynR	b1784//b3967//b4085//b3156//
CysB	b0688//b1655//b4663//b1634//b4090//b2189//b1707//b1194//b1201//b4567//
Dan	b4044//b1713//b2597//b3671//
DhaR	b4451//yegZ//b2061//b2666//
DicA	b4219//b0857//b1207//b4415//b1078//b3661//b0957//b3322//
DnaA	b0775//b1578//
EvgA	b4698//b2414//b0509//b2684//b3062//b1878//b0515//
FNR	b0398//b1272//b1540//b3781//b3395//b1430//b0517//b4241//b0708//b4292//b1378//b0995//b1409//b0751//b1547//b3095//b3744//b3922//b0397//b0794//b0303//b1434//b3784//b0598//b3184//b1111//b3781//
FadR	b2839//b3393//b1790//b0854//b4415//b1083//b3976//b2402//
FeaR	b0964//
Fis	b0051//b2560//b4326//b1634//b1537//b4699//b2584//b3322//b1080//b3185//b1288//b3797//b2867//b4203//b0522//b1083//b3062//b0345//b3067//b3057//b0473//b1102//b2310//b0338//b4173//b1702//b4260//b4699//b0166//b0794//b1377//b2822//b0484//b4416//b1322//b1717//b3614//b0959//b2435//b2401//b1762//b4702//b2371//b3268//b3322//b2684//b1654//b1950//b3525//b0515//b2866//b0189//b4101//b4443//b2597//b2631//
FlhDC	b3532//b3269//phnE_2//b0999//b0924//b3699//b3095//b0475//b2397//b3441//b4024//b0237//b1613//b3614//b3061//b2686//b1163//b2666//b4522//b4088//b1102//b1074//b0484//b3797//b4242//b0505//b0987//b0864//b0696//b2666//b3799//b4663//b0957//b0486//b1713//b1814//b4242//b2097//
FliZ	b0732//
