#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3699//
Ada	b0080//b3957//b1848//
AgaR	b1890//b0565//b1230//b3863//b2605//b4025//b4172//
AlaS	b3240//
AllR	b0953//b4399//b2538//b0598//b1199//b3456//b3096//b0464//b0108//
AllS	b1886//b1303//b3959//
AlsR	b1791//b3141//b0862//b1702//b4671//b2557//
ArcA	b0755//b1377//
ArgP	b0067//b1076//b2372//
ArgR	b3240//b4200//b0385//b4086//b2987//b4523//b0890//b1481//b0964//b1400//b2821//b1882//b2375//b1203//
ArsR	b3062//b0511//b0485//
AscG	b1252//
AsnC	b4416//
BasR	b0392//
BirA	b4522//b3547//b1220//b4085//b0207//
BluR	b1261//b3364//b2698//b3791//
BolA	b2630//b0841//
CRP	b1719//b1032//b0110//b1717//phnE_2//b0924//b2539//b1859//b0796//b0110//b1576//b2403//b0150//b3139//b0377//b4175//b0233//b2146//b1880//b1272//b2289//b3022//b4024//b4435//b1200//b0799//b0861//b2061//b4129//b3455//b0923//b3493//b2750//b0971//b2603//b4364//b2665//b3188//b0073//b1434//b1575//b0505//b2937//b1408//b2388//b3744//b0273//b0341//b4087//b3425//b0730//b1408//b1430//b4451//b3979//b0855//b4100//b0856//b1947//b3956//b3457//b1020//b2503//b2558//b1676//b0145//b0346//b0052//
CdaR	b2211//b1889//b1780//b0075//b0508//
CecR	b4408//b3500//b2401//b2684//b3424//
CpxR	b0075//b1485//b1102//b2146//b3394//b3184//b2167//b3013//b3959//b4174//b3005//b1091//b3140//b0216//b2601//b4242//b1078//b1199//b1165//b0652//b1568//b1411//b3066//b0512//b1947//b2698//b2608//b0507//b0443//b2171//b4444//b4024//
Cra	b2852//b3270//b3186//b2528//b1967//b0244//b0755//b0109//b0892//b0987//b0862//b2559//b2684//b1410//b0191//
CreB	b2396//
CsgD	b0339//b4506//b4213//b4134//b1882//b1113//b0166//b0794//b3060//
CueR	b0473//b1576//
CynR	b1884//b0557//b4671//b2153//
CysB	b0241//b0591//b1004//b4613//b2312//b2310//b0232//b1886//b2465//cpxQ//
Dan	b0507//b4174//b2965//b2529//
DhaR	b0383//b4085//b1719//b1166//
DicA	b0604//b2476//b4150//b0655//b3864//b1264//b4450//b3095//
DnaA	b0849//b2558//
EvgA	b4024//b1434//b3531//b0922//b0860//b3186//b4086//
FNR	b3686//b2127//b3062//b0795//b3240//b2607//b1288//b0399//b0862//b1429//b4705//b1967//b2604//b3614//b3922//b4435//b2938//b4481//b1949//b1888//b0152//b0841//b4044//b3027//b0384//b1913//b3863//
FadR	b0110//b2388//b2313//b3139//b4088//b0795//b1205//b0674//
FeaR	b3796//
