#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0151//
Ada	b2403//b0565//b3521//
AgaR	b0074//b3665//b3792//b0072//b3967//b3859//b2063//
AlaS	b3794//
AllR	b4044//b0515//b1164//b3773//b0891//b1729//b3049//b3729//b4249//
AllS	b2987//b1434//b3137//
AlsR	b2388//b0075//b4150//b4097//b2312//b2606//
ArcA	b1260//b1410//
ArgP	b1634//b2127//b3237//
ArgR	b2435//b2560//b2312//b3270//b4443//b0234//b1569//b1859//b0294//b1949//b4663//b4219//b2559//b0156//
ArsR	b1618//b3977//b1261//
AscG	b1884//
AsnC	b0080//
BasR	b2684//
BirA	b3976//b3665//b2397//b2604//b2531//
BluR	b1914//b0378//b0152//b1079//
BolA	b0075//b0071//
CRP	b2232//b1857//b3672//b0892//b1880//b1714//b2823//b4705//b0294//b3790//b3960//b1641//b0522//b1325//b3645//b2464//b3021//b0156//b1846//b0786//b2604//b0166//b0441//efeU_2//b0674//b3502//b3699//b2665//b2582//b3531//b2825//b1878//b4024//b3012//b1452//b4280//b2068//b0232//b0622//b2153//b0296//b1729//b3859//b0152//b0139//b1073//b3364//b1452//b1020//b4364//b2435//b4099//b3959//b1199//b3423//b1073//b3186//b1884//b3139//b3922//b2406//b1002//b4417//b2312//b1377//b0232//b1303//b0296//
CdaR	b4613//b0987//b1092//b0841//b0688//
CecR	b4506//b3057//b1954//b0151//b2404//
CpxR	b4293//b1569//b1077//b3957//b3794//b0588//b4618//b1077//b0441//b3786//b0237//b2789//b0447//b2605//b1263//b2310//b1487//b1434//b3057//b2540//b3911//b1826//b2557//b2311//b3790//b3613//b2476//b2436//b3022//b4522//b0378//b2821//
Cra	b1252//b3240//b1481//b4415//b0073//b3794//b3923//b3157//b4411//b4054//b1073//b3547//phnE_2//b3958//b1881//
CreB	b3140//
CsgD	b4411//b0565//b4401//b4435//b1079//b1881//sroA//b3128//b0855//
CueR	b2232//b0590//
CynR	b4201//b1167//b3911//b1641//
CysB	b1407//b1013//b1102//b1848//b0106//b3096//b1948//b1947//b2212//b0277//
Dan	b0345//b4702//b2147//b4159//
DhaR	b3729//b4445//b4013//b2402//
DicA	b3531//b4104//b1081//b4481//b0377//b2605//b1486//b3774//
DnaA	b2216//b3188//
EvgA	b1781//yegZ//b3242//b2402//b3423//b2404//b3798//
FNR	b2060//b0397//b3392//b1947//b0346//b1578//b0557//b3911//b3531//b2427//b3184//b1924//b3137//b3864//b0751//b3686//b3960//b2666//b1072//b3978//b0216//b4129//b0191//b0151//b1201//b2503//b1378//
FadR	b0622//b0106//b1486//b2503//b3699//b3270//b0139//b1546//
FeaR	b1410//
Fis	b2312//b2821//b4392//b3425//b3912//b1252//b3005//b4102//b1486//b4219//b1321//b1618//b4024//b0892//b2559//b2789//b4260//b2606//b0339//b1260//b3067//b3980//b3797//b3460//b1272//b1926//b3688//b3184//b1200//b0190//b3432//b4451//b4506//b4043//b4254//b4042//b0293//b4175//b4260//b4481//b1948//b1926//b2558//b2396//b3613//b1321//b1004//b2085//b0786//b1887//b2539//b1702//b3661//b4098//b4426//b1322//
FlhDC	b4698//b0557//b1890//b1440//b1877//b2605//b0123//b1283//b0346//b3356//b3729//b1481//b1484//b0856//b1264//b1925//b1567//b3786//b0890//b3859//b0484//b3672//b2537//b0301//b1579//b4095//b3773//b1613//b1914//b1102//b0776//b1272//b2631//b2687//b2699//b0959//b0340//b0957//
FliZ	b1487//
Fur	b4213//b3792//b3395//b1860//b3323//b3938//b2938//b3791//b0670//b4699//b2436//b0779//b3670//b3423//b1488//b1546//b0123//b0668//b0341//b3923//b3608//b0162//b2560//b3424//
GadX	b3095//b1452//b0304//b0207//b1443//b2666//b2061//
GcvA	b4024//b1857//
H-NS	b1199//b3011//b0921//b4702//b2062//b2967//b0565//b0744//b2820//b2559//b0303//b1718//b2666//b2311//
HU	b0957//b3813//
HcaR	b3394//b3270//b4134//b3240//b3156//b0730//
IHF	b2406//b1440//b0698//b0345//b2823//b2373//b0652//
IlvY	b3686//b4096//
IscR	b0484//b3699//b3394//b1781//b2538//b0189//b2864//b3688//
KdpE	b1860//b0073//b3665//b4670//
LeuO	b3830//b2097//b3061//b1441//b3938//b2537//
LexA	b4090//b2058//b4406//b1434//b2750//b2824//b1199//b0697//b4249//b2750//b1707//b1091//b3661//b1702//b0523//b4260//b2388//b0339//b4013//b3797//b1092//b2788//b0447//b0588//b1092//b3066//b1020//b2820//b0862//b3243//b2574//b0123//b1409//b3049//b0999//b4599//b1528//
LrhA	b3572//
Lrp	b3063//b3670//b3860//b2687//b3912//b2372//b3863//b2630//b3774//b0684//b3049//b0338//b3500//b1220//
LysR	b2216//
MalT	b3501//
MarA	b1165//b0207//
MatA	b0921//b0050//
McbR	b0145//
MetJ	b2895//b3958//b3425//b0697//b4116//
MlrA	b2824//b3979//b0654//b2614//b4098//
MngR	b1925//b3027//b1261//
MntR	b0447//b4105//
MprA	b3131//b2671//b2630//
MqsA	b2189//b1165//
MurR	b2604//
Nac	b4087//b4242//b0504//b3977//b0856//
NadR	b0397//b0536//b2216//
NagC	b0207//b4369//b1199//b1655//b0190//
NanR	b2557//b2965//
NimR	b3958//b4393//
NsrR	b3790//b4086//b0786//b3242//b2289//b0796//b2604//b1577//b1205//b4484//b1074//b1618//b1194//b0588//b0841//b3796//b2464//b0511//b1163//b3061//b3645//b3911//b2509//b2789//b1434//b2436//b3131//b2779//b3455//b1452//
NtrC	b3938//b4368//b1881//b2406//b2167//b0192//b3545//b1719//b1194//b0074//b4260//b0598//cpxQ//b3013//b3967//b3501//b4002//
OmpR	b0293//b2407//b4086//b3686//
OxyR	b2127//b1283//b3066//b0708//b4670//b0403//b0806//b2820//b4364//
PaaX	b3789//b0999//
PepA	b0688//
PgrR	b2821//b0814//b3699//b0863//b2597//b0507//b0874//
PhoB	b2469//b4408//b2503//b1386//b0301//b2779//b1132//b1885//b4392//b0672//b0464//b1303//b1322//b2752//b2211//b2404//b0775//b1860//b0655//b0964//b3140//b0970//b3680//b3006//b1229//b2752//b1075//b2868//b0591//b1000//b4254//
PhoP	b1483//b2852//b0666//b3792//b2402//b1167//b1002//b1924//b2750//b2401//b1702//b0653//b0654//b1717//b0731//b4129//
PspF	b4458//
PurR	b3608//b0191//b1485//b4699//b3938//b0353//b0921//b1950//b0523//b1408//b0512//b3012//b3356//
RbsR	b4025//
RcdA	b1567//b3806//b4094//
RclR	b2684//b3502//b3393//
RcnR	b1881//
RcsAB	b1220//b1547//b0485//b1091//b3441//
RcsB	b3432//b0507//b2374//b3744//
RcsB-BglJ	b4013//b2476//b0778//b2665//b3456//b3027//b4347//b4099//b1859//b2826//b3729//
Rob	b2823//
RutR	b0353//
SdiA	b3183//
SgrR	b1411//b4702//b1578//b0751//b0921//b2597//
SoxS	b1798//b0152//b0192//b1325//b2788//b3744//
SutR	b0339//b1728//
TorR	b1880//
TrpR	b1283//b3424//b3138//b4134//b4088//b0536//b0687//b1814//
TyrR	b1198//b1540//b4202//
UidR	b3156//
UvrY	b4174//b0293//
XapR	b3049//b0684//
YdeO	b1860//b2698//
YjjQ	b2407//b3616//b2313//b0051//b2609//b3493//b2232//
YpdB	b0244//
YqhC	b0971//b0232//
ZntR	b1073//
ZraR	b0664//
Zur	b1184//b0892//b1260//b3612//b0512//
