#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1113//
Ada	b0755//b0964//b1950//
AgaR	b1265//b3744//b3665//b0108//b0732//b0923//b0108//
AlaS	b3956//
AllR	b3011//b3793//b3455//b4522//b1925//b2822//b0673//b4054//b4522//
AllS	b4426//b1860//b0999//
AlsR	b1578//b2212//b2290//b2476//b1203//b1440//
ArcA	b1762//b4567//
ArgP	b1702//b1576//b2217//
ArgR	b2685//b0485//b1944//b0861//b1430//b2465//b2557//b0750//b3458//b3156//b0841//b4203//b0072//b0304//
ArsR	b2146//b0860//b1132//
AscG	b2697//
AsnC	b2503//
BasR	b2789//
BirA	b1429//b0925//b0799//b4401//b1982//
BluR	b0485//b3787//b1608//b2839//
BolA	b0473//b1079//
CRP	b0652//b1857//b0441//b1264//b1741//b3976//b0294//b2839//b2530//b1536//b2427//b3240//b3941//b4098//b1790//b1729//b2697//b3860//b1434//b3432//b0672//b0241//b1784//b0751//b1887//b1860//b4599//b2821//b2603//b2371//b1113//b0067//b2000//b2893//b2068//b1728//b2291//b1814//sroC//b3184//b0067//b3243//b4043//b1261//b0110//b2169//b0071//b2684//b2605//b0340//b0068//b1950//b1576//b1075//b1443//b2310//b1399//b0964//b0397//b0071//b4213//b0912//b0922//b2542//b0067//sroA//b0294//b2559//
CdaR	b2310//b1486//b0382//b2597//b2060//
CecR	b2821//b3612//b1016//b0779//b1618//
CpxR	b1081//b2750//b1947//b0665//b1546//b2212//b4085//b2311//b0687//b3095//b3049//b4085//b3784//b0303//b3005//b1884//b1946//b1536//b2752//b3923//b0504//b1407//b1575//b0557//b4094//b4172//b0522//b4202//b1083//b3393//b0959//b3608//
Cra	b0814//b1201//b3049//b2553//b0856//b4087//b2213//b4506//b0589//b1408//b3493//b3965//b2402//b1000//b2503//
CreB	b0108//
CsgD	b1882//b2531//b1566//b2068//b3785//b4426//b3911//b2539//b4098//
CueR	b2852//b0339//
CynR	b1379//b4270//b1883//b0192//
CysB	b3469//b1948//b0341//b4101//b1164//b0507//b3364//b0277//b1810//b1577//
Dan	b2146//b1860//b0924//b4270//
DhaR	b0685//b2808//b1327//b2866//
DicA	b1887//b0622//b3138//b1327//b0775//b2290//b0296//b3011//
DnaA	b0959//b3774//
EvgA	b1885//b0684//b1859//b0405//b4670//b1000//b1926//
FNR	b0399//b3966//b0507//b0684//b0303//b1407//b2372//b4279//b0231//b0999//b2316//b3013//b0231//b3547//b1729//b0589//b3323//b1888//b1623//b4025//b3392//b4364//b4480//b1540//b4599//b4673//b2373//
FadR	b1567//b0383//b1944//b2616//b1252//b1714//b0696//b0189//
FeaR	b1882//
Fis	b1576//b1167//b1948//b1020//b1132//b2687//b1198//b2603//b3503//b4355//b4415//b1207//b4481//b0891//b1536//b0067//b1762//b1826//b1790//b3976//b4702//b1826//b2189//b3242//b0674//b1569//b3061//b1613//b1076//b0589//b4241//b3965//b0507//b1165//b4160//b1442//b1083//b2372//b4100//b0382//b2697//b1130//b3128//b4670//b4369//b1623//b1032//b3863//b0060//b3457//b3063//b4699//b2600//b0108//b2311//b2171//
FlhDC	b4088//b2498//b3241//b3423//b4671//b1718//b0688//b1441//b2597//b2751//b2531//b3425//b3022//b0777//b0216//b2597//b4129//b1536//b1073//b3395//b1166//b3612//b0507//b3392//b1000//b0150//b2605//b3793//b1924//b4445//b3393//b0743//b4671//b3923//b2498//b4175//b1093//b0655//
FliZ	b1879//
Fur	b2852//b0516//b0999//b3729//b0507//b1882//b1536//b3686//b2509//b3186//b4513//b2603//b3980//b1791//b1077//b2605//b0304//b3006//b2821//b4702//b2373//b1877//b1618//b4173//
GadX	b1080//b0072//b3095//b2406//b1654//b1654//b2808//
GcvA	b1741//b0060//
H-NS	b4702//b1076//b4002//b1946//b2169//b2609//b2059//b2371//b4094//b2216//b3730//b1252//b0796//b0511//
HU	b2601//b2503//
HcaR	b1434//b0557//b2820//b4279//b2824//b0792//
IHF	phnE_2//b0890//b1201//b0795//b1486//b0072//b2171//
IlvY	b0304//b1407//
IscR	b4173//b2867//b1634//b3503//b4292//b3956//b0792//b1183//
KdpE	b4260//b3011//b1537//b0588//
LeuO	b0397//b4044//b4090//b3271//b3501//b3609//
LexA	b1782//b0779//b1579//b2406//b1887//b4088//b3011//b3188//b0750//b0776//b1902//b0294//b3269//b0166//b1265//b1655//b0447//b2509//b1881//b4567//b2540//b1440//b3532//b3661//b0799//b3977//b0987//b0864//b0953//b2820//b2553//b1540//b4260//b0855//b1618//b2895//b2171//
LrhA	b4042//
Lrp	b1321//b1231//b3502//b2153//b1322//b0052//b3128//b1083//b2537//b3501//b2060//b3128//b4099//b1303//
LysR	b3137//
MalT	b1641//
MarA	b4426//b4411//
MatA	b1623//b3138//
McbR	b4150//
MetJ	b1441//b3830//b3794//b0971//b0464//
MlrA	b1200//b1198//b0447//b1881//b3525//
MngR	b1411//b1092//b2379//
MntR	b3545//b1717//
MprA	b1203//b1719//b0378//
MqsA	b4086//b0923//
MurR	b0447//
Nac	b0189//b0108//b3670//b2822//b2538//
NadR	b3469//b3494//b0233//
NagC	b2751//b1704//b4513//b0743//b4042//
NanR	b0382//b1201//
NimR	b2465//b1889//
NsrR	b4398//b4444//b1409//b0674//b4101//b3066//b2582//b3356//b0345//b4369//b1954//b1618//b3065//b3060//b2062//b0732//b4090//b4401//b0150//b2476//b2105//b3977//b0050//b0957//b3923//b3806//b1967//b0484//b2404//b0216//
