#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2600//
Ada	b3967//b2060//b1944//
AgaR	b1091//b1717//b0511//b1949//b1609//b2687//b3609//
AlaS	b3787//
AllR	b0732//b0565//b3425//b0517//b1846//b4484//b4293//b4175//b3137//
AllS	b0696//b3545//b4484//
AlsR	b3558//b1410//b0730//b4522//b1274//b1132//
ArcA	b0400//b1613//
ArgP	b2171//b0590//b2059//
ArgR	b1707//b4525//b4347//b4173//b1322//b3394//b1004//b1077//b0964//b3785//b2531//b4523//b1321//b3977//
ArsR	b4397//b0273//b0509//
AscG	b0745//
AsnC	b0604//
BasR	b4399//
BirA	b3786//b3455//b1860//b0241//b0071//
BluR	b0464//b3128//b0971//b0557//
BolA	b2557//b1890//
CRP	b0507//b0995//b0793//b3008//b4392//yegZ//b3183//b1717//b2216//b0511//b1288//b2539//b0565//b4101//b2465//b4203//b0923//b4417//b4355//b2217//b0190//b4159//b1277//b0069//b3460//b3521//b1707//b3661//b3781//b0191//b0405//b3441//b0399//b0665//b2465//b4411//b4044//b3066//b2068//b3911//b1879//b1791//b2401//b0166//b0397//b3394//b2401//b1013//b2375//b1230//b3503//b2699//b0385//b1132//b0304//b3532//b3784//b2167//b0512//b4094//b4095//b0475//b3938//b3395//b1113//b0513//b3680//b2665//
CdaR	b3793//b2893//b1262//b3392//b1782//
CecR	b1288//b4099//b0071//b0796//b2751//
CpxR	b3269//b0774//b0795//b0512//b1260//b1861//b3532//b1791//b4044//b2938//b1885//b3744//b4090//b3441//b1073//b2868//b0786//b0863//b4095//b4094//b2821//b1926//b0140//b0799//b2539//b2396//b1184//b2211//b2808//b4104//b2574//sroA//
Cra	sroA//b4106//b3322//b2373//b0755//b2528//b1263//b3063//b2402//b1130//b0464//b0511//b2373//b1093//b2605//
CreB	b2085//
CsgD	b0890//b1547//b2085//b2169//b0304//b1826//b1263//phnE_2//b2788//
CueR	efeU_2//b2967//
CynR	b3774//b1203//b0441//b3322//
CysB	b3268//b4458//b4506//b1729//b0513//b2375//b0685//b1016//b0685//b3613//
Dan	b3545//b0924//b0400//b3978//
DhaR	b0698//b4397//b1167//b4450//
DicA	b4260//b3744//b3608//b2168//b3096//b2097//b4054//b0665//
DnaA	b2630//b4415//
EvgA	b1092//b0509//b0303//b4098//b4200//b1073//b3938//
FNR	b3062//b4705//b3141//b1714//b1377//b0795//b2540//b1261//b2787//b3688//b0786//b1947//b3021//b3670//b3671//b2582//b2608//b0074//b1948//b3243//b3967//b1548//b2290//b2232//b3919//b0799//b2503//
FadR	b4095//b4702//b4202//b0192//b3786//b1954//b1287//b0987//
FeaR	b2605//
Fis	b0069//b1440//b4444//b1857//b3545//b1132//b3672//b3469//b2375//b2557//b2893//b0864//b3688//b2631//b2379//b0970//b1377//b2685//b1704//b2824//b4104//b4219//b0874//b0340//b1102//b1016//b3977//b3786//b0814//b1201//b1967//b3131//b0970//b1183//b0874//b2498//b1846//b3140//b1020//b2582//b0382//b2310//b0484//b2059//b1076//b1020//b2698//b1784//b0400//b0750//b0590//b2528//b4203//b3063//b1032//b3060//
FlhDC	b1881//b1274//b2584//b4202//b1077//b1609//b0665//b1264//b1130//b0854//b1032//b0304//b2560//b0049//b3425//b4159//sroC//b1877//b3794//b0277//b2530//b1386//b3661//b1714//b3021//b0777//b1579//b0513//b1303//b3785//b2503//b3322//b3066//b2686//b3184//b0849//b1857//b3183//
FliZ	b2375//
Fur	b1207//b3392//b1325//b1166//b1857//b3911//b4398//b0957//b1481//b4698//b0793//b2400//b4513//b4397//b4172//b3958//b4201//b4044//b1888//b3787//b1946//b0106//b1704//b3966//
GadX	b4097//b2062//b4480//b0067//b3067//b1187//b1945//
GcvA	b0755//b0443//
H-NS	b3730//b2316//b3008//b3423//b0377//b4513//b4326//b1924//b2289//b0565//b3138//b4481//b4088//b1407//
HU	b1925//b0688//
HcaR	b4054//b1857//b0674//b4326//b3911//b3139//
IHF	b3966//b3501//b1579//b0971//b0403//b0923//b1200//
IlvY	b2685//b3128//
