#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2597//
Ada	b1608//b2396//b0439//
AgaR	b2864//b3323//b2538//b3141//b3612//b1411//b2427//
AlaS	b3864//
AllR	b0953//b3062//b0670//efeU_2//b3184//b1166//b1713//b2397//b3441//
AllS	b3789//b4355//b3021//
AlsR	b3773//b4097//b4202//b2839//b2597//b2232//
ArcA	b3012//b1618//
ArgP	b1926//b1485//b1072//
ArgR	b0107//b1886//b1946//b2867//b1857//b0109//b2822//b3789//b3456//b0508//b1194//b4002//b0109//b4200//
ArsR	b3432//b2584//b4398//
AscG	b1077//
AsnC	b3136//
BasR	b2403//
BirA	b1283//b3730//b1260//b2402//b1858//
BluR	b1077//b2058//b4699//b2167//
BolA	b3941//b1200//
CRP	b1020//b2866//b2348//b0750//b1386//b2290//b3432//b4173//b1203//b2604//b4025//b0505//b0072//b3938//b2608//b0622//b2167//b3500//b1074//b3613//b1741//b1623//b0123//b2685//b1321//b0670//b1488//b0673//b3395//b0382//b0340//b3609//b3744//b2604//b2403//b0075//b2146//b3729//b0666//b0750//b4347//b0751//b3063//b4249//b1790//b2414//b2616//b3672//b2818//b2167//b1410//b4099//b3859//efeU_2//b1902//b2406//b4054//b1717//b3864//b1781//b1102//b0912//b0475//b0049//b3806//b3607//b0750//b0060//
CdaR	b1325//b3137//b4202//b3612//b0655//
CecR	b1194//b0874//b3614//b1166//b3157//
CpxR	b3547//b0860//b0856//b0697//b0953//b2503//b1326//b3065//b3960//b1950//b3140//b3137//b4458//b0779//b3830//b2687//b1073//b2396//b0146//b1013//b4613//b0383//b3185//b0696//b3458//b3977//b0050//b1201//b0923//b1810//b1429//b2171//
Cra	b2058//b0051//b0668//b2779//b3796//b1265//b4242//b1481//b4025//b3797//b0921//b0697//b4326//b1944//b3502//
CreB	b3141//
CsgD	b2313//b4408//b1926//b4086//b2464//b2476//b2606//b2671//b3268//
CueR	b3976//b0392//
CynR	b3730//b3268//b3022//b2789//
CysB	b2530//b0664//b0140//b1881//b0301//b3923//b3787//b4415//b1880//b4013//
Dan	b3859//b0080//b1201//b0207//
DhaR	b2062//b0953//b3670//b2097//
DicA	b1881//b0152//b1848//b0861//b2401//b3922//b0162//b0860//
DnaA	b0383//b1488//
EvgA	b3006//b2574//b0346//b2631//b2823//b3190//b3864//
FNR	b2559//b2631//b1889//b1127//b3241//b1567//b1814//b3456//b4347//b0504//b3617//b1263//b0698//b2311//b0674//b3788//b0565//b0152//b1846//b1200//b4096//b1277//b4523//b0146//b2313//b1020//b0400//
FadR	b2937//b2671//b2465//b0778//b1762//b0862//b0293//b0139//
FeaR	b2616//
Fis	b2396//b2671//b2427//b3608//b2403//b0786//b2085//b4364//b2400//b1810//b0107//b2464//b0557//b3243//b3364//b4368//b1410//b0924//b4096//b1091//b0106//b3785//b1704//b4174//b3545//b0861//b4172//b1166//b1016//b0505//b4415//b1075//b2868//b1884//b2403//b4369//b3441//b1020//b3323//b0339//b1945//b0397//b0792//b3645//b1889//b3661//b4522//b2967//b2987//b4364//b1609//b1886//b1003//b4401//b3957//b3960//
FlhDC	b0964//b0953//b2868//b0849//b4663//b3395//b0146//b4451//b1111//b4484//b4086//b2189//b3494//b2868//b2497//b1078//efeU_2//b4043//b1183//b1167//b1263//b2211//b4280//b4670//b0439//b0377//b3270//b3699//b3241//b4408//b1488//b0341//b2397//b2058//b2371//b2000//b1262//b1780//
FliZ	b3156//
Fur	b0589//b3613//b3941//b3186//b1000//b0874//b2699//b0231//phnE_2//b0294//b4567//b3799//b2608//b0486//b1081//b4024//b3240//b3392//b3978//b3789//b0856//b1902//b0509//b0666//
GadX	b0685//b2497//b3469//b3966//b0234//b1924//b2608//
GcvA	b1386//b1092//
H-NS	b0849//b1798//b4203//b4451//b1641//b3441//b4280//b2063//b4443//b1926//b3787//b1791//b0207//b3008//
HU	b1706//b2824//
HcaR	b0060//b3688//b0792//b1020//b3011//b0799//
IHF	b3011//b3237//b0511//b0698//b0674//b3188//b2414//
IlvY	b0068//b0666//
IscR	b3912//b0233//b0505//b3617//b1164//b1623//b4698//b1032//
KdpE	b2372//b1000//b2752//b2402//
LeuO	b2153//b1167//b0957//b0166//b1887//b0684//
LexA	b0688//b2560//b2665//b4098//b1183//b1577//b4567//b1717//b0189//b2436//b3645//b1322//b1879//b1430//b1885//b1784//b1074//b1274//b2616//b0523//b1982//b1707//b4293//b2217//b1783//b0590//b0654//b0688//b1378//b2823//b3545//b3790//b0971//b3614//b1400//b3137//b0383//
LrhA	b1783//
Lrp	b0073//b1481//b3066//b3864//b1780//b1814//b2373//b1714//b0273//b1113//b2062//b0378//b2737//b2574//
LysR	b2825//
MalT	b2542//
MarA	b0857//b2685//
MatA	b4326//b2402//
McbR	b0668//
MetJ	b2311//b3271//b0509//b0484//b1718//
MlrA	b0795//b2509//b4104//b1702//b3923//
MngR	b2063//b1165//b1004//
MntR	b2603//b0508//
MprA	b4092//b0731//b1187//
MqsA	b1714//b4347//
MurR	b3980//
Nac	b1076//b2503//b2401//b0684//b0666//
NadR	b3558//b0921//b2820//
NagC	b3096//b2211//b0860//b0340//b1609//
NanR	b0775//b1741//
NimR	b4042//b3686//
NsrR	b2582//b3958//b1846//b2609//b0385//b0505//b2105//b1784//b0970//b1914//b0745//b2167//b1262//b2608//b0397//b3744//b4090//b2560//b0340//b4481//b3454//b3431//b0464//b4522//b4458//b4175//b3672//b1902//b4599//b2542//
NtrC	b0123//b0341//b0190//b0890//b2821//b0341//b4618//b1613//b3645//b3960//b3960//b0400//b2313//b0338//b3095//b3686//b2823//
OmpR	b2631//b1950//b0508//b1790//
OxyR	b0751//b1410//b4364//b0139//b1016//b4445//b1000//b3138//b3960//
PaaX	b1486//b3005//
PepA	b3744//
PgrR	b0685//b3672//b1485//b3608//b3790//b1487//b4088//
PhoB	b4370//b1885//b3661//b3322//b1230//b3774//b0654//b3729//b1444//b2530//b1000//b1537//b1487//b1410//b0557//b1704//b4242//b1265//b2211//b2372//b3671//b4368//b4506//efeU_2//b0340//b2169//b1857//b3686//b1568//b4698//b1784//
PhoP	b2605//b0485//b1946//b1883//b2063//b1548//b2168//b2217//b1079//b1488//b1613//b0999//b0806//b1016//b2818//b0108//
PspF	b1609//
PurR	b2826//b1183//b2373//b0697//b3392//b1440//b0192//b2779//b0523//b2313//b1945//b0924//b1074//
RbsR	b4102//
RcdA	b2825//b0473//b2085//
RclR	b0439//b1944//b3067//
RcnR	b1546//
RcsAB	b3521//b2312//b1130//b1102//b0589//
RcsB	b0108//b4443//b3922//b1322//
