#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1704//
Ada	b2866//b3919//b0672//
AgaR	b3136//b3141//b3501//b3061//b3394//b0892//b0145//
AlaS	b2171//
AllR	b1717//b3545//b1378//b0156//b1411//b4481//b1826//b0067//b3978//
AllS	b2537//b4393//b1131//
AlsR	b2061//b0293//b2464//b1826//b4293//b4092//
ArcA	b1262//b3572//
ArgP	b3806//b3863//b0687//
ArgR	b2751//b4102//b4599//b4087//b3183//b2153//b1890//b3787//b4175//b1075//b4426//b1077//b0523//b1861//
ArsR	b1608//b1102//b2584//
AscG	b1016//
AsnC	b2401//
BasR	b2373//
BirA	b3922//b1949//b1889//b2822//b3270//
BluR	b0795//b1577//yegZ//b2671//
BolA	b0464//b3186//
CRP	b0862//b0523//b0688//b4408//b3268//b0795//b4523//b2606//b0484//b1728//b1784//b1528//b2687//b0841//b1102//b0339//b4089//b4134//b0403//b0598//b4242//b1882//b0999//b0861//b3957//b0443//b3960//b2614//b0751//b1399//b1707//b4159//b0383//b0777//b0731//b1434//b3502//b3911//b4260//b1798//b4567//b3242//b0604//b4086//b0775//b2379//b3799//b1707//b2609//b1536//b3830//b1887//b3140//b3063//b0863//b2465//b1487//b0795//b1877//b3454//b1194//b1741//b1790//b0340//b1857//b0924//b2819//b4202//
CdaR	b2685//b1200//b4415//b3067//b2542//
CecR	b2105//b2608//b0774//b2967//b4129//
CpxR	b0150//b2822//b1914//b2607//b2063//b3788//b0441//b4451//b0598//b1131//b4219//b2630//b3502//b3572//b1440//b0591//b1883//b1283//b1536//b2537//b1877//b3423//b0995//b2153//b1887//b4417//b2537//b0240//b2127//b0776//b2406//b0140//
Cra	b3005//b3806//b4088//b3240//b4092//b4270//b0591//b2558//b3454//b1032//b1016//b3425//b3500//b1263//b0792//
CreB	b3190//
CsgD	b0346//b0109//b1072//b4401//b1220//b0439//b2062//b3393//b3138//
CueR	b3978//b0475//
CynR	b0080//b1704//b0447//b0854//
CysB	b3521//b4450//b0970//b2436//b0670//b4369//b0152//b1194//b2469//b2603//
Dan	b2313//b3967//b4090//b4088//
DhaR	b3864//b0890//b2574//b1327//
DicA	b0668//b2987//b0653//b0464//b3138//b1540//b2600//b3157//
DnaA	b4513//b4089//
EvgA	b1546//b0604//b1967//b2580//b0750//b1083//b3237//
FNR	b0892//b1944//b1075//b4426//b3785//b2965//b4435//b3432//b2498//b0398//b0191//b2058//b1488//b0856//yegZ//b2375//b2068//b3786//b0485//b3806//b1618//b4101//b3967//b1287//b0779//b3799//b4092//
FadR	b1091//b1654//b4369//b2061//b1199//b2403//b4392//b4270//
FeaR	b2290//
Fis	b2601//b2097//b4369//b3503//b2822//b1718//b2597//b4370//b4106//b4525//b0862//b1578//b3785//b1430//b4699//b0668//b0377//b4355//b1263//b2212//b3394//b1003//b0234//b3864//b1081//b0473//b2606//b1569//b3965//b0384//b1707//b4203//b1913//b1102//b3781//b4401//b4100//b3680//b2000//b2000//b3977//b0049//b1702//b3661//b3959//b2600//b4480//b3138//b2388//b1814//b0786//b1568//b3011//b0795//b2823//b1132//
FlhDC	b2000//b1073//b3139//b2541//sroC//b0216//b3922//b1947//b0191//b3184//b2529//b0139//b1093//b0743//b4101//b4293//b4203//b2582//b0237//b2867//b1859//b3912//b4450//b0071//b0732//b1485//b0185//b0106//b1707//b0162//b0304//b0730//b1858//b0653//b3012//b1230//b1265//b1326//
FliZ	b2597//
Fur	b2063//b4393//b3323//b1205//b0777//b2687//b4104//b3665//b0891//b3572//b2826//b1848//b3922//b1810//b1798//b1430//b3806//b1861//b0106//b0860//b0166//b1578//b0513//b3063//
GadX	b1569//b2582//b0698//b2605//b0303//b2427//b1004//
GcvA	b0793//b2684//
H-NS	b2469//b1484//b0598//b3012//b2839//b1782//b4100//b0923//b0793//sroA//b1567//b3941//b1878//b2147//
HU	b3699//b3960//
HcaR	b4219//b0890//b1081//b2558//b2061//b4416//
IHF	b1528//b1848//b0403//b1741//b2685//b0523//b1609//
IlvY	b3956//b4213//
IscR	b0304//b3521//b1205//b4523//b3786//b2737//b3774//b2167//
KdpE	b3395//b0294//b4293//b1203//
LeuO	b1083//b0385//b0074//b3531//b4280//b0923//
LexA	b0730//b4254//b0185//b0153//b2372//b0384//b0049//b3730//b1728//b1883//b0745//b0397//b1641//b0231//b1719//b1442//b3790//b3469//b2601//b3012//b2557//b1187//b0536//b3919//b2839//b2407//b4260//b1950//b0340//b3095//b4042//b4451//b4106//b1322//b4042//b1199//b0860//
LrhA	b2938//
Lrp	b4174//b3021//b1132//b3613//b2671//b0072//b4525//b1566//b0475//b1790//b3671//b2697//b1075//b3532//
LysR	b1000//
MalT	b3394//
MarA	b3960//b2825//
MatA	b2216//b4408//
McbR	b3607//
MetJ	b0237//b2820//b3140//b3670//b3859//
MlrA	b2290//b0074//b1165//b0688//b3922//
MngR	b2868//b3503//b3980//
MntR	b0670//b1568//
MprA	b3608//b2553//b4241//
MqsA	b2529//b4100//
MurR	b1207//
Nac	b2539//b3237//b2061//b2540//b1260//
NadR	b3393//b2375//b3790//
NagC	b2686//b0067//b1575//b3781//b2751//
NanR	b0185//b3941//
NimR	b0732//b0622//
NsrR	phnE_2//cpxQ//b2867//b0233//b0475//b1858//b3128//b2061//b2503//b1440//b3671//b1717//b0509//b0192//b3494//b3645//b0066//b2538//b0732//b4054//b1183//b2189//b0398//b3699//b0536//b3242//b4445//b4415//b3240//b3457//
NtrC	b1102//b1784//b3364//b0999//b4270//b1165//b3131//b2684//b0447//b1706//b4094//b3057//b0443//b2737//b1322//b3788//b4098//
OmpR	b3501//b4522//b1016//b4260//
OxyR	b0925//b1579//b3005//b1877//b0156//b4099//b1321//b1080//b4024//
PaaX	b3364//b1434//
PepA	b4159//
PgrR	b0273//b3441//b1379//b3614//b2211//b1577//b2839//
PhoB	b0216//b1613//b3976//b1131//b2062//b0668//b1860//b1207//b1782//b3773//b0244//b2750//b3060//b0123//b4094//b1132//b3501//b3958//b2312//b4106//b1080//b2967//b0589//b0383//b4451//b1187//b0588//b4090//b0673//b2153//b1443//
PhoP	b1826//b0439//b1077//b2685//b2699//b1164//b0666//b0999//b3744//b4279//b3136//b3545//b0052//b0860//b0153//b1078//
PspF	b0216//
PurR	b3980//b4172//b3525//b2684//b0588//b4002//b1377//b4370//b2839//b1400//b1078//b4368//b3242//
RbsR	b1728//
RcdA	b1540//b1655//b0385//
RclR	b1288//b0670//b0668//
RcnR	b0652//
RcsAB	b0139//b2530//b0814//b3911//b3455//
RcsB	b1707//b2819//b0688//b2213//
RcsB-BglJ	b3919//b0892//b4426//b3423//b1429//b4599//b3791//b0687//b2822//b2068//b2825//
Rob	b0189//
RutR	b4698//
SdiA	b1641//
SgrR	b2167//b0405//b3183//b0303//b0504//b1914//
SoxS	b1885//b4523//b3057//b0475//b1163//b1741//
SutR	b3959//b1613//
TorR	b2609//
TrpR	b4024//b0377//b1074//b1093//b2864//b0067//b0151//b2313//
TyrR	b1194//b3923//b2779//
UidR	b2684//
UvrY	b4105//b2820//
XapR	b2290//b4443//
YdeO	b2068//b0392//
YjjQ	b3066//b1004//b3967//b3979//b0751//b1198//b4522//
YpdB	b1261//
YqhC	b0839//b0106//
ZntR	b0505//
ZraR	b3911//
Zur	b1782//b4085//b2557//b0146//b1265//
