#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2171//
Ada	b3789//b2684//b1882//
AgaR	b3967//b4172//b4160//b1386//b0922//b0384//b3788//
AlaS	b0399//
AllR	b3441//b4293//b3067//b1076//b4093//b4173//b1400//b3670//b3184//
AllS	b4392//b0841//b0745//
AlsR	b2373//b1440//b0964//b3941//b2435//b4202//
ArcA	b4401//b4106//
ArgP	b1579//b4458//b0995//
ArgR	b2616//b1846//b1074//b2371//b4408//b3609//b2603//b0294//b2698//b3781//b0670//b3269//b3500//b0796//
ArsR	b1187//b3066//b4098//
AscG	b4480//
AsnC	b1264//
BasR	b1262//
BirA	b2530//cpxQ//b0273//b2153//b0505//
BluR	b3183//b4129//b4172//b1859//
BolA	b4172//b2217//
CRP	b3136//b4044//b3793//b1781//b4092//b4200//b1889//b0139//b2171//b3057//b0664//b3609//b4249//b4100//b1410//b3494//b1577//b3671//b0400//b2671//b3645//b1790//b1485//b0516//b1092//b2403//b4522//b4174//b3493//b1485//b1198//b3958//b1947//b1078//b0162//b3322//b0953//b0732//b2469//b1791//b0301//b0745//b1444//b0080//b2402//b2291//b4159//b1263//b0622//b3798//b0080//b1729//b2503//b2787//yegZ//b0153//b1702//b3095//b2403//b1303//b4613//b3980//b0378//b0153//b1945//b1074//b0590//b2497//
CdaR	b3065//b0277//b2823//b0892//b0106//
CecR	b4129//b1654//b3813//b0296//b2211//
CpxR	b0925//b1913//b3006//b2529//b3965//b1004//b1634//b4411//b3525//b1618//b1729//b2737//b2436//b1782//b0987//b0964//b3240//b3545//b2609//sroA//b4451//b0152//b2400//b1528//b2616//b4399//b1782//b3005//b3792//b4090//b3965//b2779//
Cra	b1902//b4099//b0730//b2310//b2540//b1272//b1537//b0277//b1877//b4089//b1166//b1130//b1618//b4663//b0383//
CreB	b4085//
CsgD	b0399//b0697//b3456//b1078//b1325//b1486//b1283//b1949//b2167//
CueR	b2686//b0398//
CynR	b0473//b2476//b4102//b0512//
CysB	b3788//b2684//b2895//b1092//b1283//b1884//b1013//b1655//b0589//b0392//
Dan	b3671//b0684//b2537//b3128//
DhaR	b2559//b0839//b4671//b1881//
DicA	b4044//b3959//b4443//b1333//b0688//b0106//b0294//b1567//
DnaA	b4673//b1032//
EvgA	b1879//b4160//b0111//b2987//b1859//b0403//b4292//
FNR	b1102//b2839//b1861//b2607//b1888//b0670//b1199//b3012//b2987//b2821//b0464//b1790//b1272//b0684//b3670//b1165//b0687//b3787//b2373//b3665//b2818//b0513//b1092//b2542//b3423//b3958//b2630//
FadR	b0855//b3364//b0891//b0708//b2503//b1578//b2509//b3744//
FeaR	b2597//
Fis	b2631//b1575//b1623//b2291//b3688//b4401//b4174//b0339//b0890//b3139//b3060//b4451//b1093//b3185//b4134//b0670//b0486//b1322//b1655//b2606//b4105//b1326//b2171//b3923//b1130//b1729//b3670//b1634//b3860//b2604//b1949//b1949//b4100//b0684//b1704//b3978//b3919//b3237//b0106//b3392//b1326//b3012//b1080//b2061//b4398//b3793//b1718//b0191//sroA//b3547//b2212//b1706//b1400//b0447//b4292//b4087//
FlhDC	b4364//b2603//b1013//b4094//b1982//b1321//b3531//b2614//b3061//b2058//b1262//b0806//b2557//b4260//b0071//b3049//b2603//b1400//b1287//b0995//b0513//b0778//b1167//b1946//b1634//b2372//b1004//b0995//b4042//b0403//b0987//b0075//b4481//b4201//b3457//b1949//b3183//b0509//
FliZ	b3095//
