#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1283//
Ada	b3686//b4398//b1444//
AgaR	b1579//b4242//b1287//b2291//b2607//b0244//b3729//
AlaS	b4219//
AllR	b2822//b1429//b1483//b4025//b1003//b1885//b0052//b2152//b4086//
AllS	b4435//b0140//b0447//
AlsR	b3784//b4416//b0508//b3608//b0665//b1946//
ArcA	b3607//b1860//
ArgP	b1947//b1093//b0794//
ArgR	b1879//b1198//b1719//b0774//b0912//b1889//b0777//b0106//b2498//b1623//b1229//b0191//b0443//b0110//
ArsR	b3096//b1272//phnE_2//
AscG	b3269//
AsnC	b2375//
BasR	b1719//
BirA	b0796//b3240//b1784//b0072//b4513//
BluR	b1199//b2852//b1379//b4093//
BolA	b1914//b3049//
CRP	b1016//b3609//b2497//b0839//b1483//b3791//b4370//b3607//b2147//b0778//b0696//b0241//b2171//b2822//b1576//b4090//b1879//sroA//b4093//b0340//b1452//b0191//b2686//b0293//b1790//b4249//b2211//b1846//b2818//b3322//b2531//b1718//b0513//b3980//b0666//b0185//b0190//b4087//b3268//b1264//b2868//b0685//b4398//b3797//b0166//b1032//b2059//b3067//b0864//b4099//b4100//b3128//b4104//b2531//b0207//b1623//b0049//b4203//b3364//b4097//b0674//b1568//b2146//b1949//b3454//b0207//b1442//b4671//
CdaR	b1013//b1741//b1877//b2312//b1641//
CecR	b3796//b2061//b0698//b2414//b2062//
CpxR	b4088//b1326//b1485//b1925//b4613//b1707//b0231//b4522//b2558//b0508//b1741//b0922//b2403//b2864//b3500//b1577//b2608//b0383//b1220//b3458//b4663//b2169//b4093//b2397//b1231//b3787//b2097//b0060//b4705//b1321//b1261//b0598//
Cra	b0049//b2868//b0071//b1262//b0588//b2987//b0153//b4292//b4408//b3956//b2097//b0751//b3916//b0654//b1411//
CreB	b4129//
CsgD	b4249//b1377//b0031//b0484//b4094//b1579//b0339//b2216//b1408//
CueR	b2404//b1879//
CynR	b3911//b2168//b1430//b1954//
CysB	b1287//b2085//b1077//b0861//b0912//b1861//b2497//b0475//b1201//b2509//
Dan	b0786//b1882//b1080//b0745//
DhaR	b0293//b4096//b2465//b1325//
DicA	b1443//b1882//b0353//b2867//b4150//b0688//b1913//b4326//
DnaA	b1429//b2542//
EvgA	b4415//b1954//b0237//b1013//b0399//b1790//b1946//
FNR	b4105//b0473//b2542//b0732//b1082//b4172//b1198//b2614//b1926//b1728//b0153//b0398//b0806//b3455//b4401//b0743//b0892//b4397//b2965//b3021//b0303//sroA//b3049//b2530//b3965//b0779//b4106//
FadR	b2435//b4043//b1945//b3794//b2893//b0512//b4408//b0237//
FeaR	b3395//
Fis	b0652//b2497//b3521//b2212//b2469//b0190//b2574//b1410//b3184//b0591//b1203//b3269//b1613//b3616//b1810//b0589//b1814//b4326//b4443//b3460//b3744//b1717//b3793//b4673//b1083//b0517//b4445//b1326//b3067//b1205//cpxQ//b1272//b0145//b4172//b2686//b2608//b3457//b3190//b1261//b2686//b2503//b0151//b3572//b1076//b3957//b1576//b0382//b0841//b3067//b2606//b1333//b4085//b1073//b4399//b1537//b1886//
FlhDC	b3729//b3243//b4203//b3979//b4013//b4095//b2531//b1113//b2606//b2058//b1577//b2699//b3612//b0338//b4525//b1488//b1791//b2127//b3911//b2348//b2608//b3547//b3140//b0778//b4086//b0515//b2528//b3830//b1885//b4043//b1889//b2058//b2868//b3057//b4368//b2987//b0073//b4522//
FliZ	b3469//
Fur	b1536//b3065//b0162//b4484//b3190//b0861//b1885//b2895//b4401//b0405//b2824//b2808//b2212//b3957//b2169//b0731//b0731//b0514//b2558//b3744//b2808//b1719//b2600//b0397//
GadX	b1083//b1885//b2528//b0108//b1166//b0241//b3960//
GcvA	b1442//b3797//
H-NS	b0304//b0744//b3965//b2528//b4254//b3797//b1791//b1877//b3863//b0511//b0778//b2938//b4484//b3458//
HU	b0523//b0743//
HcaR	b1443//b4094//b1546//b4173//b3243//b4098//
IHF	b1076//b0516//b3960//b0839//b3785//b2605//b4054//
IlvY	b4435//b3863//
IscR	b1540//b0999//b0923//b0346//b1327//cpxQ//b1926//sroC//
KdpE	b1167//b1229//b0377//b0237//
LeuO	b0475//b0507//b0799//b3338//b1623//b1407//
LexA	b3060//b3613//b1327//b2372//b3617//b3786//b3794//b1072//b3423//b4013//b0795//b2400//b2435//b0216//b1579//b3183//b1717//b1487//b4213//cpxQ//b4105//b4104//b0398//b0441//b3830//b1889//b0066//b1020//b0654//b1020//b1782//b0688//b1567//b3270//b4392//b2737//b3616//
LrhA	b0971//
Lrp	b4398//b1442//b2313//b3269//b1706//b0504//b0685//b0384//b0536//b4618//b0485//b1113//b2788//b0050//
LysR	b3680//
MalT	b2427//
MarA	b3456//b0744//
MatA	b2540//b0382//
McbR	b3061//
MetJ	b0670//b4201//b3502//b3729//b2147//
MlrA	b3060//b0655//b3241//b1399//b0655//
MngR	b0192//b4435//b2153//
MntR	b4443//b3547//
MprA	b0604//b3672//b4024//
MqsA	b2061//b0794//
MurR	b0857//
Nac	b3796//b4406//b4397//b0665//b3237//
NadR	b0795//b0303//b2435//
NagC	b4613//b1072//b4618//b0863//b2867//
NanR	b0750//b4513//
NimR	b1483//b0464//
NsrR	b0512//b1201//b2751//b4416//b0522//b3730//b0441//b2839//b4150//b4116//b3005//b3012//b0957//b1326//b4242//b1004//b4618//b3670//b3532//b3911//b1925//b2059//b3787//b3011//b2290//b0849//b4093//b4426//b3469//b3957//
NtrC	b3022//b0346//b2616//b4613//b1714//b1704//b0152//b1717//b2435//b1410//b4134//b1075//b2821//b2530//b0139//b1287//b0512//
OmpR	b1810//b1782//b4435//b3502//
OxyR	b2826//b0863//b1707//b3978//b0814//b4213//b1925//b1623//b3912//
PaaX	b1377//b0517//
PepA	b0277//
PgrR	b0863//b3806//b1272//b4279//b1074//b0861//b3065//
PhoB	b0795//b0405//b3057//b4092//b2609//b1184//b1704//b0793//b3184//b0806//b3270//b4134//b2528//b0696//b0743//b4326//b2864//efeU_2//b3558//b1848//b4484//b1167//b1444//b1537//b3911//b0697//b1264//b0166//b3338//b2818//b1948//
PhoP	b4671//b0153//b0075//b1714//b4417//b1949//b2557//b2374//b0862//b2401//b3241//b4173//b2146//b3021//b3441//b3431//
PspF	b1199//
PurR	b0051//b4254//b3456//b1578//b2965//b0670//b3062//b2750//b3432//b0925//b2868//b2379//b1183//
RbsR	b4089//
RcdA	b3188//b3607//b4254//
RclR	b1408//b0536//b2404//
RcnR	b3441//
RcsAB	b3912//b2608//b2597//b0652//b0795//
RcsB	b0732//b1718//b3966//b4241//
RcsB-BglJ	b1194//b4406//b1440//b3141//b0485//b1325//b0241//b1326//b3061//b4095//b4096//
Rob	b2597//
RutR	b2852//
SdiA	b3184//
SgrR	b0792//b1546//b4599//b4044//b2937//b3744//
SoxS	b1377//b2189//b4397//b4201//b3423//b1790//
SutR	b3919//b3243//
TorR	b0156//
TrpR	b2605//b4116//b0999//b1885//b3670//b3965//b2538//b1327//
TyrR	b1814//b0511//b1399//
UidR	b3547//
UvrY	b0345//b2497//
XapR	b3011//b2574//
YdeO	b3912//b2529//
YjjQ	b2825//b2604//b1322//b2685//b0857//b1914//b2751//
YpdB	b2147//
YqhC	b4025//b2557//
ZntR	efeU_2//
ZraR	b3022//
Zur	b1641//b2697//sroC//b3521//b3958//
