#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2213//
Ada	b0074//b2750//b1967//
AgaR	b3791//b3786//b1954//b2531//b0338//b2372//b0924//
AlaS	b2401//
AllR	b4219//b0509//b2820//b4241//b2371//b2503//b0517//b3131//b1781//
AllS	b0050//b3617//b0806//
AlsR	b1003//b3613//b4090//b0080//b4088//b4370//
ArcA	b0152//b4200//
ArgP	b2839//b3095//b0107//
ArgR	b4369//b1982//b0588//efeU_2//b4426//b0666//b3773//b0839//b0080//b4406//b2582//b0557//b3916//b4523//
ArsR	b1092//b1205//b2604//
AscG	b1858//
AsnC	cpxQ//
BasR	b2580//
BirA	b3617//b2606//b0891//b3956//b2893//
BluR	b0398//b2684//b1728//b1575//
BolA	b3502//b2787//
CRP	b2779//b0514//b4393//b1569//b2530//b2616//b0588//b0072//b4417//b2965//b0340//b1207//b0509//b2687//b2464//b0508//b1165//b1948//b2310//b0598//b2824//b4024//b3066//b3501//b1443//b3237//b3141//b1288//b4399//b1883//b3617//b1623//b0855//b0192//b2822//b0862//b3781//b0922//b0673//b2867//b4525//b3457//b0924//b1077//b2289//b4426//b1485//b0485//b3790//b4242//b1072//b2553//b0696//b0031//b1798//b2823//b4174//b0439//b3960//b2750//b0696//b4698//b3774//b1483//b0512//b1783//b3859//b0776//
CdaR	b0924//b0604//b4502//b0970//b1409//
CecR	b2684//b0296//b2189//b1283//b0216//
CpxR	b2839//b0139//b3500//b1277//b2965//b3243//b4663//b2062//b4444//b2062//b2379//b3784//b2787//b1488//b0296//b0403//b3978//b1577//b4116//b0145//b2697//b2379//b2435//b3184//b1032//b0508//b3061//b2698//b0234//b3006//b2665//b3798//
Cra	b1203//b3787//b2603//b1444//b3240//b3136//b3959//b2580//b3864//b1164//b4025//b3494//b4663//b1641//b2605//
CreB	b1321//
CsgD	b3013//b4099//b2867//b4522//b0684//b0745//b4160//b3057//b4399//
CueR	b1400//b1566//
CynR	b0654//b1486//b0732//b4096//
CysB	b1791//b4444//b0385//b0192//b3958//b3393//b2312//b2062//b0892//b0522//
Dan	b1082//b1082//b4525//b1379//
DhaR	b0664//b3614//b2497//b1947//
DicA	b0110//b2866//b0338//b4025//b4368//b3268//b3980//b2348//
DnaA	b0345//b0382//
EvgA	b1487//b1879//b2937//b3049//b3027//b1198//b2574//
FNR	b1945//b4370//b1102//b1713//b0397//b4054//b4175//b0890//b3185//b0382//b3609//b0151//b0745//b1327//b1263//b4200//b3572//b1967//b0665//b1074//b2751//phnE_2//b1676//b3240//b2373//b0912//b3060//
FadR	b1205//b1199//b2000//b0240//b3960//b0786//b1887//b2788//
FeaR	b2058//
Fis	b2097//b4347//b4702//b3356//b0296//b0708//b1810//b0233//b2000//b0301//b1184//b0378//b0588//b3063//b2436//b3617//b1434//b1885//b0485//b2000//b0069//b0443//b4175//b0862//b3392//b2403//b3049//b0441//b2375//b3744//b3183//b1609//b0151//b1411//b4280//b2171//b0066//b3190//b0666//b2787//b3545//b3688//b0696//b3493//b3545//b0338//b4411//b1609//b2737//b1546//b2213//b4481//b0443//b2313//b3141//b0075//
FlhDC	b2542//b4292//b3431//b1102//b4401//b3699//b2060//b4249//b2687//b0999//b4160//b4116//b3065//efeU_2//b0666//b0668//b4175//b1950//b0523//b1200//b3271//b4002//b2606//b2097//b2684//b4249//b3021//b0891//b0536//b3547//b1002//b1784//b1230//b1131//b3136//b1091//b3432//b2528//
FliZ	b3671//
Fur	b1483//b1093//b0890//b0730//b0964//b1091//b2476//b1579//b4160//b1321//b1016//b1618//b3183//b3730//b1528//b2553//b1913//b1634//b0512//b3494//b0244//b2608//b2436//b0860//
GadX	b2698//b0060//b0074//b3138//b0995//b0153//b4279//
GcvA	b1003//b4280//
H-NS	b2839//b1945//b0731//b4025//b2530//b1321//b3792//b2938//b3011//b4085//b2060//b3860//b1719//b2464//
HU	b4098//b3680//
HcaR	b4254//b1848//b1741//b4160//b4364//b2372//
IHF	b3979//b1857//b0697//b0398//b1950//b2541//b1790//
IlvY	b3268//b2168//
IscR	b3356//b1265//b1528//b1079//b1074//b1004//b2574//b2168//
KdpE	b1890//b0486//b4370//b4398//
LeuO	b4095//b2310//b1944//b0779//b0051//b0855//
LexA	b1386//b1857//b1408//b2826//b4203//b1379//b3423//b0698//b4013//b0031//b2085//b1884//b2868//b1167//b2189//b1003//b4097//b2697//b3965//b1080//b2606//b1184//b4085//b0604//b3545//b0232//b3793//b1879//b0590//b4406//b3469//b3364//b1926//b0296//b1706//b4293//b1885//
LrhA	b2574//
Lrp	b1410//b1879//b1130//b2541//b4393//b4698//b3454//b0841//b1194//b1880//b3786//b3186//b2531//b1613//
LysR	b1944//
MalT	b4279//
MarA	b1888//b4042//
MatA	b1072//b3322//
McbR	b0697//
MetJ	b1187//b3156//b1183//b1003//b0473//
MlrA	b1568//b1890//b1569//b1288//b0890//
MngR	b4599//b1848//b0590//
MntR	b4042//b0052//
MprA	b0565//b3136//b0377//
MqsA	b2789//b2469//
MurR	b1719//
Nac	b0957//b2213//b3393//b3424//sroA//
NadR	b1165//b4173//b0277//
NagC	b2388//b3441//b0953//b0698//b2895//
NanR	b0777//b1782//
NimR	b1762//b3860//
NsrR	b1111//b1274//b0513//b1577//b3613//b3322//b0303//b4444//b4042//b0755//b2061//b4249//b3613//b3188//b0861//b4203//b1719//b4481//b3830//b3912//b0670//b2375//b3699//b1410//b1780//b2823//b1948//b3979//b1409//b1947//
NtrC	b1452//b2608//b2464//b1073//b0111//b1902//b0293//b1263//b1706//b4444//b3979//b0708//b2061//b2603//b4450//b1410//b2788//
OmpR	b3786//b1728//b2631//b3243//
OxyR	b0957//b3558//b2373//b0953//b0516//b2826//b0664//b2213//b4613//
PaaX	b2789//b1325//
PepA	b2606//
PgrR	b1609//b0664//b2289//b0778//b3057//b4523//b1949//
PhoB	b1333//b1944//b3013//b3960//b2060//b2608//b1079//b0074//b2435//b2557//b3979//b4369//b1322//b3271//b3774//sroC//b0890//b4024//b1883//b0512//b1568//b1858//b3240//b0398//b3454//b0792//b3966//b4426//b4025//b0565//b1784//
PhoP	b3688//b0799//b0066//b2397//b3941//b4201//b4097//b2868//cpxQ//b0398//b0069//b1074//b1890//b0485//b0745//b3423//
PspF	b3688//
PurR	b2402//b1016//b4397//b0150//b1810//b3060//b2404//b0912//b3424//b1890//b3911//b4397//b0244//
RbsR	b1882//
RcdA	b0301//b0708//b3456//
RclR	b3022//b2607//b1261//
RcnR	b2000//
RcsAB	b2372//b4106//b0507//b3670//b2580//
RcsB	b2400//b2097//b1132//b3271//
RcsB-BglJ	b2373//b3062//b0190//b4174//b0794//b0698//b0698//b1714//b0861//b1860//b4159//
Rob	b0392//
RutR	b3796//
SdiA	b1327//
SgrR	b0294//b2779//b0792//b0241//b1229//b2820//
SoxS	b0995//b1569//b0588//b0673//b2216//b4174//
SutR	b3270//b1441//
TorR	b2808//
TrpR	b1203//b0153//b3616//b4213//b1791//b0849//b2821//b4670//
TyrR	b1184//b3065//b0443//
UidR	b2147//
