#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3956//
Ada	b1487//b0504//b4364//
AgaR	b3680//b1719//b3521//b3493//b1429//b1926//b1203//
AlaS	b0522//
AllR	b4397//b0345//b1846//b0341//b1277//b3977//b3095//b3494//b1274//
AllS	b3966//b0515//b2559//
AlsR	b2819//b1880//cpxQ//b3021//b3424//b1091//
ArcA	b1926//b0924//
ArgP	b0557//b2388//b1741//
ArgR	b4106//b2553//b4134//b1890//b2105//b1072//b1967//b1004//b0995//b1020//b4159//b2821//b4213//b3919//
ArsR	b0775//b4481//b0399//
AscG	b0668//
AsnC	b3965//
BasR	b3241//
BirA	b1407//b1264//b0744//b0732//b2540//
BluR	b0068//b2062//b4242//b0293//
BolA	b3431//b1079//
CRP	b2601//b1078//b4444//b3938//b0794//b2684//b0654//b0666//b0793//b2373//b1075//b1377//b1081//b0294//b4013//b0589//b0864//b2085//b3424//b0338//b4401//b1913//b0443//b1327//b1798//b4525//b1205//b1484//b2476//b1623//b1272//b0523//b1261//b0486//b1201//b3688//b0696//b4450//b1826//b0234//b3911//b0665//b0923//b0892//b3431//b3744//b3065//b1102//b1655//b0507//b1718//b4101//b0665//b1741//b4159//b2893//b3493//b0786//b2822//b1575//b0655//b0685//b0383//b3423//b1949//b0874//b0654//b1091//
CdaR	b0073//b1261//b0674//b2684//b1546//
CecR	b0392//b4444//b2402//b0051//b1000//
CpxR	b1004//b4025//b0891//b2823//b4042//yegZ//b1430//b1484//b3665//b4451//b0794//b3138//b1729//b2464//b2503//b0139//b4013//b4705//b2938//b4567//b1859//b3661//b1944//b3066//b2146//b1000//b2402//b4054//b0241//b0241//b2509//b0050//
Cra	b2061//b4102//b0696//b0861//b3432//b2537//b1198//b3394//b2406//b4090//b0109//b0708//b4364//b2537//b4698//
CreB	b4481//
CsgD	b1386//b1718//b0508//b2503//b1013//b1076//b0653//b2414//b1488//
CueR	b0484//b1487//
CynR	b0485//b0162//b0031//b4481//
CysB	b1890//b3141//b3393//b1719//b1183//b2600//b2822//b4042//b0912//b0513//
Dan	b4364//b4203//b3137//b3671//
DhaR	b1452//b3813//b2603//b1410//
DicA	b0924//b1016//b1003//b0231//b1166//yegZ//b1020//b3455//
DnaA	b0999//b0923//
EvgA	b1913//b4025//b3744//b4411//b1791//b2147//b0999//
FNR	b0557//b2373//b3799//b4201//b4369//b1386//b0382//b3011//b2291//b3806//b1924//b4445//b1676//b3469//b0484//b2537//b3784//b1618//b0108//b3730//b1860//b3799//b2937//b3794//b2666//b2291//b3454//
FadR	b2614//b1655//b1676//b1579//b2697//b0505//b3613//b0190//
FeaR	b3813//
Fis	b2560//b3067//b3773//b2403//b0166//b4451//b3617//b1950//b0513//b3425//b3502//b1082//b0509//b2371//b3923//b0856//b4415//b4397//b0066//b3395//b0589//b2584//b1798//b1325//b2687//b4054//b2435//b1411//b3547//b2607//b1885//b3525//b3788//b4673//b0140//b2779//b0794//b3128//b1676//b2597//b2601//b4397//b1569//b3393//b0303//b0399//b3730//b4249//b0107//b2788//b2750//b1719//b4368//b4567//b3525//b3460//
FlhDC	b0565//b1887//b2825//b0244//b3521//b0786//b2826//b2406//b4293//b2893//b4426//b0779//b3967//b4406//b2061//b3532//b3532//b1020//b0378//b4002//b0795//b4416//b3521//b1265//b3787//b3156//b2671//b1377//b4013//b4172//b1780//b3863//b3860//b1199//b1003//b2608//b0192//b1073//
FliZ	b1902//
Fur	b1131//b3980//b0153//b1946//b1166//b4044//b0970//b1579//b1442//b0796//b3457//b0509//b3012//b1321//b1167//b0234//b1880//b3493//b1762//b2866//b2824//b4355//b1879//b3271//
GadX	b2601//b0863//b1488//b0855//b4484//b4370//b1609//
GcvA	b3008//b1718//
H-NS	b1579//b2559//b0674//b1163//b0504//b3730//b1287//b1848//b0338//b0814//b4249//b0441//b0792//b1229//
HU	b3794//b4416//
HcaR	b1442//b1074//b1377//b0068//b0590//b3919//
IHF	b3501//b2819//b2868//b2000//b1883//b1303//b0277//
IlvY	b2820//b4671//
IscR	b4401//b1082//b0378//b3911//b4102//b3699//b1205//phnE_2//
KdpE	b1444//b4090//b3063//b0405//
LeuO	b2808//b3394//b1878//b1452//b0140//b1925//
LexA	b0925//b1634//b0970//b0922//b1074//b1252//b0052//b3729//b2427//b1092//b1946//b3096//b0405//b0684//b2312//b4159//b0673//b4096//b0664//b0232//b4025//b3645//b1954//b3859//b0049//b3190//b4416//yegZ//b4480//b1548//b3141//b1377//b1886//b2153//b0745//b2388//b0684//
LrhA	b3008//
Lrp	b3614//b3791//b0517//b3785//b1076//b0075//b1400//b1791//b3095//b0732//b0523//b4411//b3395//b1485//
LysR	b3730//
MalT	b3156//
MarA	b2406//b0653//
MatA	b0777//b3794//
McbR	b0150//
MetJ	b2685//b1719//b1790//b1713//b3061//
MlrA	b1949//b3959//b0864//b0999//b2965//
MngR	b1111//b3609//b1272//
MntR	b0670//b0777//
MprA	b3672//b2822//b1092//
MqsA	b0814//b4502//
MurR	b0339//
Nac	b1198//b1623//b2787//b1578//b4408//
NadR	b1484//b0207//b4094//
NagC	yegZ//b1623//b2414//b2558//b2509//
NanR	b3730//b3431//
NimR	b0654//b0590//
NsrR	b0403//b3793//b0405//b3323//b2574//b1377//b1333//b2058//b1092//b3364//b1164//b2528//b0855//b0106//b1949//b4480//b1486//b3607//b2698//b1885//b3021//b3911//b4203//b4671//b4445//b3798//b0684//b0385//b1579//b3941//
NtrC	b4484//b4506//b3923//b3686//b4670//b2558//b3393//b1567//b3670//b2531//b1861//b0971//b0145//b1547//b0861//b1411//b4043//
OmpR	b3022//b1924//b4673//b1081//
OxyR	b1083//b3938//b1442//b2967//b2372//b1194//b0794//b1434//b1579//
PaaX	b3966//b0244//
PepA	b1881//
PgrR	b3322//b4092//b3781//b3011//b2542//b0513//phnE_2//
PhoB	b1982//b0730//b0995//b1322//b3006//b3006//b1261//b2397//b0485//b4086//b4599//b0509//b3065//b0777//b1488//b3729//b2313//b4101//b0485//b0384//b2606//b2427//b2864//b0507//b1879//b1577//b3773//b4326//b1566//b2540//b2414//
