#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2574//
Ada	b2062//b4567//b1321//
AgaR	b1719//b0080//b3609//b1440//b2531//b3060//b1187//
AlaS	b3021//
AllR	b2852//b0400//b0652//b4401//b2852//b4102//b3188//b3095//b4368//
AllS	b3979//b2538//b0685//
AlsR	b0405//b0505//b3607//b3786//b2823//b0110//
ArcA	b1641//b2737//
ArgP	b2597//b2560//b1260//
ArgR	b3184//b0598//b2085//b0668//b3393//b3960//b1409//b1322//b3128//b4397//b0353//b1877//b1946//b4480//
ArsR	b1881//b0301//b3614//
AscG	b1547//
AsnC	b3067//
BasR	b2509//
BirA	b4399//b0589//b3425//b1113//b2818//
BluR	b3140//b2937//b0697//b4292//
BolA	b1576//b4104//
CRP	b0383//b4024//b0673//b2316//b2153//b3796//b0403//b1858//b3980//b3785//b0970//b1205//b3242//b1013//b3268//b4426//b3790//b2316//b2605//b0509//b2375//b4451//b0189//b1183//b1127//b4451//b4100//b0841//b0145//b3614//b2061//b0140//b3859//b3137//b1882//b0924//b0441//b0397//b4525//b4567//b3617//b2606//b4002//b1443//b2062//b1201//b4098//b0806//b0891//b4368//b3049//b0241//b3744//b2537//b4398//b1890//b0273//b0744//b1274//b2402//b1111//b0405//b3137//b1576//b3456//b3672//b1321//b0697//
CdaR	b3863//b0067//b1547//b1263//b2388//
CecR	b1798//b2397//b1078//b0189//b2750//
CpxR	b4670//b1857//b1982//b0987//b2464//b1230//b2388//b0345//b3670//b2603//b0925//b4242//b1379//b4326//b0522//b1165//b2105//b4090//b4522//b2607//b0231//b1127//b0684//b0696//b0152//b0755//b3617//b1092//b0854//b2687//b3521//b2539//
Cra	b1452//b2538//b3456//b3680//b1325//b0855//b1885//b1791//b0071//b0400//b1072//b3957//b3774//b1784//b1327//
CreB	b1886//
CsgD	b0891//b2465//b1728//b1444//b1877//b2601//b0654//b0512//b0743//
CueR	b2105//b3503//
CynR	b3243//b4417//b2372//b2603//
CysB	b2232//b3645//b0795//b2820//b2436//b2779//b1913//b3787//b4095//b1861//
Dan	b3919//b2789//b4099//b0304//
DhaR	b1488//b4369//b3065//b0565//
DicA	b3665//b0841//b0156//b4024//b3617//b4484//b2541//b4401//
DnaA	b4129//b1944//
EvgA	b0698//b2291//b1082//b1887//b2058//b0392//b2852//
FNR	b0050//b1944//b0277//b4506//b4502//b4618//b1946//b2169//b1609//b3958//b1880//b4663//b0806//b1882//b0511//b0233//b3645//b1163//b4043//b3558//b0340//b3525//sroC//b3011//b1860//b0512//b2316//
FadR	b1537//b2665//b0277//b0732//b2671//b2666//b0745//b4044//
FeaR	b2584//
Fis	b0075//b3978//b3521//b1131//b3977//b0231//b0139//b2063//b3785//b4096//b2509//b0304//b3916//b3138//b2060//b3502//b0589//b0073//b3923//b3671//b3958//b0912//b1780//b1113//b1167//b1091//b4106//b1187//b0971//b0233//b3680//b3065//b0862//b0970//b1949//b0515//b0953//b2436//b2631//b1548//b4097//b1713//b0207//b1377//b2582//b3859//b1618//b0486//b1566//b3095//b1092//b1623//b0668//b0565//b3057//b4095//
FlhDC	b0031//b1409//b3237//b1303//b4087//b1272//b2665//b4172//b0190//b0051//b0400//b3240//b4326//b1676//b4368//b4401//b1080//b3785//b0031//b1092//b1260//b0399//b4096//b3138//b1613//b2232//b4160//b3186//b4025//b4663//b0971//b1194//b1378//b4525//b3793//b4698//b0517//b3503//
FliZ	b3185//
Fur	b0107//b2788//sroC//b3941//b0673//b2557//b1183//b2373//b0072//b4671//b1782//b1408//b0031//b2509//b1407//b0156//b1277//b0384//b0565//b2435//b1781//b3392//b3661//b0507//
GadX	b2379//b2557//b3941//b4426//b1848//b2823//b2630//
GcvA	b0067//b1386//
H-NS	b1879//b1229//b3859//b4293//phnE_2//b1333//b3609//b2560//b0514//b0511//b0397//b0509//b2085//b1481//
HU	b1781//b1741//
HcaR	b2147//b4458//b3781//b0536//b2605//b4105//
IHF	efeU_2//b2607//b0778//b3545//b1655//b4502//b4670//
IlvY	b3730//b2379//
IscR	b3729//b4369//b0855//b2316//b1333//b4044//b2372//b3458//
KdpE	b3190//b0106//b1569//b3049//
LeuO	b1546//b1609//b2311//b0674//b4159//b3787//
LexA	b4445//b4426//b2868//b3460//b4099//b3729//b2684//b1032//b1861//b1540//b3455//b1623//b3095//b1113//b3680//b2058//b0795//b1032//b4426//b3531//b3503//b1702//b3616//b0345//b4523//b0912//b3729//b3469//b2146//b1858//b1879//b0755//b1783//b3140//b3521//b0953//b4450//
LrhA	b0145//
Lrp	b2085//b0970//b4092//b1321//b3013//b2464//b1429//b0151//b1183//b3188//b2404//b3558//b3431//b3395//
LysR	b2616//
MalT	b2371//
MarA	b4445//b2666//
MatA	b2059//b1205//
McbR	b1322//
MetJ	b3911//b1327//b4089//b0775//b3066//
MlrA	b2530//b0505//b4670//b4618//yegZ//
MngR	b4355//b0166//b2216//
MntR	b4613//b2697//
MprA	b0745//b1884//b1881//
MqsA	b0708//b1741//
MurR	b1078//
Nac	b1231//b1641//b2824//b1002//b2497//
NadR	b2407//b4054//b1288//
NagC	b2127//b3806//b4093//b4397//b3188//
NanR	b2476//b1260//
NimR	b4172//b1613//
