#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2824//
Ada	b3065//b0590//b0856//
AgaR	b2665//b1567//b4618//b1879//b0111//b1913//b0514//
AlaS	b3670//
AllR	b2987//b2373//b4368//b1706//b4200//b1166//b4219//b2509//b3062//
AllS	b3729//b2062//b1167//
AlsR	b4254//b4159//b1718//b1262//b3005//b1163//
ArcA	b3980//b2671//
ArgP	b2788//b4241//b1881//
ArgR	b1262//b1488//b0050//b1783//b2213//b0670//b0123//b0849//b1883//b4088//b1131//b1164//b0854//b3609//
ArsR	b0399//b4673//b4671//
AscG	sroA//
AsnC	b3027//
BasR	b3785//
BirA	b2476//b3322//b3979//b1878//b3965//
BluR	b2371//b0912//b2127//b2631//
BolA	b1706//b0484//
CRP	b1076//b1783//b1378//b3545//b0696//b3672//b0732//b4415//b1488//b1885//b0231//b3680//b1945//b3455//b3241//b2819//b3784//b4481//b3022//b0814//b2097//b1230//b3979//b1718//b3140//b4200//b1569//b0589//b1322//b4599//b0799//b1949//b3061//b0890//b0513//b1613//b0106//b3063//b0192//b0473//b0441//b1434//b1886//b0698//b3060//b1762//b3572//b0854//b1944//b0999//b1719//b1452//b2787//b0485//b1325//b4392//b3607//b1032//b3922//b4347//b4392//b0604//b4399//b0755//b3502//b2606//b1075//b3137//
CdaR	b3956//b1321//b0475//b3688//b0925//
CecR	b3788//b1073//b0075//b0504//b3027//
CpxR	b0856//b1386//b1102//b2232//b2403//b3502//b0778//b3688//b2752//b2808//b1950//b1322//b0513//b2469//b2375//b1634//b3665//b0664//b3965//b2687//b3958//b2539//b3242//b3645//b1441//b0999//b4025//b4159//b0504//b1950//b0507//b0776//
Cra	b0216//b1609//b4044//b3645//b4043//b0745//b4013//b2396//b3184//b1166//b3794//b3455//b3128//b1443//b3057//
CreB	b3616//
CsgD	b0392//b4002//b2464//b0107//b1303//b2686//b1260//b4398//b3613//
CueR	b3431//b2580//
CynR	b1073//b3958//b1379//b2685//
CysB	b3672//b3558//b2498//b3008//b2312//b0068//b1194//b1274//b2631//b0080//
Dan	b0999//b3128//b0684//b3240//
DhaR	b3060//b3688//b3460//b2290//
DicA	b1016//b3242//b4416//b4099//b2171//b1879//b2697//b2987//
DnaA	b3670//b2825//
EvgA	b4411//b3458//b2313//b0293//b3139//b2189//b4416//
FNR	b1013//b1303//b0513//b2374//b0861//b2603//b0731//b0508//b0378//b0971//b2375//b0687//b0666//b2631//b2608//b4104//b3469//b4160//b4086//b0514//b0108//b0874//b2311//b0504//b1252//b3806//b0744//
FadR	b0841//b1200//b1528//b1230//b1263//b4102//b2895//b2826//
FeaR	b4292//
Fis	b0777//b0231//b0793//b3919//b3494//b1113//b1884//b4506//b4445//b1858//b1949//b2937//b0891//b4705//b3941//b0861//b1713//b2824//b4241//b0509//b0304//b3242//b3503//b2497//b2312//b3268//b4523//b3395//b3493//b1780//b2396//b0779//b1207//b0841//b0775//b0345//b2608//b3128//b4100//b1484//b2824//b2824//b1858//b3661//b0971//b0921//b1132//b1575//b0382//b2127//b2371//b1440//b1000//b0971//b3645//b1378//
FlhDC	b3240//b0051//b1400//b0504//b0108//b0509//b1201//b3131//b0696//b0696//b3157//b3671//b0166//b1443//b3140//b4086//b3393//b1704//b1982//b3798//b0590//b0146//b1004//b2379//b1483//b3500//b3011//b3977//b4270//b2839//b0912//b1399//b0301//b0959//b0959//b0303//b1577//b2498//
FliZ	b0777//
Fur	b1790//b0080//b3859//b3788//b1567//b4368//b0523//b4293//b1111//b1166//b0775//b2310//b2372//b1488//b0485//b3270//b2168//b1378//b0107//b2685//b2528//b4095//b3789//b3049//
GadX	b1741//b0589//b4213//b4599//b1780//b2216//b4484//
GcvA	b4002//b1429//
H-NS	b0668//b2867//b3965//b0795//b3785//b1326//b2189//b4093//b0995//b3956//b4202//b2630//b2465//b2146//
HU	b4705//b1889//
HcaR	b2788//b3744//b1641//b1080//b4242//b1262//
IHF	b0923//b3136//b0688//b1111//b1321//b0110//b3789//
IlvY	b1576//b4054//
IscR	b0384//b0050//b3966//b2540//b0892//b0814//b1443//b2171//
KdpE	b1566//b3456//b3008//b0108//
LeuO	b4513//b2348//b1287//b0793//b0795//b1858//
LexA	b3798//b4368//b0959//b0516//b3531//b2058//b3665//b2063//b3183//b1566//b3916//b3049//b1579//b0786//b3960//b0892//b3394//b2464//b3521//b0522//b3979//b2401//b3665//b1092//b1608//b4087//b0653//b2127//b4270//b2687//b3773//b0744//b1655//b3157//b4426//b0912//b1704//
LrhA	b3066//
Lrp	b2146//b3923//b1274//b0303//b4292//b1762//b1528//b4102//b3501//b3136//b1566//b0745//b2291//b2085//
LysR	b0744//
MalT	b0957//
MarA	b0860//b3502//
MatA	b1848//sroA//
McbR	b2313//
MetJ	b3609//b3270//b1322//b3022//b2698//
MlrA	b1609//b0964//b0152//b1925//b0970//
MngR	b0999//b4458//b2312//
MntR	b2605//b3798//
MprA	b1485//b0653//b3431//
MqsA	b0841//b2684//
MurR	b1272//
Nac	b3323//b1879//b2290//b3613//b1004//
NadR	b2823//b1848//b1003//
NagC	b3798//b0959//b2698//b0794//b2699//
NanR	b3790//b1944//
NimR	b2895//b4150//
NsrR	b0856//b1076//b3494//b0971//b3431//b0999//b0140//b1566//b1430//b4043//b0400//b0515//b0774//b1325//b0508//b1886//b3012//b3688//b4172//b0755//b3686//b0664//b2310//b0892//b2232//b1079//b3131//b2580//b3784//b0891//
NtrC	b0139//b3797//b4523//b4101//b1102//b1205//b3458//b1846//b3242//b2607//b3500//b0241//b3729//b3137//b0244//b0484//b2529//
OmpR	b4699//b3859//b1729//b2290//
OxyR	b1926//b3798//b0447//b2217//b1540//b3781//b0971//b2684//b4368//
PaaX	b4613//b2750//
PepA	b0922//
PgrR	b2396//b4663//b1277//b2348//b0475//b3729//b2687//
PhoB	b4241//b4093//b3790//b3797//b0192//b2291//b3958//b3545//b0511//b2779//b2839//b1327//b3062//b4698//b3923//b4416//b3186//b1880//b3271//b1487//b3184//b1321//b3806//b1260//b2823//b0397//b0673//b0447//b3494//b4159//b3431//
PhoP	b0674//b2436//b2553//b1762//b1536//b4270//b4270//b4279//b0151//b4172//b2396//b2291//b3688//b2789//b2497//b2374//
PspF	b0590//
PurR	b0604//b2373//b2289//b0892//b1073//b2665//b3547//b2497//b3796//b1326//b1880//b0668//b0673//
RbsR	b1277//
RcdA	b0861//b2540//b1890//
RclR	b0874//b1578//b4522//
RcnR	b0304//
RcsAB	b1187//b0068//b4280//b2169//b3916//
RcsB	b0921//b4293//b2146//b1483//
RcsB-BglJ	b2400//b3521//b1576//b1623//b4085//b0512//b1443//b1440//b4219//b3957//b1488//
Rob	b4095//
RutR	b0162//
SdiA	b2127//
SgrR	b0786//yegZ//b3806//b2666//b3432//b3062//
