#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0152//
Ada	b1441//b4088//b1201//
AgaR	b3916//b2167//b2822//b3661//b0241//b0504//b2580//
AlaS	b0622//
AllR	b1411//b3616//b4393//b1131//b1913//b4089//b3270//b3062//b4502//
AllS	b0234//b0069//b0665//
AlsR	b0293//b2531//b1762//b4094//b1303//b0598//
ArcA	b0293//b3139//
ArgP	b3547//b0439//b1784//
ArgR	b3066//b0745//b4326//b2388//b2169//b2559//b0589//b2063//b1861//b4408//b1111//b1946//b1860//b1163//
ArsR	b3067//b2310//b3136//
AscG	b1205//
AsnC	b0123//
BasR	b3493//
BirA	b4094//b2540//b0378//b0839//b0792//
BluR	b4443//b4435//b1322//b3005//
BolA	b0384//b0792//
CRP	b0464//b3796//b0588//b1326//b2059//b3431//b0590//b2852//b1859//b1378//b4102//b4525//b3525//b0071//b0922//b2529//b1020//b4292//b0475//b1887//b0708//b0565//b2558//b1967//b1567//b0708//b4458//b0123//b0971//b0598//b1386//b4401//b0891//b3607//b0071//b1486//b3794//b1277//b3067//b3616//b4426//b1131//b1880//b0232//efeU_2//b2864//b0109//b4089//b4044//b0301//b1274//b0590//b4254//b3979//b3729//b0074//b2938//b1167//b1537//b3457//b1826//b2397//b1814//b0304//b2737//b4100//b2601//b2407//
CdaR	b3027//b0216//b2819//b0108//b0151//
CecR	b3525//b1252//b3013//b1003//b0231//
CpxR	b3806//b2146//b3938//b0732//b0708//b3976//b0241//b0730//b4401//b0073//b2212//b4172//b3786//b2509//b3790//b4513//b3012//b1536//b0441//b2105//b0874//b3338//b0755//b0622//b4102//b3061//b2348//b3959//b4397//b4369//b2312//b2373//
Cra	b0516//b4106//b0049//b3609//b0890//b1074//b4443//b2698//b1130//b1434//b0439//b0874//b4096//b1623//b0777//
CreB	b0397//
CsgD	b2605//b4525//b4095//b3008//b1945//b3062//b4502//b0244//b0185//
CueR	b3699//b2476//
CynR	b3545//b2821//b4392//b2348//
CysB	b2864//b3190//b0796//b2603//b2212//b1003//yegZ//b2824//b2540//b3965//
Dan	b3183//b4292//b3241//b3859//
DhaR	b0687//b3138//b2614//b1207//
DicA	b0665//b2476//b4399//b3545//b0140//b3784//b3781//b3243//
DnaA	b2788//b1567//
EvgA	b3063//b3671//b3128//b0066//b2558//b4260//b1288//
FNR	b0536//b0685//b1890//b1857//b4699//b2465//b3185//b1914//b1702//b0557//b4024//b1078//b1303//b2068//b2580//b3061//b0921//b2808//b2938//b0814//b4506//b1002//b0378//b0517//b0475//b3063//b1386//
FadR	b0294//b2750//b1074//b1717//b4042//b1333//b3131//b3502//
FeaR	b2737//
Fis	b1945//b4104//b3791//b1272//b3730//b2503//b2938//b3960//b0841//b1609//b0385//b3270//b4200//b3269//b0150//b2310//b2372//b2068//b0589//b3980//b3458//b2839//b0696//b3243//b4254//b3966//b1198//b0068//b3545//b2868//b0861//b0353//b4445//b3062//b4054//b0397//b1020//b4699//b0687//b0507//b0385//b2697//b2574//b1487//b2400//b0345//b4523//b0857//b2537//b0439//b1949//b3864//b4175//b2211//b4393//b1410//
FlhDC	b3521//b0923//b1780//b0050//b4401//b4326//b0687//b3188//b2397//b0795//b1948//b1261//b3136//sroA//b4699//b0923//b3060//b1130//b0400//b0385//b0665//b1079//b0774//b2464//b1164//b1325//b3454//b1443//b0377//b2699//b1102//b0964//b4086//b1925//b1183//b3547//b1781//b1184//
FliZ	b3966//
Fur	b3787//b4087//b2061//b1575//b1546//b0849//b0110//b3938//b1198//b3959//b0273//b2388//b1183//b3830//b1083//b4670//b0786//b0684//b1262//b2671//b3911//b1165//b0841//b0377//
GadX	b4411//b3773//b0123//b3790//b2868//b3960//b0670//
GcvA	b4104//b1676//
H-NS	b0146//b2787//b3441//b0049//b4435//b1782//b1913//b1252//b4523//b3966//b4443//b4279//b1378//b0073//
HU	b4174//b0346//
HcaR	b0668//b4406//b2839//b3008//b2348//b3392//
IHF	b3919//b0443//b3240//b4426//b2406//b1327//b0970//
IlvY	b1848//b1954//
IscR	b0392//b4443//b0516//b3186//b3237//b1925//b3609//b0890//
KdpE	b0776//b3022//b0971//b0799//
LeuO	b2153//b1848//b3441//b1187//b1020//b0516//
LexA	b0536//b3859//b3645//b1200//b0340//b3441//b3791//b2541//b1714//b0151//b3503//b2824//b3006//b1914//b3067//b1073//b3067//b4364//b3960//b3572//b3392//b2171//b1408//b3919//b1947//b1717//b2217//b2818//b0892//b4102//b2839//b0743//b1857//b2400//b1283//b2000//b1077//
LrhA	b3960//
Lrp	b3923//b1926//b1079//b4213//b0108//b1741//b0377//b1082//b0860//b0378//b3967//b1231//b1326//b1430//
LysR	b2819//
MalT	b0241//
