#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0565//
Ada	b4393//b1780//b0750//
AgaR	b1884//b0622//b1166//b0384//b3617//b1483//b4105//
AlaS	b0971//
AllR	b2787//b1567//b4398//b1231//b1230//b0971//b2937//b1260//b0441//
AllS	b0162//b2685//b0234//
AlsR	b3860//b0244//b3190//b2557//b0507//b0068//
ArcA	b2375//b2058//
ArgP	b0841//b3500//b2371//
ArgR	b0839//b0049//b0439//b3531//b0073//b1878//b2553//b3665//b4369//b2737//b1613//b1798//b0273//b0799//
ArsR	b1714//b3137//b1609//
AscG	b0673//
AsnC	b1950//
BasR	b0860//
BirA	b3395//b2531//b0536//b0403//b1790//
BluR	b3790//b1079//b4174//b1081//
BolA	b1488//b4399//
CRP	b4104//b4175//b3096//b2059//b4458//b1634//b3661//b3613//b0516//b3729//b2105//b1487//b3140//b1002//b1434//b0232//b0031//b0107//b4097//b1487//b3525//b3356//b1075//b4105//b1880//b1262//b1879//b1198//b3789//b0849//b2616//b3271//b0111//b2063//b1713//b2600//b2737//b1003//b0794//b1400//b0464//b3242//b4673//b4393//b0345//b3790//b3424//b1283//b4043//b1102//b0052//b2465//b4260//b1032//b1569//b0405//b1948//b3859//b1075//b1203//b0953//b0294//b2529//b0775//b0685//b3061//b1113//b0123//
CdaR	b2826//b1230//b0604//b3547//b2530//
CecR	b1704//b1861//b0864//b4406//b0378//
CpxR	b0069//b4159//b0346//b1886//b1884//b1230//b0863//b1536//b4150//b4347//b3665//b4090//b1885//b3922//b1889//b2169//b1442//b3008//b1719//b0512//b1902//b0192//b1013//b1729//b1967//b4096//b1452//b3730//b4671//b4567//b3978//b2666//
Cra	b4095//b1576//b2601//b4044//b1883//b1230//b4702//b3469//b0839//b3338//b3322//b2407//b4326//yegZ//b0839//
CreB	b1411//
CsgD	b4451//b3141//b3139//b4203//b3501//b2616//b2818//b2310//b2379//
CueR	b4698//b0304//
CynR	b4513//b1378//b0156//b1654//
CysB	b1857//b1654//b2574//b3796//b0515//b3979//b1113//b3063//b1013//b4174//
Dan	b2388//b1200//b2560//b2404//
DhaR	b2697//b1702//b1481//b1548//
DicA	b3609//b3773//b1082//b4599//b0775//b3965//b3022//b3612//
DnaA	b0067//b2584//
EvgA	b2580//b1287//b1714//b1536//b4172//b4415//b0861//
FNR	b0294//b2822//b3393//b3183//b0383//b3680//b0565//b0067//b2818//b0301//b3392//b2465//b2062//b3270//b4698//b4502//b3957//b1003//b1885//b2938//b0516//b1884//b1791//b3322//b0294//b2529//b0473//
FadR	b1848//b0536//b1950//b0207//b1264//b4293//b1020//b3190//
FeaR	b1220//
Fis	b2529//b1878//b2212//b1881//b2503//b1201//b0839//b4293//b3455//b2603//b2750//b2665//b3785//b3911//b2808//b4094//b2538//b2574//b1321//b1536//b4279//b1885//b3608//b0486//b4101//b4088//b0668//b1954//b2665//b4411//b0924//b2685//b2582//b4399//b1704//b3978//b3911//b0565//b2937//b0999//b2698//b2291//b3237//b1547//b1623//b3965//b2605//b1902//b1016//b0507//b1430//b1386//b3785//b1183//b1880//b0382//
FlhDC	b3617//b1092//b2379//b1183//b2687//b0398//efeU_2//b2597//b3140//b2402//b1167//b0814//b3941//b1880//b0106//b0443//b0957//b3956//b0666//b3270//b3916//b2497//b4043//b2097//b1481//b0216//b0745//b4705//b1879//b4408//b1013//b3356//b0507//b2825//b2779//b2528//b3186//b2685//
FliZ	b4397//
Fur	b2826//b1452//b4445//b2557//b1080//b1885//b2584//b1575//b2152//b4172//b0232//b2061//b1848//b0123//b3941//b3956//b1079//b0849//b0060//b2597//b3460//b0964//b1073//b0484//
GadX	b4406//b2373//b1676//b0244//b0392//b2168//b0814//
GcvA	b4173//b2373//
H-NS	b0796//b0151//b0162//b2560//b0068//b1483//b4406//b1780//b2987//b2407//b0140//b0874//b0439//b3456//
HU	b0074//b1982//
HcaR	b0892//b1676//b3781//b4618//b4502//b1091//
IHF	b4254//b0296//b3730//b3680//b0301//b4698//b1706//
IlvY	b4279//b0512//
IscR	b4013//b4567//b2313//b4458//b1484//b0776//b1205//b0485//
KdpE	b2603//b0378//b0674//b0814//
LeuO	b0806//b0512//b0060//b1881//b1713//b4002//
LexA	b3393//b1187//b1613//b3791//b1484//b2697//b2600//b2476//b4292//b1706//b0397//b4355//b2316//b0924//b1790//b4219//b1379//b2232//b2826//b1200//b1073//b2375//b4698//b0698//b0111//b4618//b0806//b1613//b0107//b1016//b4254//b4484//b1890//b3431//b3671//b0405//b1888//
LrhA	b4435//
Lrp	b3137//b3956//b2427//b0854//b1546//b2290//b2469//b0338//b1860//b4160//b2465//b3521//b2868//b0806//
LysR	b2313//
MalT	b3612//
MarA	b1702//b2436//
MatA	b0068//b2540//
McbR	b3609//
MetJ	b0664//b1780//b3338//b1540//b4411//
MlrA	b2400//b1078//b3423//b2824//b3269//
MngR	b1881//b0964//b4444//
MntR	b3131//b0795//
MprA	b1783//b1706//b0166//
MqsA	b0146//b3008//
MurR	b4445//
Nac	b1220//b4347//b1877//b2698//b3432//
NadR	b1623//b0665//b3022//
NagC	b1954//b3128//b3502//b0192//b1074//
NanR	b1948//b0777//
NimR	b1201//b3613//
NsrR	b4104//b1618//b4458//b0383//b4096//b3425//b0464//b2608//b0106//b3095//b3672//b2531//b1484//b1881//b1483//b2751//b4134//b2403//b0696//b0685//b0504//b4370//b3796//b4481//b0786//b1167//b3661//b1274//b2372//b0485//
NtrC	b2312//b1082//b4401//b1016//b0068//b1443//b1634//b3521//b0340//b0377//b4098//b3006//b2826//b0378//b0301//b0511//b2147//
OmpR	b3699//b2000//b0688//b2671//
OxyR	b3813//b1379//b2616//b4443//b4393//b1263//b2752//b1810//b1706//
PaaX	b4279//b2312//
PepA	b0485//
PgrR	b0854//b1877//b3645//b0999//b3864//b3061//b1386//
