#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b4201//
Ada	b1199//b2820//b2388//
AgaR	b0604//b0074//b0301//b3394//b0353//b3616//b3067//
AlaS	b1487//
AllR	b1540//b1486//b2684//b2541//b1579//b3395//b1429//b1609//b2607//
AllS	b0397//b1780//b3798//
AlsR	b0655//b1741//b4450//b0891//b1199//b2825//
ArcA	b1076//b3532//
ArgP	b0512//b2375//b1004//
ArgR	b3680//b4094//b1846//b1165//b1848//b1183//b3806//b2396//b2825//b0505//b4102//b4523//b1883//b0755//
ArsR	b1261//b3096//b0273//
AscG	b0924//
AsnC	b0856//
BasR	b3364//
BirA	b0668//b1410//b2866//b0049//b0774//
BluR	b1073//b3237//b0999//b4450//
BolA	b4417//b4101//
CRP	b2464//b1782//b4443//b0777//b2582//b1325//b3608//b2630//b0745//b1655//b2310//b4024//b3665//b2217//b1440//b0156//b0849//b2152//b2597//b0779//b3521//b1072//b1579//b1579//b0301//b2530//b1826//b1199//b1262//sroA//b0353//b3645//b0664//b3957//b0244//b2540//b3547//b1798//b0806//b3270//b0151//b2497//b1949//b0673//b4618//b3967//b1914//b4098//b3967//b0162//b1131//b4347//b3686//b0557//b2464//b0166//b0296//b4093//b1077//b0231//b0774//b1879//b0964//b3670//b0405//b0484//b2189//b1883//
CdaR	b1781//b2529//b3786//b3457//b4369//
CecR	b3859//b2822//b3005//b2685//b3785//
CpxR	b2313//b1264//b3392//b4450//b0795//b4347//b3424//b2866//b1949//phnE_2//b3959//b2737//b3967//b0151//b3269//b3665//b0591//b3066//b2808//b3787//b0654//b0964//b0796//b4202//b0655//b2427//b3460//b1887//b1411//b0484//b0796//b0959//
Cra	b3006//b1486//b0049//b2582//b4445//b4670//b0353//b3797//b4326//b3500//b2189//b2631//b0509//b4293//b0664//
CreB	b1982//
CsgD	b2631//b4242//b2820//b1082//b2542//b1913//b0814//b2400//b0511//
CueR	b0516//b1548//
CynR	b0509//b2374//b2822//b1078//
CysB	b0486//b2171//b1399//b1072//b0653//b3060//b0443//b2464//b2062//b1078//
Dan	b0152//b1860//b2699//b0590//
DhaR	b2068//b1814//b1198//b1913//
DicA	b1947//b1379//b0786//b3792//b3912//b2146//b1826//b0860//
DnaA	b3190//b1887//
EvgA	b2402//b3572//b1902//b0512//b3798//b0964//b1081//
FNR	b2895//b3959//b1205//b4326//b0049//b3799//b1081//b2348//b0794//b4175//b2597//b3139//b2540//b4364//b2582//b0751//b2893//b2147//b2574//b3140//b0505//b4042//b1717//b2789//b2404//b0891//b2868//
FadR	b1083//b2348//b1608//b4443//b1102//b1429//b2557//b4116//
FeaR	b4092//
Fis	b0398//b2665//b3774//b1623//b4451//b0890//b0591//b0240//b2631//b2752//b1443//b1400//b2313//b2310//b3432//b0654//b3241//b0856//b3454//b1547//b2823//b0107//b1846//b0806//b4450//b4090//b2476//b3392//b2427//b0504//b0794//b2825//b3965//b1575//b3956//b2606//b1946//b0670//b1481//b1444//b2698//b4369//b4116//b0111//b3060//b3469//b3454//b2559//b0684//b2529//b3423//b2403//b4002//b2097//b4159//b2808//
FlhDC	b1452//b3021//b3798//b1231//b0190//b0861//b1618//b3269//b3136//b1379//b1444//b3008//b1441//b1164//b2152//b1411//b4450//b2171//b1440//b1706//b1130//b4042//b2574//b3919//b4435//b0400//b4086//b4445//b2373//b1283//b3545//b4174//b3049//b1880//b3864//b3744//b4663//b2822//
FliZ	b2821//
Fur	b2616//b1184//b1890//b3680//b3460//b0240//b1075//b1442//b4013//b0516//b4254//b1429//b2666//b3469//b4280//b0755//b1325//b0060//b3494//b0874//b1484//b0799//b4450//b1488//
GadX	b3501//b0377//b3688//b1166//b0385//b4618//b3243//
GcvA	b1782//b2630//
H-NS	b3458//b4042//b0786//b0730//b2631//b0924//b0504//b0110//b4086//b1623//b3680//b2171//b0146//b2310//
HU	b2752//b2537//
HcaR	b4260//b0486//b2000//b2687//b1890//b1002//
IHF	b0774//b2403//b1791//b4088//b0507//b3049//b2609//
IlvY	b4160//b3923//
IscR	b1408//b0751//b3049//b1913//b3680//b2752//b3394//b4105//
