#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2469//
Ada	b1718//b0921//b3830//
AgaR	b2169//b2584//b4087//b1791//b4525//b3424//b4096//
AlaS	b1093//
AllR	b1948//b2866//b0345//b0485//b0486//b4241//b1166//b4086//b0892//
AllS	b1568//b0145//b1260//
AlsR	b1082//b4408//b0855//b3744//b4406//b3270//
ArcA	b4088//b2987//
ArgP	b2606//b3788//b1111//
ArgR	b2401//b2686//b0730//b1728//b0403//b0959//b4370//b3057//b2397//b4102//b4347//b4201//b3183//b1200//
ArsR	b1536//b3614//b3791//
AscG	b3959//
AsnC	b2232//
BasR	b2503//
BirA	b1288//b0792//b3788//b3424//b2414//
BluR	b3916//b4241//b3240//b3184//
BolA	b4398//b0233//
CRP	b3141//b3806//b1264//b1857//b0672//b1378//b2407//b0841//b3425//b3980//b0232//b1914//b1410//b2779//b3140//b0673//b0796//b0698//b0139//b4175//b1444//b2822//b2822//b3021//b4458//b0504//b3095//b3671//b0244//b1430//b0378//b1073//b0111//b0111//b4426//b3980//b0074//b0185//b0392//b3500//b1131//b1882//b2189//b0447//b2582//b2823//b1434//b3794//b4260//b3922//b0591//b4086//b0234//b0447//b1634//b0806//b3269//b3830//b1577//b4699//b2539//b0504//b3547//b4085//b1166//b2808//b0153//b3784//
CdaR	b1283//b0861//b2808//b1714//b4417//
CecR	b1288//b0050//b2213//b2400//b2825//
CpxR	b3941//b3794//b0776//b3237//b2779//b1578//b1203//b0507//b4213//b2476//b3157//b1859//b4411//b0340//b0655//b2967//b3781//b4105//b3680//b3441//b1020//b0604//b4085//b3057//b0849//b0604//b1878//b4406//b2167//b3186//b0153//b2373//
Cra	b2232//b0296//b2868//b4443//b0060//b1887//b2684//b3661//b2559//b2600//b1879//b1252//b4406//b4392//b0110//
CreB	b2465//
CsgD	b3661//b3617//b1889//b4663//b0655//b0731//b4279//b2539//b2388//
CueR	b1287//b3798//
CynR	b1577//b2537//b0031//b2498//
CysB	b2582//b1409//b2312//b0486//b3531//b2400//b4502//b1163//b0891//b2058//
Dan	b4481//b4175//b2397//b1283//
DhaR	b2414//b2697//b3789//b1780//
DicA	b0151//b2630//b3136//b2062//b2607//b2553//b2465//b0598//
DnaA	b0341//b0957//
EvgA	b1886//b3967//b1288//b2600//b4293//b0854//b0687//
FNR	b0072//b1013//b3830//b2820//b2685//b3671//b1718//b0145//b1702//b4085//b0051//b0485//b0953//b0861//b3922//b0511//b3096//b3793//b1858//b4042//b0346//b1881//b0890//b1483//b3661//b0383//b3922//
FadR	b1377//b2436//b4368//b0860//b0512//b1914//b1410//b2808//
FeaR	b0775//
Fis	b0441//b2168//b3424//b4160//b0513//b1654//b0515//b0156//b3338//b3613//b1167//b0066//b0685//b2232//b3916//b2403//b2616//b2687//b0301//b1913//b3139//b0565//b2751//b0731//b4097//b0670//b4406//b2498//b0156//b2085//b3774//b2509//b1655//b1184//b4506//b2316//b1205//b2291//b2893//b2153//b4293//b0146//b1132//b2529//b4347//b2616//b2059//b2436//b3912//b4241//b2697//b3157//b3960//b4523//b1091//b2531//
FlhDC	b4525//b1203//b1452//b3494//b1263//b1260//b0598//b2967//b0786//b4098//b3065//b1452//b1399//b0598//b4044//b3095//b2436//b0464//b1879//b1321//b0665//b3061//b0071//b4096//b1322//b1074//b0654//b4416//b1429//b1782//b0774//b1826//b4451//b0237//b1846//b0776//b2397//b2167//
FliZ	b0957//
Fur	b1167//b2631//b1079//b0231//b1798//b1945//b1252//b3494//b1713//b2822//b2600//b1861//b1846//b2808//b2169//b3157//b2686//b4502//b0855//b3860//b0796//b4044//b3242//b0664//
GadX	b1130//b0508//b3729//b0796//b1032//b1000//b4484//
GcvA	b3729//b1230//
H-NS	b0861//b3956//b2503//b4347//b2127//b0140//b2396//b3617//b2825//b3022//b0073//b2427//b1003//b3922//
HU	b4673//b2737//
HcaR	b1205//b1444//b4097//b1540//b1798//b2414//
IHF	b2529//b0378//b2105//b0814//b2789//b1003//b1078//
IlvY	b1950//b0237//
IscR	b1252//b2311//b0536//b1548//b4401//b4567//b4024//b3793//
KdpE	b2697//b0074//b0622//b0565//
LeuO	b0139//b0731//b2597//b3806//b0731//b3670//
LexA	b0384//b1252//b2787//b1377//b1488//b1075//b1277//b1609//b1546//b4450//b0400//b1430//b0674//b3785//b0743//b2605//b1568//b1081//b2574//b3241//b3744//b1444//b2852//b0207//b2818//b3268//b0750//b4279//b3786//b4450//b4086//b1111//b0139//b1878//b4254//b3008//b2750//
LrhA	b3616//
