#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2105//
Ada	b3456//b1925//b0755//
AgaR	b0795//b0861//b4347//b0189//b4270//b0730//b2498//
AlaS	b0557//
AllR	b3185//b2427//b1288//b4399//b1013//b3744//b3057//b2631//b2751//
AllS	b0439//b4054//b4100//
AlsR	b3502//b0504//b0622//b4369//b2574//b1577//
ArcA	b3268//b4160//
ArgP	b1199//b1949//b0301//
ArgR	b0673//b2313//b1430//b3919//b3469//b0399//b2152//b2737//b1783//b1434//b1327//b4085//b3011//b0439//
ArsR	b1814//b0874//b4702//
AscG	b0111//
AsnC	b3672//
BasR	b2584//
BirA	b0924//b2068//b2582//b0049//b1080//
BluR	b3060//b3395//b4104//b0345//
BolA	b1655//b4673//
CRP	b0514//b0536//b2509//b4613//b4172//b4044//b3911//b3938//b0670//b1488//b1537//b2699//b2580//b2737//b0670//b3525//b3545//b4200//b4415//b0655//b0110//b3185//b2171//b0921//b2839//b0232//b3521//b3323//b3784//b3860//b2540//b4104//b1165//b2169//b1575//b3919//b4099//b4150//b0666//b2895//b0339//b0751//b2686//b1784//b1400//b0403//b1183//b4292//b1263//b3730//b4013//b0732//b3021//b4098//b2058//b1264//b0779//b0665//b0860//b4002//b0107//b0447//b2213//b0475//b3240//b0443//b1260//b0338//
CdaR	b2666//b1882//b3979//b2291//b0792//
CecR	b3008//b2062//b3425//b4411//b1790//
CpxR	b1261//b3012//b2396//b2232//b2061//b1889//b2630//b0052//b1947//b2152//b2313//b1623//b4270//b2348//b4043//b2311//b2686//b2866//b0106//b0750//b3965//b3096//b4104//b1020//b0400//b1618//b2169//b2540//b1377//b2396//b4567//b2374//
Cra	b0191//b3022//b3547//b4116//b1914//b1798//b1790//b3441//b1076//b0670//b3661//b2097//b1790//b4613//b2167//
CreB	b0670//
CsgD	b0786//b0080//b1452//b1481//b0140//b2529//b1784//b0995//b3139//
CueR	b0891//b0464//
CynR	b0673//b1399//b3967//b0066//
CysB	b1655//b1947//b2808//b0959//b3237//b3793//b0399//b2631//b3013//b0512//
Dan	b0745//b4106//b4613//b0140//
DhaR	b1729//b0107//b3458//b1020//
DicA	b2609//b3977//b4106//b0443//b2687//b0745//b2232//b4618//
DnaA	b1982//b2697//
EvgA	b1857//b0110//b3616//b0744//b3469//b3609//b0146//
FNR	b1707//b0185//b0475//b0400//b1858//b0234//b4096//b1303//b0688//b0338//b3501//b1945//b0684//b3157//b0192//b1858//b1002//b0504//b3137//b4435//b2820//b3008//b3661//b1982//b0855//b3503//b3185//
FadR	b0031//b1407//b2503//b3699//b4368//b3532//b0071//b2603//
FeaR	b3860//
Fis	b3455//b1944//b0730//b0751//b0513//b4100//b4043//b1430//b0207//b0346//b0189//b4094//b0244//b1303//b0674//b1547//b3923//b3938//b2167//b4393//b2401//b2866//b1618//b0068//b0294//b4175//b2216//b3661//b3049//b3786//b2584//b2464//b1483//b0049//b0924//b2062//b0067//b2211//b2821//b0486//b4347//b0793//cpxQ//b3799//b0750//b3271//b0674//b3243//b2607//b1982//b1706//b3501//b1411//b3136//b2893//b3441//
FlhDC	b2388//b0514//b1713//b2821//b0777//b2212//b2686//b1303//b2372//b1780//b0957//b0688//b4525//b3859//b0922//b1076//b0464//b2085//b3547//b0234//b4160//b0074//b4450//b3395//b1194//b1576//b2497//b0447//b3393//b0385//b2698//b0190//b2127//b3730//b3978//b2788//b1702//b1902//
FliZ	b1861//
