#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2216//
Ada	b0890//b0971//b0999//
AgaR	b1566//b2597//b2435//b0755//b2465//b3613//b0565//
AlaS	b0156//
AllR	b4484//b3061//b1945//b0405//b4411//b0139//b4201//b4085//b2938//
AllS	b1263//b1954//b4254//
AlsR	b0067//b4092//b2476//b1260//b2825//b3395//
ArcA	b1924//b0814//
ArgP	b3027//b0384//b3956//
ArgR	b0864//b3395//b1654//b1579//b3432//b1886//b3672//b2316//b0383//b1547//b3612//b0072//b4160//b1165//
ArsR	b1409//phnE_2//b2826//
AscG	b1654//
AsnC	b0751//
BasR	b2603//
BirA	b2560//b2937//b0732//b3157//b0341//
BluR	b1261//b0516//b3938//b1623//
BolA	b4203//b3790//
CRP	b1410//b1885//b2605//b2312//b0153//b0111//b1165//b2609//b0745//b0398//b2427//b0814//b1926//b1568//b3137//b0591//b3572//b2686//b0674//b1790//b0162//b2665//b2529//b3131//b1790//b0995//b0922//b4044//b0862//b1400//b1950//b1948//b0514//b0799//b3616//b0684//b4417//b2407//b4219//b2737//b4370//b1409//b3395//b2167//b1378//b1826//b4480//b1441//b0505//b3956//b4200//b3392//b3686//b4444//b3138//b1578//b4293//b1261//b0854//b4160//b1762//b1889//b3061//b3139//b1762//b3614//b0755//b1205//
CdaR	b2685//b2607//b2189//b3269//b0508//
CecR	b4401//b3938//b1902//b2498//b0860//
CpxR	b1798//b3798//b0536//b1205//b1889//b2097//b3744//b3798//b0484//b0744//b2684//b0383//b1283//b0731//b0957//b3864//b2819//b2541//b1013//b0999//b1444//b3531//b0995//b4172//b4426//b0191//b0673//b3916//b1714//b3457//b1948//b2213//
Cra	b1926//b1111//b1576//b4671//b0891//b3323//b1924//b2938//b1877//b0109//b0050//b2582//b0140//b1322//b2059//
CreB	b1926//
CsgD	b0687//b1000//b1201//b2211//b0241//b3978//b1163//b0050//b2406//
CueR	b2232//b1577//
CynR	b0622//b0152//b1781//b1885//
CysB	b2414//b1484//b2558//b0106//b3789//b0384//b4159//b4364//b1111//b0511//
Dan	b0473//b2085//b0153//b4663//
DhaR	b1791//b0794//b1386//b4013//
DicA	b3744//b0512//b0589//b4219//b2539//b4270//b4705//b1198//
DnaA	b2509//b3572//
EvgA	b3609//b4013//b3323//b0049//b2631//b4219//b4101//
FNR	cpxQ//b1578//b0146//b0672//b2058//b1798//b3699//b2820//b2630//b4702//b2531//b0473//b1231//b1430//b0774//b3784//b1848//b1882//b4702//b3065//b3006//b3967//b4219//b0190//b0864//b1167//b3617//
FadR	b2497//b2864//b1879//b3608//b3859//b4370//b1881//b3240//
FeaR	b3190//
Fis	b4102//b4292//b2580//b4480//b0234//b4102//b1719//b4106//b1132//b1567//b3612//b1783//b4129//b2000//b1409//b1902//b4087//b3469//b1093//b1859//b1714//b2538//b2146//b0400//b4599//b0190//b4399//b1790//b1568//b2427//b0399//b2820//b0071//b2604//b4102//b0598//b0668//b2558//b0665//b1826//b3977//b0473//b2211//b1861//b0687//b4093//b3797//b0234//b1444//b0799//b2059//b1948//b2169//b2211//b2750//b1566//
FlhDC	b3190//b4435//b4444//b3941//b0892//b1729//b3680//b1577//b2965//b0485//b3096//b3243//b3966//b1579//b0233//b1399//b0277//b1719//b2537//b0384//b3911//b2530//b1283//b4002//b4203//b1321//b0031//b0162//b3270//b1440//b0237//b1111//b1288//b1782//b0382//b1252//b3617//b1568//
FliZ	b0731//
Fur	b1220//b2614//b4201//b0504//b4567//b2388//b3781//b2666//b2822//b1704//b0665//b1199//b1434//b3773//b1303//b1378//b2606//b1442//b1537//b3967//b0653//b2821//b0860//b0855//
GadX	b2538//b0774//b3793//b4481//b0383//b0775//b3911//
GcvA	b4099//b1608//
H-NS	b3494//b3864//b4613//b1946//b4116//b1265//b0987//b0890//b1002//b1576//b3156//b0912//b4134//b4408//
HU	b0382//b4699//
HcaR	b2553//b2530//b0687//b0156//b0067//b1576//
IHF	b1327//b3863//b4458//b1203//b1859//b2469//b3773//
IlvY	b1386//b1846//
IscR	b0439//b1826//b4435//b3787//b1207//b1201//b1434//b3922//
KdpE	b3136//b3979//b1303//b4370//
LeuO	b2000//b3923//b1252//b0523//b1131//b1882//
LexA	b1260//b2310//b1946//b0854//b4097//b3976//b1194//b3005//b1399//b0338//b3060//b4219//b2310//b3773//b4105//b1399//b3797//b1452//b0511//b1073//b0294//b3919//b2698//b3136//b0303//b4090//b2967//b1183//b0999//b3057//b3796//b3013//b2687//b3609//b0382//b3958//b4054//
LrhA	b0383//
Lrp	b1077//b0653//b0485//b3188//b2558//b0750//b1325//b0668//b3911//b1798//b4025//b2375//b0146//b3131//
LysR	b1676//
MalT	b0731//
MarA	b4260//b3184//
MatA	b0995//b4698//
McbR	b0216//
MetJ	b0511//b4567//b0110//b2167//b1131//
MlrA	b3688//b2436//b3744//b1229//b0515//
MngR	b1888//b0517//b4698//
MntR	b1386//b0069//
MprA	b3423//b2435//b0513//
MqsA	b2867//b1946//
MurR	b2866//
Nac	b3785//b3240//b4368//b2097//b1016//
NadR	b3796//b2605//b0166//
NagC	b1609//b3493//b2752//b1706//b3922//
NanR	b2540//b3242//
NimR	b2169//b2671//
NsrR	b1486//b0066//b1858//b4458//b1261//b2465//b2665//b0508//b4270//b1080//b2000//b0855//b1075//b3558//b3432//b0653//b0841//b2965//b2435//b1762//b4043//b0072//b1914//b1016//b1231//b3271//b3956//b1707//b1072//b2685//
